@relation 'LCP Tibia Literal ROI '

@attribute File {'Literal Tibia of Normal_1.jpg','Literal Tibia of Normal_10.jpg','Literal Tibia of Normal_11.jpg','Literal Tibia of Normal_12.jpg','Literal Tibia of Normal_13.jpg','Literal Tibia of Normal_14.jpg','Literal Tibia of Normal_15.jpg','Literal Tibia of Normal_16.jpg','Literal Tibia of Normal_17.jpg','Literal Tibia of Normal_18.jpg','Literal Tibia of Normal_19.jpg','Literal Tibia of Normal_2.jpg','Literal Tibia of Normal_20.jpg','Literal Tibia of Normal_21.jpg','Literal Tibia of Normal_22.jpg','Literal Tibia of Normal_23.jpg','Literal Tibia of Normal_24.jpg','Literal Tibia of Normal_25.jpg','Literal Tibia of Normal_26.jpg','Literal Tibia of Normal_27.jpg','Literal Tibia of Normal_28.jpg','Literal Tibia of Normal_29.jpg','Literal Tibia of Normal_3.jpg','Literal Tibia of Normal_30.jpg','Literal Tibia of Normal_31.jpg','Literal Tibia of Normal_32.jpg','Literal Tibia of Normal_33.jpg','Literal Tibia of Normal_34.jpg','Literal Tibia of Normal_35.jpg','Literal Tibia of Normal_36.jpg','Literal Tibia of Normal_37.jpg','Literal Tibia of Normal_38.jpg','Literal Tibia of Normal_39.jpg','Literal Tibia of Normal_4.jpg','Literal Tibia of Normal_40.jpg','Literal Tibia of Normal_41.jpg','Literal Tibia of Normal_42.jpg','Literal Tibia of Normal_43.jpg','Literal Tibia of Normal_44.jpg','Literal Tibia of Normal_45.jpg','Literal Tibia of Normal_46.jpg','Literal Tibia of Normal_47.jpg','Literal Tibia of Normal_48.jpg','Literal Tibia of Normal_49.jpg','Literal Tibia of Normal_5.jpg','Literal Tibia of Normal_50.jpg','Literal Tibia of Normal_51.jpg','Literal Tibia of Normal_52.jpg','Literal Tibia of Normal_53.jpg','Literal Tibia of Normal_54.jpg','Literal Tibia of Normal_55.jpg','Literal Tibia of Normal_56.jpg','Literal Tibia of Normal_57.jpg','Literal Tibia of Normal_58.jpg','Literal Tibia of Normal_59.jpg','Literal Tibia of Normal_6.jpg','Literal Tibia of Normal_60.jpg','Literal Tibia of Normal_61.jpg','Literal Tibia of Normal_62.jpg','Literal Tibia of Normal_63.jpg','Literal Tibia of Normal_7.jpg','Literal Tibia of Normal_8.jpg','Literal Tibia of Normal_9.jpg','Literal Tibia of OA_1.jpg','Literal Tibia of OA_10.jpg','Literal Tibia of OA_11.jpg','Literal Tibia of OA_12.jpg','Literal Tibia of OA_13.jpg','Literal Tibia of OA_14.jpg','Literal Tibia of OA_15.jpg','Literal Tibia of OA_16.jpg','Literal Tibia of OA_17.jpg','Literal Tibia of OA_18.jpg','Literal Tibia of OA_19.jpg','Literal Tibia of OA_2.jpg','Literal Tibia of OA_20.jpg','Literal Tibia of OA_21.jpg','Literal Tibia of OA_22.jpg','Literal Tibia of OA_23.jpg','Literal Tibia of OA_24.jpg','Literal Tibia of OA_25.jpg','Literal Tibia of OA_26.jpg','Literal Tibia of OA_27.jpg','Literal Tibia of OA_28.jpg','Literal Tibia of OA_29.jpg','Literal Tibia of OA_3.jpg','Literal Tibia of OA_30.jpg','Literal Tibia of OA_31.jpg','Literal Tibia of OA_32.jpg','Literal Tibia of OA_33.jpg','Literal Tibia of OA_34.jpg','Literal Tibia of OA_35.jpg','Literal Tibia of OA_36.jpg','Literal Tibia of OA_37.jpg','Literal Tibia of OA_38.jpg','Literal Tibia of OA_39.jpg','Literal Tibia of OA_4.jpg','Literal Tibia of OA_40.jpg','Literal Tibia of OA_41.jpg','Literal Tibia of OA_42.jpg','Literal Tibia of OA_43.jpg','Literal Tibia of OA_44.jpg','Literal Tibia of OA_45.jpg','Literal Tibia of OA_46.jpg','Literal Tibia of OA_47.jpg','Literal Tibia of OA_48.jpg','Literal Tibia of OA_49.jpg','Literal Tibia of OA_5.jpg','Literal Tibia of OA_50.jpg','Literal Tibia of OA_51.jpg','Literal Tibia of OA_52.jpg','Literal Tibia of OA_53.jpg','Literal Tibia of OA_54.jpg','Literal Tibia of OA_55.jpg','Literal Tibia of OA_56.jpg','Literal Tibia of OA_57.jpg','Literal Tibia of OA_58.jpg','Literal Tibia of OA_59.jpg','Literal Tibia of OA_6.jpg','Literal Tibia of OA_60.jpg','Literal Tibia of OA_61.jpg','Literal Tibia of OA_62.jpg','Literal Tibia of OA_63.jpg','Literal Tibia of OA_64.jpg','Literal Tibia of OA_65.jpg','Literal Tibia of OA_66.jpg','Literal Tibia of OA_67.jpg','Literal Tibia of OA_68.jpg','Literal Tibia of OA_7.jpg','Literal Tibia of OA_8.jpg','Literal Tibia of OA_9.jpg'}
@attribute LCP_1 numeric
@attribute LCP_2 numeric
@attribute LCP_3 numeric
@attribute LCP_4 numeric
@attribute LCP_5 numeric
@attribute LCP_6 numeric
@attribute LCP_7 numeric
@attribute LCP_8 numeric
@attribute LCP_9 numeric
@attribute LCP_10 numeric
@attribute LCP_11 numeric
@attribute LCP_12 numeric
@attribute LCP_13 numeric
@attribute LCP_14 numeric
@attribute LCP_15 numeric
@attribute LCP_16 numeric
@attribute LCP_17 numeric
@attribute LCP_18 numeric
@attribute LCP_19 numeric
@attribute LCP_20 numeric
@attribute LCP_21 numeric
@attribute LCP_22 numeric
@attribute LCP_23 numeric
@attribute LCP_24 numeric
@attribute LCP_25 numeric
@attribute LCP_26 numeric
@attribute LCP_27 numeric
@attribute LCP_28 numeric
@attribute LCP_29 numeric
@attribute LCP_30 numeric
@attribute LCP_31 numeric
@attribute LCP_32 numeric
@attribute LCP_33 numeric
@attribute LCP_34 numeric
@attribute LCP_35 numeric
@attribute LCP_36 numeric
@attribute LCP_37 numeric
@attribute LCP_38 numeric
@attribute LCP_39 numeric
@attribute LCP_40 numeric
@attribute LCP_41 numeric
@attribute LCP_42 numeric
@attribute LCP_43 numeric
@attribute LCP_44 numeric
@attribute LCP_45 numeric
@attribute LCP_46 numeric
@attribute LCP_47 numeric
@attribute LCP_48 numeric
@attribute LCP_49 numeric
@attribute LCP_50 numeric
@attribute LCP_51 numeric
@attribute LCP_52 numeric
@attribute LCP_53 numeric
@attribute LCP_54 numeric
@attribute LCP_55 numeric
@attribute LCP_56 numeric
@attribute LCP_57 numeric
@attribute LCP_58 numeric
@attribute LCP_59 numeric
@attribute LCP_60 numeric
@attribute LCP_61 numeric
@attribute LCP_62 numeric
@attribute LCP_63 numeric
@attribute LCP_64 numeric
@attribute LCP_65 numeric
@attribute LCP_66 numeric
@attribute LCP_67 numeric
@attribute LCP_68 numeric
@attribute LCP_69 numeric
@attribute LCP_70 numeric
@attribute LCP_71 numeric
@attribute LCP_72 numeric
@attribute LCP_73 numeric
@attribute LCP_74 numeric
@attribute LCP_75 numeric
@attribute LCP_76 numeric
@attribute LCP_77 numeric
@attribute LCP_78 numeric
@attribute LCP_79 numeric
@attribute LCP_80 numeric
@attribute LCP_81 numeric
@attribute class {Nor,OA}

@data
'Literal Tibia of Normal_44.jpg',1.06,0.0265,0.306,0.101,0.0628,0.101,0.306,0.0265,846,1.04,0.0313,0.205,0.0653,0.127,0.0653,0.205,0.0313,838,1.03,0.0139,0.137,0.0776,0.281,0.0776,0.137,0.0139,669,1.02,0.00689,0.137,0.00922,0.0485,0.00922,0.137,0.00689,650,1,0.00599,0.378,0.0276,0.4,0.0276,0.378,0.00599,771,0.987,0.0288,0.166,0.104,0.0815,0.104,0.166,0.0288,737,0.973,0.0311,0.174,0.0534,0.0272,0.0534,0.174,0.0311,844,0.963,0.0318,0.231,0.0337,0.00213,0.0337,0.231,0.0318,899,0.942,0.0417,0.359,0.0453,0.194,0.0453,0.359,0.0417,937,Nor
'Literal Tibia of Normal_45.jpg',1.06,0.0567,0.501,0.177,0.159,0.177,0.501,0.0567,795,1.04,0.0389,0.292,0.0772,0.163,0.0772,0.292,0.0389,868,1.03,0.00616,0.126,0.0627,0.065,0.0627,0.126,0.00616,650,1.02,0.0146,0.254,0.112,0.0589,0.112,0.254,0.0146,662,1,0.0127,0.343,0.0484,0.26,0.0484,0.343,0.0127,829,0.986,0.0138,0.189,0.103,0.0441,0.103,0.189,0.0138,801,0.973,0.0379,0.134,0.0586,0.25,0.0586,0.134,0.0379,781,0.96,0.0154,0.28,0.0784,0.138,0.0784,0.28,0.0154,933,0.943,0.0346,0.537,0.0533,0.166,0.0533,0.537,0.0346,918,Nor
'Literal Tibia of Normal_46.jpg',1.08,0.0478,0.41,0.0877,0.0832,0.0877,0.41,0.0478,828,1.06,0.0319,0.234,0.0273,0.263,0.0273,0.234,0.0319,900,1.04,0.0387,0.101,0.0313,0.0357,0.0313,0.101,0.0387,768,1.02,0.0202,0.154,0.0663,0.0116,0.0663,0.154,0.0202,662,1,0.00272,0.322,0.0349,0.0907,0.0349,0.322,0.00272,659,0.98,0.0237,0.12,0.0558,0.0504,0.0558,0.12,0.0237,676,0.963,0.0516,0.0842,0.112,0.0697,0.112,0.0842,0.0516,771,0.946,0.0225,0.252,0.0453,0.0528,0.0453,0.252,0.0225,977,0.921,0.0269,0.401,0.126,0.13,0.126,0.401,0.0269,957,Nor
'Literal Tibia of Normal_47.jpg',1.07,0.0228,0.437,0.132,0.133,0.132,0.437,0.0228,826,1.05,0.0331,0.242,0.063,0.259,0.063,0.242,0.0331,978,1.03,0.05,0.154,0.0464,0.0155,0.0464,0.154,0.05,620,1.02,0.0263,0.188,0.0991,0.00454,0.0991,0.188,0.0263,612,1,0.0309,0.287,0.0246,0.0126,0.0246,0.287,0.0309,696,0.985,0.034,0.123,0.02,0.0154,0.02,0.123,0.034,672,0.969,0.00923,0.0674,0.0605,0.0158,0.0605,0.0674,0.00923,753,0.956,0.0424,0.281,0.0584,0.297,0.0584,0.281,0.0424,970,0.934,0.0281,0.432,0.112,0.048,0.112,0.432,0.0281,993,Nor
'Literal Tibia of Normal_48.jpg',1.07,0.197,0.175,0.161,0.519,0.161,0.175,0.197,777,1.05,0.0812,0.154,0.118,0.549,0.118,0.154,0.0812,902,1.03,0.0796,0.0466,0.122,0.121,0.122,0.0466,0.0796,650,1.02,0.0235,0.0775,0.0807,0.427,0.0807,0.0775,0.0235,649,1,0.0129,0.218,0.0878,0.173,0.0878,0.218,0.0129,836,0.984,0.0616,0.124,0.0462,0.322,0.0462,0.124,0.0616,836,0.97,0.0417,0.0118,0.0957,0.266,0.0957,0.0118,0.0417,747,0.958,0.0057,0.23,0.0788,0.214,0.0788,0.23,0.0057,979,0.937,0.227,0.323,0.224,0.0366,0.224,0.323,0.227,901,Nor
'Literal Tibia of Normal_49.jpg',1.09,0.0801,0.325,0.172,0.113,0.172,0.325,0.0801,825,1.06,0.0508,0.218,0.0283,0.0461,0.0283,0.218,0.0508,857,1.04,0.0215,0.101,0.154,0.132,0.154,0.101,0.0215,764,1.02,0.0372,0.0972,0.115,0.0669,0.115,0.0972,0.0372,690,1,0.0368,0.287,0.0212,0.207,0.0212,0.287,0.0368,708,0.979,0.0122,0.124,0.0162,0.056,0.0162,0.124,0.0122,730,0.958,0.0473,0.083,0.0805,0.0976,0.0805,0.083,0.0473,838,0.941,0.0382,0.125,0.0238,0.181,0.0238,0.125,0.0382,900,0.915,0.0928,0.326,0.149,0.439,0.149,0.326,0.0928,956,Nor
'Literal Tibia of Normal_5.jpg',1.07,0.0342,0.219,0.0261,0.173,0.0261,0.219,0.0342,834,1.04,0.00917,0.147,0.0237,0.317,0.0237,0.147,0.00917,967,1.03,0.0193,0.0619,0.0601,0.218,0.0601,0.0619,0.0193,587,1.02,0.0174,0.151,0.0496,0.0326,0.0496,0.151,0.0174,620,1,0.0204,0.213,0.117,0.0743,0.117,0.213,0.0204,641,0.986,0.0195,0.17,0.0832,0.0469,0.0832,0.17,0.0195,613,0.974,0.019,0.0434,0.0368,0.0713,0.0368,0.0434,0.019,688,0.959,0.0221,0.149,0.0558,0.0984,0.0558,0.149,0.0221,930,0.938,0.0291,0.214,0.0177,0.11,0.0177,0.214,0.0291,1027,Nor
'Literal Tibia of Normal_50.jpg',1.07,0.0953,0.333,0.163,0.0677,0.163,0.333,0.0953,831,1.05,0.0352,0.2,0.0895,0.153,0.0895,0.2,0.0352,883,1.03,0.019,0.0743,0.0497,0.142,0.0497,0.0743,0.019,755,1.02,0.0132,0.08,0.0774,0.0993,0.0774,0.08,0.0132,624,1,0.0159,0.179,0.0527,0.155,0.0527,0.179,0.0159,655,0.987,0.0102,0.106,0.237,0.000818,0.237,0.106,0.0102,659,0.971,0.0555,0.134,0.0875,0.138,0.0875,0.134,0.0555,786,0.958,0.0131,0.181,0.0609,0.0762,0.0609,0.181,0.0131,932,0.937,0.0394,0.347,0.063,0.351,0.063,0.347,0.0394,1029,Nor
'Literal Tibia of Normal_51.jpg',1.05,0.0717,0.33,0.104,0.162,0.104,0.33,0.0717,781,1.03,0.0334,0.173,0.0352,0.12,0.0352,0.173,0.0334,902,1.02,0.0567,0.162,0.0526,0.172,0.0526,0.162,0.0567,633,1.01,0.0147,0.164,0.0653,0.0642,0.0653,0.164,0.0147,664,1,0.0216,0.329,0.0843,0.0176,0.0843,0.329,0.0216,744,0.99,0.0115,0.196,0.0493,0.181,0.0493,0.196,0.0115,705,0.98,0.0396,0.0979,0.154,0.069,0.154,0.0979,0.0396,725,0.97,0.0282,0.165,0.0614,0.164,0.0614,0.165,0.0282,916,0.956,0.0341,0.275,0.0613,0.0727,0.0613,0.275,0.0341,1010,Nor
'Literal Tibia of Normal_52.jpg',1.05,0.0609,0.145,0.06,0.0626,0.06,0.145,0.0609,752,1.03,0.0458,0.0448,0.0122,0.215,0.0122,0.0448,0.0458,839,1.02,0.0135,0.0981,0.0845,0.035,0.0845,0.0981,0.0135,722,1.01,0.0198,0.0364,0.0825,0.127,0.0825,0.0364,0.0198,688,1,0.0218,0.129,0.0441,0.347,0.0441,0.129,0.0218,764,0.99,0.0237,0.0497,0.107,0.124,0.107,0.0497,0.0237,864,0.979,0.0403,0.00131,0.0312,0.205,0.0312,0.00131,0.0403,882,0.969,0.014,0.0659,0.0922,0.204,0.0922,0.0659,0.014,868,0.953,0.0352,0.0375,0.0509,0.293,0.0509,0.0375,0.0352,919,Nor
'Literal Tibia of Normal_53.jpg',1.08,0.119,0.169,0.0628,0.207,0.0628,0.169,0.119,957,1.05,0.0342,0.101,0.0351,0.16,0.0351,0.101,0.0342,956,1.04,0.0417,0.0732,0.105,0.114,0.105,0.0732,0.0417,545,1.02,0.0229,0.103,0.0147,0.088,0.0147,0.103,0.0229,517,1,0.0108,0.18,0.0181,0.0174,0.0181,0.18,0.0108,523,0.983,0.00391,0.114,0.0251,0.0431,0.0251,0.114,0.00391,584,0.966,0.00989,0.09,0.032,0.157,0.032,0.09,0.00989,600,0.949,0.0483,0.0992,0.0292,0.025,0.0292,0.0992,0.0483,1046,0.921,0.111,0.18,0.0759,0.0138,0.0759,0.18,0.111,1057,Nor
'Literal Tibia of Normal_54.jpg',1.05,0.0399,0.125,0.11,0.168,0.11,0.125,0.0399,809,1.03,0.0249,0.0487,0.03,0.21,0.03,0.0487,0.0249,879,1.02,0.0068,0.0166,0.077,0.074,0.077,0.0166,0.0068,690,1.01,0.0308,0.0973,0.0685,0.0462,0.0685,0.0973,0.0308,662,1,0.02,0.187,0.0261,0.0213,0.0261,0.187,0.02,777,0.991,0.0195,0.0882,0.0545,0.0694,0.0545,0.0882,0.0195,797,0.979,0.0265,0.0642,0.091,0.0876,0.091,0.0642,0.0265,884,0.97,0.0634,0.0683,0.0805,0.176,0.0805,0.0683,0.0634,836,0.954,0.0434,0.24,0.151,0.19,0.151,0.24,0.0434,925,Nor
'Literal Tibia of Normal_55.jpg',1.06,0.0153,0.154,0.041,0.0578,0.041,0.154,0.0153,1005,1.04,0.0324,0.0597,0.0755,0.049,0.0755,0.0597,0.0324,955,1.02,0.00673,0.0531,0.0587,0.279,0.0587,0.0531,0.00673,572,1.01,0.0106,0.0876,0.0545,0.065,0.0545,0.0876,0.0106,438,1,0.0412,0.0693,0.056,0.396,0.056,0.0693,0.0412,438,0.991,0.0388,0.051,0.116,0.118,0.116,0.051,0.0388,509,0.978,0.0337,0.0525,0.0523,0.0598,0.0523,0.0525,0.0337,643,0.963,0.0361,0.0746,0.0574,0.071,0.0574,0.0746,0.0361,1037,0.941,0.0649,0.189,0.0586,0.00754,0.0586,0.189,0.0649,1143,Nor
'Literal Tibia of Normal_56.jpg',1.06,0.0259,0.305,0.0999,0.0194,0.0999,0.305,0.0259,796,1.04,0.0282,0.218,0.0293,0.0658,0.0293,0.218,0.0282,954,1.03,0.0467,0.169,0.0705,0.156,0.0705,0.169,0.0467,617,1.02,0.0724,0.124,0.129,0.0328,0.129,0.124,0.0724,603,1,0.0216,0.322,0.0507,0.216,0.0507,0.322,0.0216,628,0.987,0.029,0.114,0.0226,0.0155,0.0226,0.114,0.029,649,0.974,0.0247,0.0502,0.0353,0.188,0.0353,0.0502,0.0247,708,0.96,0.00779,0.136,0.104,0.204,0.104,0.136,0.00779,1039,0.939,0.0554,0.221,0.0352,0.0802,0.0352,0.221,0.0554,998,Nor
'Literal Tibia of Normal_57.jpg',1.1,0.0347,0.165,0.0945,0.0348,0.0945,0.165,0.0347,1023,1.07,0.0269,0.0599,0.0436,0.0654,0.0436,0.0599,0.0269,981,1.04,0.013,0.0357,0.0637,0.261,0.0637,0.0357,0.013,511,1.02,0.0196,0.0499,0.0741,0.122,0.0741,0.0499,0.0196,469,1,0.0296,0.027,0.102,0.103,0.102,0.027,0.0296,456,0.979,0.0243,0.104,0.157,0.0987,0.157,0.104,0.0243,479,0.959,0.0269,0.00969,0.104,0.0202,0.104,0.00969,0.0269,596,0.935,0.022,0.0156,0.0491,0.143,0.0491,0.0156,0.022,1063,0.9,0.0311,0.0677,0.0584,0.0646,0.0584,0.0677,0.0311,1103,Nor
'Literal Tibia of Normal_58.jpg',1.07,0.0405,0.296,0.0643,0.0482,0.0643,0.296,0.0405,785,1.04,0.0164,0.231,0.118,0.00717,0.118,0.231,0.0164,873,1.03,0.0103,0.0449,0.132,0.0381,0.132,0.0449,0.0103,697,1.02,0.0246,0.14,0.0557,0.171,0.0557,0.14,0.0246,713,1,0.0223,0.307,0.0502,0.0298,0.0502,0.307,0.0223,828,0.986,0.00639,0.101,0.0684,0.178,0.0684,0.101,0.00639,824,0.969,0.0185,0.0864,0.0777,0.127,0.0777,0.0864,0.0185,800,0.958,0.051,0.22,0.0418,0.101,0.0418,0.22,0.051,869,0.936,0.0364,0.308,0.0587,0.235,0.0587,0.308,0.0364,900,Nor
'Literal Tibia of Normal_59.jpg',1.05,0.11,0.256,0.0604,0.27,0.0604,0.256,0.11,954,1.03,0.0523,0.076,0.0182,0.221,0.0182,0.076,0.0523,942,1.02,0.0595,0.0741,0.014,0.0244,0.014,0.0741,0.0595,558,1.01,0.0458,0.0928,0.0856,0.0823,0.0856,0.0928,0.0458,523,1,0.0193,0.0406,0.0659,0.0893,0.0659,0.0406,0.0193,477,0.991,0.0441,0.0681,0.0986,0.0624,0.0986,0.0681,0.0441,568,0.98,0.0169,0.0881,0.00705,0.0614,0.00705,0.0881,0.0169,653,0.968,0.0171,0.103,0.00424,0.068,0.00424,0.103,0.0171,1009,0.951,0.129,0.222,0.0315,0.0808,0.0315,0.222,0.129,1062,Nor
'Literal Tibia of Normal_6.jpg',1.07,0.0466,0.415,0.0676,0.0517,0.0676,0.415,0.0466,836,1.05,0.0049,0.273,0.0191,0.0369,0.0191,0.273,0.0049,941,1.04,0.0297,0.156,0.028,0.0465,0.028,0.156,0.0297,655,1.02,0.0413,0.115,0.028,0.177,0.028,0.115,0.0413,634,1,0.0406,0.28,0.0685,0.0921,0.0685,0.28,0.0406,702,0.983,0.022,0.153,0.0722,0.204,0.0722,0.153,0.022,708,0.968,0.0359,0.113,0.137,0.0873,0.137,0.113,0.0359,753,0.953,0.0167,0.268,0.0677,0.0243,0.0677,0.268,0.0167,967,0.932,0.0564,0.447,0.112,0.0787,0.112,0.447,0.0564,983,Nor
'Literal Tibia of Normal_60.jpg',1.06,0.0474,0.126,0.0335,0.631,0.0335,0.126,0.0474,898,1.04,0.0522,0.126,0.0926,0.605,0.0926,0.126,0.0522,917,1.03,0.019,0.0408,0.106,0.0617,0.106,0.0408,0.019,632,1.01,0.0153,0.0392,0.0557,0.00419,0.0557,0.0392,0.0153,545,1,0.00773,0.256,0.0142,0.000024,0.0142,0.256,0.00773,620,0.987,0.0238,0.0232,0.0988,0.128,0.0988,0.0232,0.0238,619,0.974,0.0176,0.0337,0.0496,0.0796,0.0496,0.0337,0.0176,740,0.961,0.0162,0.102,0.0423,0.151,0.0423,0.102,0.0162,944,0.94,0.0282,0.0589,0.0169,0.158,0.0169,0.0589,0.0282,1029,Nor
'Literal Tibia of Normal_61.jpg',1.06,0.0454,0.0774,0.0929,0.151,0.0929,0.0774,0.0454,875,1.04,0.011,0.0713,0.0259,0.0603,0.0259,0.0713,0.011,886,1.03,0.00214,0.0475,0.0356,0.261,0.0356,0.0475,0.00214,721,1.01,0.0195,0.0811,0.0815,0.12,0.0815,0.0811,0.0195,593,1,0.0306,0.0485,0.119,0.0573,0.119,0.0485,0.0306,584,0.99,0.0145,0.0439,0.11,0.0557,0.11,0.0439,0.0145,680,0.977,0.03,0.00759,0.0342,0.326,0.0342,0.00759,0.03,834,0.964,0.0389,0.0443,0.0216,0.0854,0.0216,0.0443,0.0389,930,0.945,0.125,0.153,0.0982,0.161,0.0982,0.153,0.125,1012,Nor
'Literal Tibia of Normal_62.jpg',1.06,0.0437,0.279,0.204,0.131,0.204,0.279,0.0437,751,1.04,0.0139,0.218,0.0398,0.0943,0.0398,0.218,0.0139,842,1.03,0.0244,0.0931,0.0553,0.106,0.0553,0.0931,0.0244,719,1.02,0.0288,0.142,0.0141,0.113,0.0141,0.142,0.0288,729,1,0.0086,0.319,0.0423,0.196,0.0423,0.319,0.0086,758,0.988,0.0194,0.142,0.0221,0.0041,0.0221,0.142,0.0194,805,0.975,0.0173,0.118,0.0548,0.222,0.0548,0.118,0.0173,811,0.964,0.0304,0.199,0.0645,0.00801,0.0645,0.199,0.0304,900,0.944,0.0488,0.25,0.101,0.223,0.101,0.25,0.0488,938,Nor
'Literal Tibia of Normal_63.jpg',1.08,0.0451,0.393,0.0473,0.353,0.0473,0.393,0.0451,853,1.06,0.0153,0.296,0.0386,0.103,0.0386,0.296,0.0153,970,1.04,0.0244,0.0894,0.0432,0.256,0.0432,0.0894,0.0244,630,1.02,0.00278,0.147,0.0838,0.115,0.0838,0.147,0.00278,599,1,0.0388,0.315,0.082,0.0798,0.082,0.315,0.0388,716,0.98,0.0203,0.215,0.0463,0.00947,0.0463,0.215,0.0203,661,0.962,0.0279,0.158,0.0243,0.00838,0.0243,0.158,0.0279,770,0.946,0.0175,0.226,0.0304,0.0157,0.0304,0.226,0.0175,944,0.919,0.0231,0.466,0.108,0.0379,0.108,0.466,0.0231,984,Nor
'Literal Tibia of Normal_7.jpg',1.08,0.0786,0.384,0.189,0.0652,0.189,0.384,0.0786,833,1.05,0.0175,0.2,0.0577,0.155,0.0577,0.2,0.0175,862,1.04,0.024,0.0823,0.0871,0.284,0.0871,0.0823,0.024,718,1.02,0.0208,0.195,0.085,0.192,0.085,0.195,0.0208,664,1,0.034,0.28,0.0362,0.0643,0.0362,0.28,0.034,728,0.982,0.0157,0.21,0.0811,0.0262,0.0811,0.21,0.0157,735,0.964,0.0333,0.115,0.023,0.263,0.023,0.115,0.0333,773,0.952,0.0601,0.245,0.0411,0.115,0.0411,0.245,0.0601,961,0.927,0.00775,0.433,0.241,0.0213,0.241,0.433,0.00775,968,Nor
'Literal Tibia of Normal_8.jpg',1.07,0.0408,0.377,0.0627,0.0629,0.0627,0.377,0.0408,875,1.04,0.0382,0.238,0.0715,0.0378,0.0715,0.238,0.0382,949,1.03,0.0191,0.0828,0.0446,0.0689,0.0446,0.0828,0.0191,629,1.02,0.0347,0.127,0.108,0.11,0.108,0.127,0.0347,557,1,0.0341,0.274,0.0589,0.124,0.0589,0.274,0.0341,646,0.986,0.0192,0.112,0.0822,0.189,0.0822,0.112,0.0192,634,0.971,0.0144,0.134,0.0388,0.00773,0.0388,0.134,0.0144,769,0.959,0.0453,0.278,0.0118,0.0211,0.0118,0.278,0.0453,946,0.937,0.059,0.454,0.0461,0.0236,0.0461,0.454,0.059,994,Nor
'Literal Tibia of Normal_9.jpg',1.08,0.0124,0.341,0.203,0.24,0.203,0.341,0.0124,892,1.05,0.036,0.212,0.0465,0.163,0.0465,0.212,0.036,956,1.04,0.0536,0.0796,0.0446,0.03,0.0446,0.0796,0.0536,634,1.02,0.0125,0.0918,0.0929,0.0525,0.0929,0.0918,0.0125,526,1,0.0316,0.151,0.0216,0.0645,0.0216,0.151,0.0316,639,0.984,0.0102,0.0662,0.0706,0.147,0.0706,0.0662,0.0102,642,0.967,0.0292,0.0614,0.017,0.0109,0.017,0.0614,0.0292,781,0.951,0.0325,0.304,0.0397,0.0757,0.0397,0.304,0.0325,952,0.922,0.0324,0.438,0.0721,0.146,0.0721,0.438,0.0324,1044,Nor
'Literal Tibia of OA_1.jpg',1.05,0.0429,0.631,0.0829,0.317,0.0829,0.631,0.0429,717,1.04,0.0247,0.408,0.0722,0.0849,0.0722,0.408,0.0247,887,1.03,0.0435,0.186,0.0527,0.135,0.0527,0.186,0.0435,666,1.02,0.00341,0.166,0.0261,0.217,0.0261,0.166,0.00341,740,1,0.0274,0.374,0.105,0.162,0.105,0.374,0.0274,950,0.987,0.026,0.185,0.0552,0.104,0.0552,0.185,0.026,779,0.974,0.0346,0.135,0.0698,0.122,0.0698,0.135,0.0346,725,0.966,0.0213,0.396,0.0351,0.204,0.0351,0.396,0.0213,984,0.952,0.0572,0.628,0.0392,0.374,0.0392,0.628,0.0572,893,OA
'Literal Tibia of OA_10.jpg',1.05,0.00992,0.441,0.175,0.121,0.175,0.441,0.00992,688,1.04,0.00868,0.302,0.0948,0.227,0.0948,0.302,0.00868,794,1.03,0.0419,0.0752,0.0643,0.132,0.0643,0.0752,0.0419,709,1.01,0.0138,0.156,0.194,0.0569,0.194,0.156,0.0138,741,1,0.00537,0.404,0.0485,0.112,0.0485,0.404,0.00537,930,0.988,0.0421,0.153,0.123,0.0929,0.123,0.153,0.0421,843,0.976,0.00847,0.103,0.0134,0.221,0.0134,0.103,0.00847,841,0.966,0.05,0.227,0.0574,0.0724,0.0574,0.227,0.05,927,0.948,0.0306,0.44,0.133,0.223,0.133,0.44,0.0306,915,OA
'Literal Tibia of OA_11.jpg',1.12,0.00929,0.354,0.142,0.0747,0.142,0.354,0.00929,883,1.08,0.0748,0.234,0.151,0.0711,0.151,0.234,0.0748,905,1.06,0.0226,0.102,0.0498,0.19,0.0498,0.102,0.0226,668,1.03,0.0216,0.166,0.131,0.0265,0.131,0.166,0.0216,607,0.999,0.0221,0.213,0.0249,0.151,0.0249,0.213,0.0221,674,0.972,0.0299,0.114,0.0231,0.0863,0.0231,0.114,0.0299,616,0.945,0.0334,0.0791,0.0397,0.241,0.0397,0.0791,0.0334,773,0.923,0.0369,0.269,0.0135,0.127,0.0135,0.269,0.0369,997,0.882,0.0581,0.436,0.128,0.191,0.128,0.436,0.0581,951,OA
