File,LCP_1,LCP_2,LCP_3,LCP_4,LCP_5,LCP_6,LCP_7,LCP_8,LCP_9,LCP_10,LCP_11,LCP_12,LCP_13,LCP_14,LCP_15,LCP_16,LCP_17,LCP_18,LCP_19,LCP_20,LCP_21,LCP_22,LCP_23,LCP_24,LCP_25,LCP_26,LCP_27,LCP_28,LCP_29,LCP_30,LCP_31,LCP_32,LCP_33,LCP_34,LCP_35,LCP_36,LCP_37,LCP_38,LCP_39,LCP_40,LCP_41,LCP_42,LCP_43,LCP_44,LCP_45,LCP_46,LCP_47,LCP_48,LCP_49,LCP_50,LCP_51,LCP_52,LCP_53,LCP_54,LCP_55,LCP_56,LCP_57,LCP_58,LCP_59,LCP_60,LCP_61,LCP_62,LCP_63,LCP_64,LCP_65,LCP_66,LCP_67,LCP_68,LCP_69,LCP_70,LCP_71,LCP_72,LCP_73,LCP_74,LCP_75,LCP_76,LCP_77,LCP_78,LCP_79,LCP_80,LCP_81,class
Literal Tibia of Normal_28.jpg,1.09E+00,3.31E-02,3.47E-01,7.77E-02,7.23E-02,7.77E-02,3.47E-01,3.31E-02,814,1.06E+00,6.52E-03,2.11E-01,7.07E-02,2.12E-02,7.07E-02,2.11E-01,6.52E-03,899,1.04E+00,3.83E-02,6.54E-02,2.05E-02,8.10E-02,2.05E-02,6.54E-02,3.83E-02,665,1.02E+00,3.56E-02,1.41E-01,5.12E-02,1.15E-01,5.12E-02,1.41E-01,3.56E-02,673,1.00E+00,2.59E-02,3.66E-01,7.69E-02,2.18E-02,7.69E-02,3.66E-01,2.59E-02,740,9.79E-01,2.77E-02,1.69E-01,3.91E-02,5.17E-02,3.91E-02,1.69E-01,2.77E-02,801,9.60E-01,3.35E-02,9.16E-02,6.18E-02,1.10E-01,6.18E-02,9.16E-02,3.35E-02,787,9.45E-01,9.50E-02,2.15E-01,2.86E-02,2.03E-01,2.86E-02,2.15E-01,9.50E-02,905,9.16E-01,2.39E-02,3.57E-01,1.18E-01,1.55E-01,1.18E-01,3.57E-01,2.39E-02,929,Nor
Literal Tibia of Normal_29.jpg,1.08E+00,7.84E-02,5.14E-01,2.57E-02,7.24E-04,2.57E-02,5.14E-01,7.84E-02,782,1.05E+00,5.68E-02,2.93E-01,1.65E-02,3.43E-02,1.65E-02,2.93E-01,5.68E-02,904,1.04E+00,2.32E-02,1.32E-01,8.66E-02,7.06E-02,8.66E-02,1.32E-01,2.32E-02,763,1.02E+00,3.07E-02,1.83E-01,6.90E-02,2.82E-03,6.90E-02,1.83E-01,3.07E-02,683,1.00E+00,7.41E-03,3.05E-01,3.84E-02,2.94E-03,3.84E-02,3.05E-01,7.41E-03,721,9.82E-01,1.78E-02,1.75E-01,6.40E-02,6.18E-02,6.40E-02,1.75E-01,1.78E-02,725,9.65E-01,3.67E-02,1.55E-01,2.03E-03,6.23E-02,2.03E-03,1.55E-01,3.67E-02,821,9.52E-01,3.40E-02,2.64E-01,4.12E-02,4.17E-02,4.12E-02,2.64E-01,3.40E-02,889,9.26E-01,5.32E-02,4.54E-01,7.32E-02,1.13E-01,7.32E-02,4.54E-01,5.32E-02,971,Nor
Literal Tibia of Normal_3.jpg,1.08E+00,8.22E-02,3.12E-01,4.28E-02,7.00E-02,4.28E-02,3.12E-01,8.22E-02,907,1.06E+00,3.45E-02,1.47E-01,6.21E-02,1.84E-01,6.21E-02,1.47E-01,3.45E-02,937,1.04E+00,2.96E-02,9.54E-02,2.52E-02,2.25E-02,2.52E-02,9.54E-02,2.96E-02,589,1.02E+00,1.30E-02,9.50E-02,7.70E-02,1.66E-02,7.70E-02,9.50E-02,1.30E-02,598,1.00E+00,3.81E-02,3.01E-01,7.54E-02,3.36E-02,7.54E-02,3.01E-01,3.81E-02,532,9.83E-01,4.25E-02,1.73E-01,6.25E-02,8.18E-02,6.25E-02,1.73E-01,4.25E-02,610,9.67E-01,1.39E-02,6.00E-02,1.39E-02,1.53E-01,1.39E-02,6.00E-02,1.39E-02,630,9.49E-01,3.67E-02,7.56E-02,5.14E-02,7.86E-02,5.14E-02,7.56E-02,3.67E-02,1011,9.20E-01,6.98E-02,2.14E-01,9.17E-02,1.74E-01,9.17E-02,2.14E-01,6.98E-02,1067,Nor
Literal Tibia of Normal_30.jpg,1.07E+00,6.02E-02,3.07E-01,1.15E-01,4.03E-01,1.15E-01,3.07E-01,6.02E-02,789,1.05E+00,1.53E-02,1.96E-01,6.18E-02,1.17E-01,6.18E-02,1.96E-01,1.53E-02,822,1.04E+00,2.81E-02,7.97E-02,1.07E-01,9.61E-02,1.07E-01,7.97E-02,2.81E-02,771,1.02E+00,2.04E-02,1.67E-01,4.20E-02,1.82E-01,4.20E-02,1.67E-01,2.04E-02,713,1.00E+00,9.11E-03,1.86E-01,8.36E-02,7.14E-02,8.36E-02,1.86E-01,9.11E-03,842,9.83E-01,1.40E-02,1.14E-01,1.02E-01,1.25E-01,1.02E-01,1.14E-01,1.40E-02,782,9.64E-01,1.92E-02,6.91E-02,1.67E-02,6.55E-02,1.67E-02,6.91E-02,1.92E-02,848,9.49E-01,2.49E-02,2.17E-01,5.82E-02,1.87E-01,5.82E-02,2.17E-01,2.49E-02,880,9.24E-01,5.65E-02,3.65E-01,1.26E-01,2.63E-01,1.26E-01,3.65E-01,5.65E-02,848,Nor
Literal Tibia of Normal_31.jpg,1.07E+00,5.64E-02,4.68E-01,7.10E-02,1.34E-02,7.10E-02,4.68E-01,5.64E-02,803,1.05E+00,3.44E-02,3.22E-01,5.20E-02,5.43E-02,5.20E-02,3.22E-01,3.44E-02,933,1.03E+00,1.04E-02,1.63E-01,6.22E-02,1.50E-01,6.22E-02,1.63E-01,1.04E-02,692,1.02E+00,2.46E-02,1.18E-01,1.26E-01,8.48E-02,1.26E-01,1.18E-01,2.46E-02,673,1.00E+00,1.62E-02,3.60E-01,5.16E-02,9.83E-02,5.16E-02,3.60E-01,1.62E-02,774,9.84E-01,1.62E-02,1.46E-01,7.42E-02,1.85E-01,7.42E-02,1.46E-01,1.62E-02,748,9.67E-01,1.89E-02,1.51E-01,6.96E-02,6.25E-02,6.96E-02,1.51E-01,1.89E-02,825,9.54E-01,2.86E-02,3.25E-01,5.78E-02,1.40E-02,5.78E-02,3.25E-01,2.86E-02,964,9.31E-01,5.39E-02,5.11E-01,5.46E-02,2.89E-01,5.46E-02,5.11E-01,5.39E-02,892,Nor
Literal Tibia of Normal_32.jpg,1.04E+00,9.03E-02,4.98E-01,1.35E-01,4.53E-02,1.35E-01,4.98E-01,9.03E-02,755,1.03E+00,1.65E-02,2.45E-01,6.75E-02,1.77E-01,6.75E-02,2.45E-01,1.65E-02,905,1.02E+00,2.59E-02,1.14E-01,8.94E-02,9.38E-02,8.94E-02,1.14E-01,2.59E-02,714,1.01E+00,1.17E-02,1.74E-01,1.26E-01,8.54E-02,1.26E-01,1.74E-01,1.17E-02,638,1.00E+00,4.82E-03,2.72E-01,6.89E-02,6.53E-02,6.89E-02,2.72E-01,4.82E-03,722,9.91E-01,9.42E-03,1.63E-01,4.47E-02,5.61E-02,4.47E-02,1.63E-01,9.42E-03,664,9.81E-01,7.90E-03,1.24E-01,1.18E-01,2.33E-01,1.18E-01,1.24E-01,7.90E-03,740,9.72E-01,4.46E-02,2.56E-01,7.44E-02,1.35E-01,7.44E-02,2.56E-01,4.46E-02,912,9.57E-01,2.16E-03,4.13E-01,1.34E-01,1.24E-02,1.34E-01,4.13E-01,2.16E-03,1049,Nor
Literal Tibia of Normal_33.jpg,1.07E+00,8.68E-02,2.76E-01,5.07E-03,2.76E-01,5.07E-03,2.76E-01,8.68E-02,789,1.04E+00,6.58E-02,2.13E-01,9.06E-02,3.21E-01,9.06E-02,2.13E-01,6.58E-02,865,1.03E+00,9.77E-03,1.21E-01,5.23E-02,1.28E-01,5.23E-02,1.21E-01,9.77E-03,747,1.02E+00,2.17E-02,1.64E-01,4.23E-02,1.55E-02,4.23E-02,1.64E-01,2.17E-02,658,1.00E+00,7.56E-03,3.10E-01,3.86E-02,3.44E-02,3.86E-02,3.10E-01,7.56E-03,844,9.85E-01,1.03E-02,1.22E-01,4.38E-02,1.14E-01,4.38E-02,1.22E-01,1.03E-02,701,9.72E-01,8.74E-03,1.13E-01,6.75E-02,7.02E-02,6.75E-02,1.13E-01,8.74E-03,847,9.60E-01,3.31E-02,2.67E-01,6.57E-02,5.06E-02,6.57E-02,2.67E-01,3.31E-02,897,9.39E-01,2.75E-02,3.69E-01,1.75E-01,7.04E-04,1.75E-01,3.69E-01,2.75E-02,927,Nor
Literal Tibia of Normal_34.jpg,1.08E+00,1.24E-02,2.24E-01,1.61E-01,4.16E-01,1.61E-01,2.24E-01,1.24E-02,836,1.05E+00,1.54E-02,2.21E-01,4.67E-02,1.57E-01,4.67E-02,2.21E-01,1.54E-02,874,1.04E+00,1.67E-02,7.31E-02,3.56E-02,4.25E-01,3.56E-02,7.31E-02,1.67E-02,720,1.02E+00,5.33E-02,1.60E-01,1.37E-01,2.13E-01,1.37E-01,1.60E-01,5.33E-02,632,1.00E+00,4.31E-02,2.59E-01,7.29E-02,1.31E-01,7.29E-02,2.59E-01,4.31E-02,778,9.84E-01,1.49E-02,1.08E-01,2.83E-02,7.96E-02,2.83E-02,1.08E-01,1.49E-02,641,9.67E-01,4.79E-03,8.41E-02,1.14E-01,3.41E-01,1.14E-01,8.41E-02,4.79E-03,806,9.51E-01,5.65E-02,2.28E-01,6.25E-02,2.59E-02,6.25E-02,2.28E-01,5.65E-02,974,9.25E-01,8.93E-02,3.03E-01,2.93E-02,5.79E-01,2.93E-02,3.03E-01,8.93E-02,947,Nor
Literal Tibia of Normal_35.jpg,1.10E+00,3.64E-02,3.31E-01,9.87E-02,7.82E-02,9.87E-02,3.31E-01,3.64E-02,854,1.07E+00,7.45E-02,2.06E-01,1.16E-01,1.38E-02,1.16E-01,2.06E-01,7.45E-02,892,1.04E+00,7.95E-03,5.36E-02,7.55E-02,2.43E-01,7.55E-02,5.36E-02,7.95E-03,671,1.02E+00,2.34E-02,8.41E-02,7.33E-02,3.73E-02,7.33E-02,8.41E-02,2.34E-02,620,1.00E+00,1.14E-02,2.32E-01,5.38E-03,1.31E-01,5.38E-03,2.32E-01,1.14E-02,678,9.78E-01,1.97E-02,1.22E-01,5.72E-02,6.73E-02,5.72E-02,1.22E-01,1.97E-02,693,9.57E-01,2.64E-02,8.69E-02,3.40E-02,3.38E-02,3.40E-02,8.69E-02,2.64E-02,799,9.38E-01,3.23E-02,2.04E-01,7.11E-02,1.24E-01,7.11E-02,2.04E-01,3.23E-02,884,9.05E-01,5.92E-02,3.36E-01,3.84E-02,1.17E-01,3.84E-02,3.36E-01,5.92E-02,979,Nor
Literal Tibia of Normal_36.jpg,1.08E+00,3.45E-02,3.34E-01,5.47E-02,7.17E-02,5.47E-02,3.34E-01,3.45E-02,755,1.06E+00,4.69E-02,1.79E-01,7.80E-02,2.54E-01,7.80E-02,1.79E-01,4.69E-02,873,1.04E+00,9.78E-03,3.14E-02,8.17E-02,4.85E-03,8.17E-02,3.14E-02,9.78E-03,744,1.02E+00,2.24E-02,1.07E-01,6.50E-02,2.41E-01,6.50E-02,1.07E-01,2.24E-02,727,1.00E+00,4.42E-02,2.62E-01,7.45E-02,7.01E-02,7.45E-02,2.62E-01,4.42E-02,863,9.81E-01,2.10E-02,7.90E-02,9.10E-02,9.95E-02,9.10E-02,7.90E-02,2.10E-02,846,9.64E-01,3.33E-02,1.51E-01,1.20E-02,5.00E-02,1.20E-02,1.51E-01,3.33E-02,876,9.48E-01,4.87E-02,2.53E-01,3.71E-02,5.62E-02,3.71E-02,2.53E-01,4.87E-02,877,9.24E-01,1.20E-01,4.03E-01,1.65E-01,4.97E-02,1.65E-01,4.03E-01,1.20E-01,847,Nor
Literal Tibia of Normal_37.jpg,1.08E+00,2.96E-02,4.09E-01,5.96E-02,7.48E-02,5.96E-02,4.09E-01,2.96E-02,876,1.05E+00,5.70E-02,2.43E-01,5.92E-02,2.07E-01,5.92E-02,2.43E-01,5.70E-02,1004,1.04E+00,1.52E-02,9.64E-02,3.33E-02,1.40E-01,3.33E-02,9.64E-02,1.52E-02,625,1.02E+00,8.63E-03,2.34E-01,1.22E-01,2.60E-02,1.22E-01,2.34E-01,8.63E-03,580,1.00E+00,1.64E-02,4.02E-01,5.02E-02,1.48E-02,5.02E-02,4.02E-01,1.64E-02,650,9.85E-01,2.26E-02,1.85E-01,1.02E-01,3.36E-02,1.02E-01,1.85E-01,2.26E-02,585,9.65E-01,8.14E-02,7.93E-02,3.31E-03,1.42E-01,3.31E-03,7.93E-02,8.14E-02,707,9.50E-01,5.50E-02,2.82E-01,2.80E-02,1.80E-02,2.80E-02,2.82E-01,5.50E-02,1009,9.23E-01,2.85E-02,4.59E-01,1.70E-01,1.57E-01,1.70E-01,4.59E-01,2.85E-02,1023,Nor
Literal Tibia of Normal_38.jpg,1.07E+00,6.87E-02,2.82E-01,2.30E-01,9.93E-02,2.30E-01,2.82E-01,6.87E-02,798,1.05E+00,4.31E-02,2.38E-01,3.44E-02,1.42E-01,3.44E-02,2.38E-01,4.31E-02,854,1.04E+00,2.32E-02,6.06E-02,6.83E-02,1.11E-01,6.83E-02,6.06E-02,2.32E-02,743,1.02E+00,9.88E-03,1.37E-01,4.78E-02,2.18E-02,4.78E-02,1.37E-01,9.88E-03,714,1.00E+00,3.27E-02,3.14E-01,5.78E-02,1.48E-01,5.78E-02,3.14E-01,3.27E-02,786,9.82E-01,1.49E-02,1.73E-01,5.62E-02,4.80E-02,5.62E-02,1.73E-01,1.49E-02,780,9.65E-01,2.21E-02,8.33E-02,8.10E-02,1.94E-01,8.10E-02,8.33E-02,2.21E-02,784,9.53E-01,3.09E-02,2.24E-01,9.44E-02,5.14E-02,9.44E-02,2.24E-01,3.09E-02,911,9.29E-01,1.50E-01,3.80E-01,1.55E-01,1.60E-01,1.55E-01,3.80E-01,1.50E-01,904,Nor
Literal Tibia of Normal_39.jpg,1.05E+00,4.85E-02,2.52E-01,2.70E-01,3.10E-01,2.70E-01,2.52E-01,4.85E-02,783,1.04E+00,7.67E-02,1.43E-01,7.42E-02,1.88E-01,7.42E-02,1.43E-01,7.67E-02,861,1.03E+00,2.81E-02,5.77E-02,5.89E-02,1.60E-01,5.89E-02,5.77E-02,2.81E-02,756,1.01E+00,8.92E-03,1.26E-01,8.28E-03,1.99E-01,8.28E-03,1.26E-01,8.92E-03,693,1.00E+00,1.70E-02,2.57E-01,1.43E-01,1.25E-01,1.43E-01,2.57E-01,1.70E-02,727,9.88E-01,3.12E-02,1.08E-01,4.10E-02,2.25E-02,4.10E-02,1.08E-01,3.12E-02,711,9.77E-01,5.42E-02,7.73E-02,1.57E-01,2.95E-01,1.57E-01,7.73E-02,5.42E-02,816,9.66E-01,4.51E-02,2.09E-01,4.04E-02,1.40E-01,4.04E-02,2.09E-01,4.51E-02,942,9.47E-01,3.91E-02,2.57E-01,1.47E-01,3.23E-01,1.47E-01,2.57E-01,3.91E-02,961,Nor
Literal Tibia of Normal_4.jpg,1.03E+00,9.32E-03,2.49E-01,1.96E-02,1.87E-01,1.96E-02,2.49E-01,9.32E-03,711,1.02E+00,2.55E-02,1.36E-01,5.79E-02,1.83E-01,5.79E-02,1.36E-01,2.55E-02,897,1.02E+00,1.45E-02,1.26E-01,4.72E-02,1.34E-01,4.72E-02,1.26E-01,1.45E-02,652,1.01E+00,3.82E-03,7.78E-02,1.60E-02,5.22E-02,1.60E-02,7.78E-02,3.82E-03,721,1.00E+00,2.08E-02,1.95E-01,3.82E-02,1.27E-01,3.82E-02,1.95E-01,2.08E-02,785,9.94E-01,2.27E-02,1.40E-01,1.34E-01,1.79E-01,1.34E-01,1.40E-01,2.27E-02,777,9.86E-01,1.85E-02,1.29E-01,5.46E-02,2.34E-02,5.46E-02,1.29E-01,1.85E-02,793,9.79E-01,2.93E-02,1.89E-01,8.08E-02,1.52E-01,8.08E-02,1.89E-01,2.93E-02,961,9.68E-01,2.84E-02,2.70E-01,1.51E-01,8.48E-02,1.51E-01,2.70E-01,2.84E-02,947,Nor
Literal Tibia of Normal_40.jpg,1.07E+00,8.07E-02,3.54E-01,1.77E-01,3.10E-01,1.77E-01,3.54E-01,8.07E-02,773,1.05E+00,2.88E-02,2.37E-01,1.30E-01,6.51E-02,1.30E-01,2.37E-01,2.88E-02,901,1.03E+00,1.51E-02,1.20E-01,9.57E-02,8.82E-02,9.57E-02,1.20E-01,1.51E-02,676,1.02E+00,1.92E-02,1.29E-01,7.14E-02,2.14E-02,7.14E-02,1.29E-01,1.92E-02,712,1.00E+00,2.21E-03,3.75E-01,7.34E-02,6.10E-02,7.34E-02,3.75E-01,2.21E-03,788,9.86E-01,5.09E-02,1.99E-01,2.85E-02,9.91E-02,2.85E-02,1.99E-01,5.09E-02,770,9.70E-01,4.22E-02,9.45E-02,1.70E-02,4.45E-02,1.70E-02,9.45E-02,4.22E-02,828,9.57E-01,7.22E-02,2.43E-01,1.02E-01,1.16E-01,1.02E-01,2.43E-01,7.22E-02,938,9.33E-01,2.43E-02,4.59E-01,3.38E-02,1.71E-01,3.38E-02,4.59E-01,2.43E-02,926,Nor
Literal Tibia of Normal_41.jpg,1.08E+00,6.08E-02,2.14E-01,4.70E-02,3.42E-02,4.70E-02,2.14E-01,6.08E-02,819,1.06E+00,3.44E-02,1.11E-01,3.93E-02,7.42E-02,3.93E-02,1.11E-01,3.44E-02,895,1.04E+00,1.26E-02,7.25E-02,5.94E-02,3.77E-02,5.94E-02,7.25E-02,1.26E-02,757,1.02E+00,1.82E-02,9.19E-02,5.40E-02,1.13E-01,5.40E-02,9.19E-02,1.82E-02,722,1.00E+00,2.12E-02,1.02E-01,6.97E-02,8.02E-02,6.97E-02,1.02E-01,2.12E-02,715,9.83E-01,4.09E-02,4.98E-02,5.02E-02,1.22E-01,5.02E-02,4.98E-02,4.09E-02,718,9.63E-01,2.62E-02,6.59E-02,5.17E-02,1.34E-01,5.17E-02,6.59E-02,2.62E-02,842,9.46E-01,7.35E-02,1.26E-01,7.51E-02,1.11E-02,7.51E-02,1.26E-01,7.35E-02,908,9.20E-01,5.32E-02,3.07E-01,9.04E-02,1.15E-01,9.04E-02,3.07E-01,5.32E-02,931,Nor
Literal Tibia of Normal_42.jpg,1.09E+00,6.68E-02,1.31E-01,1.73E-01,6.34E-02,1.73E-01,1.31E-01,6.68E-02,685,1.06E+00,2.37E-02,1.08E-01,2.49E-02,7.83E-02,2.49E-02,1.08E-01,2.37E-02,796,1.04E+00,2.13E-02,1.94E-02,1.06E-01,9.04E-02,1.06E-01,1.94E-02,2.13E-02,801,1.02E+00,1.72E-02,8.50E-02,1.01E-01,9.24E-02,1.01E-01,8.50E-02,1.72E-02,865,1.00E+00,3.00E-02,1.75E-01,5.79E-02,1.02E-01,5.79E-02,1.75E-01,3.00E-02,827,9.82E-01,1.57E-02,7.09E-02,1.01E-01,3.78E-02,1.01E-01,7.09E-02,1.57E-02,887,9.59E-01,2.46E-02,1.15E-01,5.69E-02,5.95E-02,5.69E-02,1.15E-01,2.46E-02,851,9.40E-01,5.49E-02,8.52E-02,5.32E-02,2.27E-01,5.32E-02,8.52E-02,5.49E-02,852,9.14E-01,5.07E-02,2.28E-01,1.08E-02,8.93E-02,1.08E-02,2.28E-01,5.07E-02,893,Nor
Literal Tibia of Normal_43.jpg,1.07E+00,5.05E-02,4.43E-01,1.19E-01,2.54E-01,1.19E-01,4.43E-01,5.05E-02,798,1.05E+00,3.51E-02,2.12E-01,4.11E-02,2.62E-01,4.11E-02,2.12E-01,3.51E-02,951,1.04E+00,2.25E-02,5.86E-02,9.18E-02,9.09E-02,9.18E-02,5.86E-02,2.25E-02,667,1.02E+00,4.14E-02,8.45E-02,1.21E-01,3.36E-01,1.21E-01,8.45E-02,4.14E-02,598,1.00E+00,8.96E-03,4.47E-01,2.89E-02,4.73E-02,2.89E-02,4.47E-01,8.96E-03,827,9.81E-01,1.92E-02,1.16E-01,1.02E-01,2.92E-01,1.02E-01,1.16E-01,1.92E-02,746,9.65E-01,5.41E-03,1.01E-01,1.30E-01,5.68E-02,1.30E-01,1.01E-01,5.41E-03,792,9.50E-01,1.42E-02,2.45E-01,5.55E-02,1.97E-01,5.55E-02,2.45E-01,1.42E-02,899,9.26E-01,6.19E-02,4.08E-01,1.75E-01,2.16E-01,1.75E-01,4.08E-01,6.19E-02,941,Nor
Literal Tibia of Normal_44.jpg,1.06E+00,2.65E-02,3.06E-01,1.01E-01,6.28E-02,1.01E-01,3.06E-01,2.65E-02,846,1.04E+00,3.13E-02,2.05E-01,6.53E-02,1.27E-01,6.53E-02,2.05E-01,3.13E-02,838,1.03E+00,1.39E-02,1.37E-01,7.76E-02,2.81E-01,7.76E-02,1.37E-01,1.39E-02,669,1.02E+00,6.89E-03,1.37E-01,9.22E-03,4.85E-02,9.22E-03,1.37E-01,6.89E-03,650,1.00E+00,5.99E-03,3.78E-01,2.76E-02,4.00E-01,2.76E-02,3.78E-01,5.99E-03,771,9.87E-01,2.88E-02,1.66E-01,1.04E-01,8.15E-02,1.04E-01,1.66E-01,2.88E-02,737,9.73E-01,3.11E-02,1.74E-01,5.34E-02,2.72E-02,5.34E-02,1.74E-01,3.11E-02,844,9.63E-01,3.18E-02,2.31E-01,3.37E-02,2.13E-03,3.37E-02,2.31E-01,3.18E-02,899,9.42E-01,4.17E-02,3.59E-01,4.53E-02,1.94E-01,4.53E-02,3.59E-01,4.17E-02,937,Nor
Literal Tibia of Normal_45.jpg,1.06E+00,5.67E-02,5.01E-01,1.77E-01,1.59E-01,1.77E-01,5.01E-01,5.67E-02,795,1.04E+00,3.89E-02,2.92E-01,7.72E-02,1.63E-01,7.72E-02,2.92E-01,3.89E-02,868,1.03E+00,6.16E-03,1.26E-01,6.27E-02,6.50E-02,6.27E-02,1.26E-01,6.16E-03,650,1.02E+00,1.46E-02,2.54E-01,1.12E-01,5.89E-02,1.12E-01,2.54E-01,1.46E-02,662,1.00E+00,1.27E-02,3.43E-01,4.84E-02,2.60E-01,4.84E-02,3.43E-01,1.27E-02,829,9.86E-01,1.38E-02,1.89E-01,1.03E-01,4.41E-02,1.03E-01,1.89E-01,1.38E-02,801,9.73E-01,3.79E-02,1.34E-01,5.86E-02,2.50E-01,5.86E-02,1.34E-01,3.79E-02,781,9.60E-01,1.54E-02,2.80E-01,7.84E-02,1.38E-01,7.84E-02,2.80E-01,1.54E-02,933,9.43E-01,3.46E-02,5.37E-01,5.33E-02,1.66E-01,5.33E-02,5.37E-01,3.46E-02,918,Nor
Literal Tibia of Normal_46.jpg,1.08E+00,4.78E-02,4.10E-01,8.77E-02,8.32E-02,8.77E-02,4.10E-01,4.78E-02,828,1.06E+00,3.19E-02,2.34E-01,2.73E-02,2.63E-01,2.73E-02,2.34E-01,3.19E-02,900,1.04E+00,3.87E-02,1.01E-01,3.13E-02,3.57E-02,3.13E-02,1.01E-01,3.87E-02,768,1.02E+00,2.02E-02,1.54E-01,6.63E-02,1.16E-02,6.63E-02,1.54E-01,2.02E-02,662,1.00E+00,2.72E-03,3.22E-01,3.49E-02,9.07E-02,3.49E-02,3.22E-01,2.72E-03,659,9.80E-01,2.37E-02,1.20E-01,5.58E-02,5.04E-02,5.58E-02,1.20E-01,2.37E-02,676,9.63E-01,5.16E-02,8.42E-02,1.12E-01,6.97E-02,1.12E-01,8.42E-02,5.16E-02,771,9.46E-01,2.25E-02,2.52E-01,4.53E-02,5.28E-02,4.53E-02,2.52E-01,2.25E-02,977,9.21E-01,2.69E-02,4.01E-01,1.26E-01,1.30E-01,1.26E-01,4.01E-01,2.69E-02,957,Nor
Literal Tibia of Normal_47.jpg,1.07E+00,2.28E-02,4.37E-01,1.32E-01,1.33E-01,1.32E-01,4.37E-01,2.28E-02,826,1.05E+00,3.31E-02,2.42E-01,6.30E-02,2.59E-01,6.30E-02,2.42E-01,3.31E-02,978,1.03E+00,5.00E-02,1.54E-01,4.64E-02,1.55E-02,4.64E-02,1.54E-01,5.00E-02,620,1.02E+00,2.63E-02,1.88E-01,9.91E-02,4.54E-03,9.91E-02,1.88E-01,2.63E-02,612,1.00E+00,3.09E-02,2.87E-01,2.46E-02,1.26E-02,2.46E-02,2.87E-01,3.09E-02,696,9.85E-01,3.40E-02,1.23E-01,2.00E-02,1.54E-02,2.00E-02,1.23E-01,3.40E-02,672,9.69E-01,9.23E-03,6.74E-02,6.05E-02,1.58E-02,6.05E-02,6.74E-02,9.23E-03,753,9.56E-01,4.24E-02,2.81E-01,5.84E-02,2.97E-01,5.84E-02,2.81E-01,4.24E-02,970,9.34E-01,2.81E-02,4.32E-01,1.12E-01,4.80E-02,1.12E-01,4.32E-01,2.81E-02,993,Nor
Literal Tibia of Normal_48.jpg,1.07E+00,1.97E-01,1.75E-01,1.61E-01,5.19E-01,1.61E-01,1.75E-01,1.97E-01,777,1.05E+00,8.12E-02,1.54E-01,1.18E-01,5.49E-01,1.18E-01,1.54E-01,8.12E-02,902,1.03E+00,7.96E-02,4.66E-02,1.22E-01,1.21E-01,1.22E-01,4.66E-02,7.96E-02,650,1.02E+00,2.35E-02,7.75E-02,8.07E-02,4.27E-01,8.07E-02,7.75E-02,2.35E-02,649,1.00E+00,1.29E-02,2.18E-01,8.78E-02,1.73E-01,8.78E-02,2.18E-01,1.29E-02,836,9.84E-01,6.16E-02,1.24E-01,4.62E-02,3.22E-01,4.62E-02,1.24E-01,6.16E-02,836,9.70E-01,4.17E-02,1.18E-02,9.57E-02,2.66E-01,9.57E-02,1.18E-02,4.17E-02,747,9.58E-01,5.70E-03,2.30E-01,7.88E-02,2.14E-01,7.88E-02,2.30E-01,5.70E-03,979,9.37E-01,2.27E-01,3.23E-01,2.24E-01,3.66E-02,2.24E-01,3.23E-01,2.27E-01,901,Nor
Literal Tibia of Normal_49.jpg,1.09E+00,8.01E-02,3.25E-01,1.72E-01,1.13E-01,1.72E-01,3.25E-01,8.01E-02,825,1.06E+00,5.08E-02,2.18E-01,2.83E-02,4.61E-02,2.83E-02,2.18E-01,5.08E-02,857,1.04E+00,2.15E-02,1.01E-01,1.54E-01,1.32E-01,1.54E-01,1.01E-01,2.15E-02,764,1.02E+00,3.72E-02,9.72E-02,1.15E-01,6.69E-02,1.15E-01,9.72E-02,3.72E-02,690,1.00E+00,3.68E-02,2.87E-01,2.12E-02,2.07E-01,2.12E-02,2.87E-01,3.68E-02,708,9.79E-01,1.22E-02,1.24E-01,1.62E-02,5.60E-02,1.62E-02,1.24E-01,1.22E-02,730,9.58E-01,4.73E-02,8.30E-02,8.05E-02,9.76E-02,8.05E-02,8.30E-02,4.73E-02,838,9.41E-01,3.82E-02,1.25E-01,2.38E-02,1.81E-01,2.38E-02,1.25E-01,3.82E-02,900,9.15E-01,9.28E-02,3.26E-01,1.49E-01,4.39E-01,1.49E-01,3.26E-01,9.28E-02,956,Nor
