@relation 'LCP Tibia Medial ROI '

@attribute File {'Medial Tibia of Normal_1.jpg','Medial Tibia of Normal_10.jpg','Medial Tibia of Normal_11.jpg','Medial Tibia of Normal_12.jpg','Medial Tibia of Normal_13.jpg','Medial Tibia of Normal_14.jpg','Medial Tibia of Normal_15.jpg','Medial Tibia of Normal_16.jpg','Medial Tibia of Normal_17.jpg','Medial Tibia of Normal_18.jpg','Medial Tibia of Normal_19.jpg','Medial Tibia of Normal_2.jpg','Medial Tibia of Normal_20.jpg','Medial Tibia of Normal_21.jpg','Medial Tibia of Normal_22.jpg','Medial Tibia of Normal_23.jpg','Medial Tibia of Normal_24.jpg','Medial Tibia of Normal_25.jpg','Medial Tibia of Normal_26.jpg','Medial Tibia of Normal_27.jpg','Medial Tibia of Normal_28.jpg','Medial Tibia of Normal_29.jpg','Medial Tibia of Normal_3.jpg','Medial Tibia of Normal_30.jpg','Medial Tibia of Normal_31.jpg','Medial Tibia of Normal_32.jpg','Medial Tibia of Normal_33.jpg','Medial Tibia of Normal_34.jpg','Medial Tibia of Normal_35.jpg','Medial Tibia of Normal_36.jpg','Medial Tibia of Normal_37.jpg','Medial Tibia of Normal_38.jpg','Medial Tibia of Normal_39.jpg','Medial Tibia of Normal_4.jpg','Medial Tibia of Normal_40.jpg','Medial Tibia of Normal_41.jpg','Medial Tibia of Normal_42.jpg','Medial Tibia of Normal_43.jpg','Medial Tibia of Normal_44.jpg','Medial Tibia of Normal_45.jpg','Medial Tibia of Normal_46.jpg','Medial Tibia of Normal_47.jpg','Medial Tibia of Normal_48.jpg','Medial Tibia of Normal_49.jpg','Medial Tibia of Normal_5.jpg','Medial Tibia of Normal_50.jpg','Medial Tibia of Normal_51.jpg','Medial Tibia of Normal_52.jpg','Medial Tibia of Normal_53.jpg','Medial Tibia of Normal_54.jpg','Medial Tibia of Normal_55.jpg','Medial Tibia of Normal_56.jpg','Medial Tibia of Normal_57.jpg','Medial Tibia of Normal_58.jpg','Medial Tibia of Normal_59.jpg','Medial Tibia of Normal_6.jpg','Medial Tibia of Normal_60.jpg','Medial Tibia of Normal_61.jpg','Medial Tibia of Normal_62.jpg','Medial Tibia of Normal_63.jpg','Medial Tibia of Normal_7.jpg','Medial Tibia of Normal_8.jpg','Medial Tibia of Normal_9.jpg','Medial Tibia of OA_1.jpg','Medial Tibia of OA_10.jpg','Medial Tibia of OA_11.jpg','Medial Tibia of OA_12.jpg','Medial Tibia of OA_13.jpg','Medial Tibia of OA_14.jpg','Medial Tibia of OA_15.jpg','Medial Tibia of OA_16.jpg','Medial Tibia of OA_17.jpg','Medial Tibia of OA_18.jpg','Medial Tibia of OA_19.jpg','Medial Tibia of OA_2.jpg','Medial Tibia of OA_20.jpg','Medial Tibia of OA_21.jpg','Medial Tibia of OA_22.jpg','Medial Tibia of OA_23.jpg','Medial Tibia of OA_24.jpg','Medial Tibia of OA_25.jpg','Medial Tibia of OA_26.jpg','Medial Tibia of OA_27.jpg','Medial Tibia of OA_28.jpg','Medial Tibia of OA_29.jpg','Medial Tibia of OA_3.jpg','Medial Tibia of OA_30.jpg','Medial Tibia of OA_31.jpg','Medial Tibia of OA_32.jpg','Medial Tibia of OA_33.jpg','Medial Tibia of OA_34.jpg','Medial Tibia of OA_35.jpg','Medial Tibia of OA_36.jpg','Medial Tibia of OA_37.jpg','Medial Tibia of OA_38.jpg','Medial Tibia of OA_39.jpg','Medial Tibia of OA_4.jpg','Medial Tibia of OA_40.jpg','Medial Tibia of OA_41.jpg','Medial Tibia of OA_42.jpg','Medial Tibia of OA_43.jpg','Medial Tibia of OA_44.jpg','Medial Tibia of OA_45.jpg','Medial Tibia of OA_46.jpg','Medial Tibia of OA_47.jpg','Medial Tibia of OA_48.jpg','Medial Tibia of OA_49.jpg','Medial Tibia of OA_5.jpg','Medial Tibia of OA_50.jpg','Medial Tibia of OA_51.jpg','Medial Tibia of OA_52.jpg','Medial Tibia of OA_53.jpg','Medial Tibia of OA_54.jpg','Medial Tibia of OA_55.jpg','Medial Tibia of OA_56.jpg','Medial Tibia of OA_57.jpg','Medial Tibia of OA_58.jpg','Medial Tibia of OA_59.jpg','Medial Tibia of OA_6.jpg','Medial Tibia of OA_60.jpg','Medial Tibia of OA_61.jpg','Medial Tibia of OA_62.jpg','Medial Tibia of OA_63.jpg','Medial Tibia of OA_64.jpg','Medial Tibia of OA_65.jpg','Medial Tibia of OA_66.jpg','Medial Tibia of OA_67.jpg','Medial Tibia of OA_68.jpg','Medial Tibia of OA_7.jpg','Medial Tibia of OA_8.jpg','Medial Tibia of OA_9.jpg'}
@attribute LCP_1 numeric
@attribute LCP_2 numeric
@attribute LCP_3 numeric
@attribute LCP_4 numeric
@attribute LCP_5 numeric
@attribute LCP_6 numeric
@attribute LCP_7 numeric
@attribute LCP_8 numeric
@attribute LCP_9 numeric
@attribute LCP_10 numeric
@attribute LCP_11 numeric
@attribute LCP_12 numeric
@attribute LCP_13 numeric
@attribute LCP_14 numeric
@attribute LCP_15 numeric
@attribute LCP_16 numeric
@attribute LCP_17 numeric
@attribute LCP_18 numeric
@attribute LCP_19 numeric
@attribute LCP_20 numeric
@attribute LCP_21 numeric
@attribute LCP_22 numeric
@attribute LCP_23 numeric
@attribute LCP_24 numeric
@attribute LCP_25 numeric
@attribute LCP_26 numeric
@attribute LCP_27 numeric
@attribute LCP_28 numeric
@attribute LCP_29 numeric
@attribute LCP_30 numeric
@attribute LCP_31 numeric
@attribute LCP_32 numeric
@attribute LCP_33 numeric
@attribute LCP_34 numeric
@attribute LCP_35 numeric
@attribute LCP_36 numeric
@attribute LCP_37 numeric
@attribute LCP_38 numeric
@attribute LCP_39 numeric
@attribute LCP_40 numeric
@attribute LCP_41 numeric
@attribute LCP_42 numeric
@attribute LCP_43 numeric
@attribute LCP_44 numeric
@attribute LCP_45 numeric
@attribute LCP_46 numeric
@attribute LCP_47 numeric
@attribute LCP_48 numeric
@attribute LCP_49 numeric
@attribute LCP_50 numeric
@attribute LCP_51 numeric
@attribute LCP_52 numeric
@attribute LCP_53 numeric
@attribute LCP_54 numeric
@attribute LCP_55 numeric
@attribute LCP_56 numeric
@attribute LCP_57 numeric
@attribute LCP_58 numeric
@attribute LCP_59 numeric
@attribute LCP_60 numeric
@attribute LCP_61 numeric
@attribute LCP_62 numeric
@attribute LCP_63 numeric
@attribute LCP_64 numeric
@attribute LCP_65 numeric
@attribute LCP_66 numeric
@attribute LCP_67 numeric
@attribute LCP_68 numeric
@attribute LCP_69 numeric
@attribute LCP_70 numeric
@attribute LCP_71 numeric
@attribute LCP_72 numeric
@attribute LCP_73 numeric
@attribute LCP_74 numeric
@attribute LCP_75 numeric
@attribute LCP_76 numeric
@attribute LCP_77 numeric
@attribute LCP_78 numeric
@attribute LCP_79 numeric
@attribute LCP_80 numeric
@attribute LCP_81 numeric
@attribute class {Nor,OA}

@data
'Medial Tibia of Normal_19.jpg',1.08,0.0161,0.463,0.111,0.204,0.111,0.463,0.0161,797,1.05,0.052,0.361,0.0821,0.0349,0.0821,0.361,0.052,902,1.04,0.0247,0.179,0.0448,0.164,0.0448,0.179,0.0247,679,1.02,0.00903,0.156,0.124,0.078,0.124,0.156,0.00903,657,1,0.0188,0.425,0.0034,0.0193,0.0034,0.425,0.0188,800,0.981,0.00612,0.234,0.0298,0.177,0.0298,0.234,0.00612,742,0.966,0.0224,0.223,0.0581,0.00849,0.0581,0.223,0.0224,764,0.95,0.0103,0.444,0.0605,0.0401,0.0605,0.444,0.0103,938,0.928,0.0142,0.657,0.0416,0.0543,0.0416,0.657,0.0142,907,Nor
'Medial Tibia of Normal_2.jpg',1.06,0.00882,0.268,0.258,0.0168,0.258,0.268,0.00882,915,1.04,0.0362,0.096,0.0494,0.279,0.0494,0.096,0.0362,993,1.02,0.0522,0.108,0.107,0.196,0.107,0.108,0.0522,585,1.01,0.0152,0.148,0.024,0.0407,0.024,0.148,0.0152,485,1,0.022,0.161,0.0428,0.0811,0.0428,0.161,0.022,490,0.99,0.0198,0.107,0.0635,0.0928,0.0635,0.107,0.0198,526,0.978,0.0207,0.0518,0.104,0.0174,0.104,0.0518,0.0207,620,0.965,0.0166,0.1,0.0189,0.178,0.0189,0.1,0.0166,1018,0.946,0.0286,0.264,0.208,0.325,0.208,0.264,0.0286,1126,Nor
'Medial Tibia of Normal_20.jpg',1.07,0.172,0.375,0.0989,0.427,0.0989,0.375,0.172,795,1.05,0.0251,0.251,0.0885,0.292,0.0885,0.251,0.0251,929,1.03,0.024,0.136,0.046,0.137,0.046,0.136,0.024,695,1.02,0.0312,0.104,0.177,0.011,0.177,0.104,0.0312,654,1,0.0305,0.225,0.074,0.328,0.074,0.225,0.0305,854,0.982,0.0309,0.149,0.067,0.137,0.067,0.149,0.0309,706,0.968,0.0524,0.116,0.104,0.0552,0.104,0.116,0.0524,738,0.955,0.0855,0.331,0.0533,0.249,0.0533,0.331,0.0855,960,0.937,0.0213,0.563,0.111,0.0938,0.111,0.563,0.0213,922,Nor
'Medial Tibia of Normal_21.jpg',1.07,0.0807,0.395,0.0103,0.237,0.0103,0.395,0.0807,826,1.05,0.0332,0.337,0.0688,0.0916,0.0688,0.337,0.0332,979,1.04,0.0348,0.127,0.0259,0.0641,0.0259,0.127,0.0348,671,1.02,0.0105,0.168,0.137,0.114,0.137,0.168,0.0105,598,1,0.0249,0.302,0.0455,0.0178,0.0455,0.302,0.0249,734,0.985,0.0258,0.136,0.133,0.0719,0.133,0.136,0.0258,686,0.967,0.0346,0.167,0.0248,0.0729,0.0248,0.167,0.0346,779,0.953,0.103,0.329,0.0406,0.123,0.0406,0.329,0.103,935,0.927,0.0572,0.432,0.0229,0.0856,0.0229,0.432,0.0572,950,Nor
'Medial Tibia of Normal_22.jpg',1.09,0.00799,0.413,0.0976,0.073,0.0976,0.413,0.00799,825,1.06,0.019,0.251,0.0181,0.0536,0.0181,0.251,0.019,915,1.05,0.0525,0.171,0.0506,0.174,0.0506,0.171,0.0525,672,1.03,0.021,0.166,0.102,0.104,0.102,0.166,0.021,617,1,0.00756,0.357,0.0738,0.0272,0.0738,0.357,0.00756,754,0.978,0.0281,0.0688,0.125,0.152,0.125,0.0688,0.0281,705,0.956,0.0323,0.15,0.105,0.0343,0.105,0.15,0.0323,801,0.938,0.0135,0.293,0.107,0.0078,0.107,0.293,0.0135,930,0.911,0.0287,0.494,0.132,0.123,0.132,0.494,0.0287,968,Nor
'Medial Tibia of Normal_23.jpg',1.06,0.0719,0.595,0.182,0.28,0.182,0.595,0.0719,844,1.04,0.0271,0.414,0.103,0.00352,0.103,0.414,0.0271,945,1.03,0.0369,0.144,0.086,0.0569,0.086,0.144,0.0369,596,1.02,0.0267,0.171,0.0366,0.0717,0.0366,0.171,0.0267,600,1,0.0185,0.365,0.0753,0.0975,0.0753,0.365,0.0185,810,0.987,0.0284,0.181,0.0231,0.0149,0.0231,0.181,0.0284,649,0.972,0.0191,0.199,0.0486,0.0815,0.0486,0.199,0.0191,720,0.962,0.0221,0.384,0.08,0.178,0.08,0.384,0.0221,962,0.943,0.0482,0.587,0.124,0.225,0.124,0.587,0.0482,997,Nor
'Medial Tibia of Normal_24.jpg',1.1,0.0759,0.552,0.0856,0.371,0.0856,0.552,0.0759,773,1.07,0.0235,0.408,0.0882,0.203,0.0882,0.408,0.0235,929,1.05,0.0493,0.221,0.0657,0.479,0.0657,0.221,0.0493,695,1.03,0.008,0.194,0.102,0.16,0.102,0.194,0.008,687,1,0.0164,0.465,0.0144,0.165,0.0144,0.465,0.0164,1021,0.97,0.0304,0.255,0.056,0.0255,0.056,0.255,0.0304,685,0.952,0.00877,0.216,0.158,0.165,0.158,0.216,0.00877,749,0.934,0.0176,0.465,0.0651,0.138,0.0651,0.465,0.0176,946,0.909,0.0349,0.776,0.04,0.447,0.04,0.776,0.0349,884,Nor
'Medial Tibia of Normal_25.jpg',1.06,0.0666,0.503,0.0515,0.293,0.0515,0.503,0.0666,804,1.04,0.0133,0.413,0.0315,0.139,0.0315,0.413,0.0133,977,1.03,0.0172,0.117,0.0445,0.0878,0.0445,0.117,0.0172,636,1.02,0.0308,0.133,0.0541,0.0152,0.0541,0.133,0.0308,564,1,0.0251,0.432,0.122,0.106,0.122,0.432,0.0251,739,0.986,0.0176,0.178,0.0225,0.0821,0.0225,0.178,0.0176,652,0.972,0.0121,0.161,0.0829,0.173,0.0829,0.161,0.0121,742,0.961,0.0146,0.37,0.109,0.15,0.109,0.37,0.0146,1016,0.94,0.0775,0.567,0.144,0.0367,0.144,0.567,0.0775,972,Nor
'Medial Tibia of Normal_26.jpg',1.09,0.0372,0.392,0.101,0.00607,0.101,0.392,0.0372,862,1.06,0.0555,0.289,0.014,0.172,0.014,0.289,0.0555,905,1.04,0.0456,0.1,0.0889,0.0764,0.0889,0.1,0.0456,670,1.02,0.0183,0.172,0.067,0.0986,0.067,0.172,0.0183,619,1,0.0165,0.298,0.104,0.116,0.104,0.298,0.0165,717,0.98,0.0119,0.117,0.0882,0.105,0.0882,0.117,0.0119,644,0.959,0.0194,0.115,0.0992,0.2,0.0992,0.115,0.0194,735,0.94,0.00693,0.247,0.087,0.0351,0.087,0.247,0.00693,933,0.912,0.0277,0.497,0.0625,0.116,0.0625,0.497,0.0277,1009,Nor
'Medial Tibia of Normal_27.jpg',1.05,0.0631,0.561,0.133,0.288,0.133,0.561,0.0631,895,1.04,0.035,0.291,0.0318,0.0564,0.0318,0.291,0.035,961,1.02,0.0367,0.155,0.0915,0.114,0.0915,0.155,0.0367,611,1.01,0.00312,0.104,0.0454,0.239,0.0454,0.104,0.00312,506,1,0.011,0.308,0.0563,0.315,0.0563,0.308,0.011,699,0.989,0.0278,0.14,0.0917,0.0616,0.0917,0.14,0.0278,593,0.979,0.0112,0.127,0.0393,0.389,0.0393,0.127,0.0112,751,0.967,0.0447,0.32,0.0333,0.0506,0.0333,0.32,0.0447,1078,0.949,0.0953,0.59,0.0389,0.359,0.0389,0.59,0.0953,1020,Nor
'Medial Tibia of Normal_28.jpg',1.08,0.049,0.505,0.127,0.006,0.127,0.505,0.049,840,1.05,0.0154,0.349,0.0177,0.0514,0.0177,0.349,0.0154,961,1.04,0.0354,0.112,0.0829,0.0257,0.0829,0.112,0.0354,663,1.02,0.0211,0.171,0.0483,0.0236,0.0483,0.171,0.0211,591,1,0.0334,0.306,0.0529,0.173,0.0529,0.306,0.0334,745,0.984,0.0361,0.16,0.0492,0.0672,0.0492,0.16,0.0361,659,0.966,0.0465,0.126,0.0644,0.0569,0.0644,0.126,0.0465,757,0.952,0.0145,0.297,0.0221,0.0124,0.0221,0.297,0.0145,978,0.927,0.0891,0.534,0.0755,0.217,0.0755,0.534,0.0891,950,Nor
'Medial Tibia of Normal_29.jpg',1.08,0.0887,0.508,0.181,0.369,0.181,0.508,0.0887,796,1.06,0.0443,0.287,0.0946,0.113,0.0946,0.287,0.0443,947,1.04,0.0176,0.167,0.103,0.0237,0.103,0.167,0.0176,632,1.02,0.0144,0.105,0.0869,0.0713,0.0869,0.105,0.0144,613,1,0.0207,0.376,0.0202,0.35,0.0202,0.376,0.0207,946,0.982,0.0332,0.23,0.092,0.179,0.092,0.23,0.0332,683,0.963,0.0382,0.167,0.0791,0.158,0.0791,0.167,0.0382,784,0.949,0.00958,0.412,0.113,0.00494,0.113,0.412,0.00958,967,0.924,0.0801,0.536,0.0511,0.093,0.0511,0.536,0.0801,917,Nor
'Medial Tibia of Normal_3.jpg',1.08,0.0349,0.167,0.0842,0.207,0.0842,0.167,0.0349,906,1.05,0.0218,0.156,0.117,0.193,0.117,0.156,0.0218,965,1.04,0.00194,0.0362,0.0748,0.0949,0.0748,0.0362,0.00194,576,1.02,0.0586,0.109,0.0815,0.0394,0.0815,0.109,0.0586,535,1,0.0279,0.107,0.0775,0.134,0.0775,0.107,0.0279,519,0.985,0.0387,0.128,0.0677,0.0459,0.0677,0.128,0.0387,527,0.969,0.0166,0.0568,0.102,0.0901,0.102,0.0568,0.0166,639,0.95,0.0247,0.0986,0.0612,0.161,0.0612,0.0986,0.0247,1004,0.922,0.0555,0.105,0.119,0.205,0.119,0.105,0.0555,1105,Nor
'Medial Tibia of Normal_30.jpg',1.08,0.0391,0.453,0.156,0.279,0.156,0.453,0.0391,802,1.05,0.0288,0.292,0.141,0.181,0.141,0.292,0.0288,892,1.04,0.0229,0.144,0.016,0.00758,0.016,0.144,0.0229,682,1.02,0.0278,0.194,0.0767,0.00939,0.0767,0.194,0.0278,629,1,0.0135,0.336,0.0341,0.0918,0.0341,0.336,0.0135,880,0.983,0.0258,0.141,0.103,0.207,0.103,0.141,0.0258,740,0.964,0.023,0.157,0.0848,0.0218,0.0848,0.157,0.023,786,0.949,0.0164,0.362,0.0425,0.0385,0.0425,0.362,0.0164,937,0.923,0.0736,0.523,0.12,0.00152,0.12,0.523,0.0736,903,Nor
'Medial Tibia of Normal_31.jpg',1.06,0.0165,0.424,0.15,0.226,0.15,0.424,0.0165,780,1.04,0.0567,0.299,0.0185,0.0169,0.0185,0.299,0.0567,931,1.03,0.0474,0.0886,0.00964,0.119,0.00964,0.0886,0.0474,650,1.02,0.0257,0.177,0.0536,0.00912,0.0536,0.177,0.0257,623,1,0.0122,0.304,0.051,0.032,0.051,0.304,0.0122,764,0.988,0.0124,0.145,0.0487,0.00567,0.0487,0.145,0.0124,718,0.973,0.00796,0.126,0.0706,0.255,0.0706,0.126,0.00796,823,0.961,0.0182,0.324,0.0363,0.01,0.0363,0.324,0.0182,973,0.942,0.0625,0.53,0.131,0.0354,0.131,0.53,0.0625,925,Nor
'Medial Tibia of Normal_32.jpg',1.04,0.136,0.276,0.112,0.0948,0.112,0.276,0.136,767,1.03,0.0404,0.177,0.119,0.208,0.119,0.177,0.0404,845,1.02,0.0217,0.126,0.0377,0.0247,0.0377,0.126,0.0217,676,1.01,0.0164,0.0856,0.0983,0.0161,0.0983,0.0856,0.0164,713,1,0.0206,0.192,0.0326,0.263,0.0326,0.192,0.0206,768,0.992,0.0171,0.122,0.0499,0.17,0.0499,0.122,0.0171,778,0.981,0.0347,0.124,0.114,0.00134,0.114,0.124,0.0347,842,0.972,0.0354,0.259,0.0661,0.111,0.0661,0.259,0.0354,927,0.958,0.0248,0.319,0.148,0.124,0.148,0.319,0.0248,942,Nor
'Medial Tibia of Normal_33.jpg',1.06,0.109,0.528,0.0697,0.038,0.0697,0.528,0.109,733,1.04,0.0258,0.295,0.0704,0.014,0.0704,0.295,0.0258,904,1.03,0.0264,0.19,0.0713,0.211,0.0713,0.19,0.0264,689,1.02,0.0385,0.111,0.108,0.0669,0.108,0.111,0.0385,683,1,0.0107,0.341,0.0702,0.13,0.0702,0.341,0.0107,923,0.987,0.00767,0.194,0.0407,0.085,0.0407,0.194,0.00767,777,0.973,0.0211,0.203,0.0469,0.0654,0.0469,0.203,0.0211,790,0.963,0.0249,0.303,0.0133,0.0177,0.0133,0.303,0.0249,929,0.945,0.0412,0.597,0.183,0.0812,0.183,0.597,0.0412,887,Nor
'Medial Tibia of Normal_34.jpg',1.05,0.0815,0.543,0.114,0.231,0.114,0.543,0.0815,832,1.04,0.0517,0.36,0.0336,0.249,0.0336,0.36,0.0517,965,1.03,0.0251,0.127,0.00939,0.374,0.00939,0.127,0.0251,673,1.01,0.0185,0.218,0.102,0.0321,0.102,0.218,0.0185,576,1,0.0133,0.373,0.0725,0.0648,0.0725,0.373,0.0133,714,0.989,0.0149,0.2,0.0416,0.12,0.0416,0.2,0.0149,624,0.976,0.0185,0.175,0.183,0.0682,0.183,0.175,0.0185,739,0.965,0.033,0.356,0.114,0.0692,0.114,0.356,0.033,1024,0.948,0.118,0.528,0.115,0.338,0.115,0.528,0.118,987,Nor
'Medial Tibia of Normal_35.jpg',1.09,0.058,0.305,0.0931,0.354,0.0931,0.305,0.058,887,1.06,0.0572,0.103,0.0425,0.143,0.0425,0.103,0.0572,919,1.04,0.0244,0.072,0.11,0.144,0.11,0.072,0.0244,629,1.02,0.0279,0.0887,0.116,0.143,0.116,0.0887,0.0279,568,1,0.0152,0.254,0.017,0.288,0.017,0.254,0.0152,696,0.982,0.0245,0.0828,0.0871,0.122,0.0871,0.0828,0.0245,584,0.962,0.0115,0.0579,0.0731,0.18,0.0731,0.0579,0.0115,738,0.944,0.0208,0.201,0.0298,0.0866,0.0298,0.201,0.0208,987,0.914,0.0527,0.349,0.0707,0.324,0.0707,0.349,0.0527,1025,Nor
'Medial Tibia of Normal_36.jpg',1.08,0.0594,0.511,0.0976,0.121,0.0976,0.511,0.0594,779,1.05,0.00885,0.449,0.0753,0.0514,0.0753,0.449,0.00885,940,1.04,0.0277,0.184,0.0451,0.0415,0.0451,0.184,0.0277,691,1.02,0.0217,0.217,0.0868,0.338,0.0868,0.217,0.0217,663,1,0.0226,0.513,0.0949,0.071,0.0949,0.513,0.0226,943,0.98,0.0264,0.182,0.174,0.152,0.174,0.182,0.0264,698,0.961,0.0285,0.169,0.153,0.226,0.153,0.169,0.0285,744,0.946,0.0468,0.402,0.0209,0.0903,0.0209,0.402,0.0468,895,0.918,0.0587,0.602,0.0648,0.141,0.0648,0.602,0.0587,926,Nor
'Medial Tibia of Normal_37.jpg',1.07,0.056,0.427,0.0371,0.141,0.0371,0.427,0.056,836,1.05,0.0138,0.358,0.0495,0.153,0.0495,0.358,0.0138,963,1.03,0.0557,0.126,0.121,0.0851,0.121,0.126,0.0557,593,1.02,0.0113,0.118,0.0575,0.119,0.0575,0.118,0.0113,544,1,0.0123,0.347,0.0312,0.0572,0.0312,0.347,0.0123,702,0.983,0.0297,0.191,0.128,0.0826,0.128,0.191,0.0297,601,0.971,0.00798,0.126,0.105,0.0765,0.105,0.126,0.00798,682,0.958,0.0514,0.371,0.112,0.0968,0.112,0.371,0.0514,1042,0.938,0.0916,0.55,0.0865,0.158,0.0865,0.55,0.0916,1003,Nor
'Medial Tibia of Normal_38.jpg',1.08,0.0975,0.381,0.0625,0.46,0.0625,0.381,0.0975,686,1.05,0.00871,0.316,0.0833,0.224,0.0833,0.316,0.00871,842,1.04,0.0272,0.146,0.037,0.0121,0.037,0.146,0.0272,787,1.02,0.0132,0.223,0.0927,0.0345,0.0927,0.223,0.0132,738,1,0.0392,0.436,0.0792,0.278,0.0792,0.436,0.0392,965,0.98,0.051,0.238,0.11,0.0788,0.11,0.238,0.051,869,0.962,0.0288,0.154,0.0372,0.0358,0.0372,0.154,0.0288,818,0.948,0.037,0.352,0.0508,0.131,0.0508,0.352,0.037,893,0.925,0.0462,0.556,0.183,0.352,0.183,0.556,0.0462,836,Nor
'Medial Tibia of Normal_39.jpg',1.05,0.072,0.37,0.103,0.0903,0.103,0.37,0.072,742,1.04,0.0325,0.214,0.0592,0.0599,0.0592,0.214,0.0325,863,1.03,0.00678,0.107,0.101,0.185,0.101,0.107,0.00678,677,1.01,0.0116,0.143,0.0926,0.0594,0.0926,0.143,0.0116,712,1,0.0145,0.292,0.0217,0.184,0.0217,0.292,0.0145,816,0.988,0.0231,0.203,0.0609,0.0936,0.0609,0.203,0.0231,822,0.977,0.0154,0.0939,0.0642,0.085,0.0642,0.0939,0.0154,831,0.967,0.072,0.252,0.0244,0.173,0.0244,0.252,0.072,880,0.948,0.025,0.312,0.101,0.201,0.101,0.312,0.025,936,Nor
'Medial Tibia of Normal_4.jpg',1.03,0.0365,0.325,0.112,0.371,0.112,0.325,0.0365,703,1.02,0.0475,0.195,0.14,0.253,0.14,0.195,0.0475,828,1.02,0.0397,0.0727,0.0463,0.0957,0.0463,0.0727,0.0397,633,1.01,0.015,0.169,0.0345,0.00716,0.0345,0.169,0.015,731,1,0.0106,0.427,0.0667,0.0422,0.0667,0.427,0.0106,915,0.994,0.0169,0.236,0.12,0.0485,0.12,0.236,0.0169,856,0.987,0.0403,0.122,0.0499,0.192,0.0499,0.122,0.0403,823,0.98,0.101,0.193,0.113,0.0303,0.113,0.193,0.101,893,0.969,0.0276,0.252,0.0618,0.0224,0.0618,0.252,0.0276,920,Nor
'Medial Tibia of Normal_40.jpg',1.06,0.0497,0.374,0.225,0.034,0.225,0.374,0.0497,827,1.04,0.0272,0.225,0.029,0.0146,0.029,0.225,0.0272,882,1.03,0.044,0.113,0.0408,0.0805,0.0408,0.113,0.044,722,1.02,0.0449,0.146,0.0458,0.174,0.0458,0.146,0.0449,635,1,0.009,0.314,0.00667,0.111,0.00667,0.314,0.009,752,0.987,0.0373,0.234,0.00815,0.111,0.00815,0.234,0.0373,721,0.974,0.0165,0.133,0.103,0.172,0.103,0.133,0.0165,836,0.962,0.0442,0.275,0.0411,0.181,0.0411,0.275,0.0442,911,0.944,0.0298,0.417,0.0444,0.189,0.0444,0.417,0.0298,970,Nor
'Medial Tibia of Normal_41.jpg',1.07,0.105,0.411,0.049,0.314,0.049,0.411,0.105,857,1.05,0.0787,0.211,0.0439,0.103,0.0439,0.211,0.0787,888,1.04,0.0342,0.0787,0.0297,0.191,0.0297,0.0787,0.0342,637,1.02,0.0123,0.158,0.127,0.275,0.127,0.158,0.0123,627,1,0.0189,0.288,0.0703,0.166,0.0703,0.288,0.0189,760,0.985,0.0109,0.131,0.0541,0.13,0.0541,0.131,0.0109,719,0.966,0.0266,0.143,0.0265,0.0403,0.0265,0.143,0.0266,746,0.952,0.0476,0.275,0.0378,0.0336,0.0378,0.275,0.0476,957,0.925,0.00259,0.445,0.117,0.146,0.117,0.445,0.00259,930,Nor
'Medial Tibia of Normal_42.jpg',1.09,0.0622,0.246,0.0803,0.102,0.0803,0.246,0.0622,752,1.07,0.0185,0.147,0.0479,0.0636,0.0479,0.147,0.0185,784,1.05,0.0437,0.0862,0.0503,0.219,0.0503,0.0862,0.0437,794,1.02,0.0246,0.0382,0.0587,0.127,0.0587,0.0382,0.0246,738,1,0.0152,0.211,0.0594,0.0127,0.0594,0.211,0.0152,866,0.978,0.00853,0.0408,0.112,0.0542,0.112,0.0408,0.00853,826,0.957,0.0332,0.0973,0.0393,0.0569,0.0393,0.0973,0.0332,854,0.939,0.0832,0.194,0.0615,0.0945,0.0615,0.194,0.0832,846,0.907,0.0406,0.26,0.0436,0.183,0.0436,0.26,0.0406,905,Nor
'Medial Tibia of Normal_43.jpg',1.08,0.1,0.593,0.124,0.121,0.124,0.593,0.1,815,1.06,0.0308,0.35,0.0174,0.148,0.0174,0.35,0.0308,939,1.04,0.0218,0.127,0.089,0.142,0.089,0.127,0.0218,719,1.02,0.0102,0.179,0.0333,0.0873,0.0333,0.179,0.0102,604,1,0.0198,0.34,0.0333,0.0982,0.0333,0.34,0.0198,791,0.982,0.0266,0.229,0.127,0.0804,0.127,0.229,0.0266,656,0.962,0.0419,0.156,0.109,0.129,0.109,0.156,0.0419,760,0.949,0.0124,0.406,0.0212,0.0992,0.0212,0.406,0.0124,953,0.922,0.0222,0.633,0.158,0.109,0.158,0.633,0.0222,961,Nor
'Medial Tibia of Normal_44.jpg',1.06,0.105,0.498,0.175,0.303,0.175,0.498,0.105,801,1.04,0.054,0.374,0.0675,0.05,0.0675,0.374,0.054,971,1.03,0.0427,0.174,0.118,0.227,0.118,0.174,0.0427,629,1.02,0.0253,0.262,0.0864,0.0671,0.0864,0.262,0.0253,622,1,0.0598,0.471,0.0314,0.0477,0.0314,0.471,0.0598,826,0.984,0.00575,0.216,0.0489,0.0721,0.0489,0.216,0.00575,685,0.971,0.0329,0.189,0.095,0.0021,0.095,0.189,0.0329,734,0.963,0.0429,0.411,0.0615,0.172,0.0615,0.411,0.0429,968,0.943,0.00794,0.551,0.194,0.0338,0.194,0.551,0.00794,945,Nor
