File,LCP_1,LCP_2,LCP_3,LCP_4,LCP_5,LCP_6,LCP_7,LCP_8,LCP_9,LCP_10,LCP_11,LCP_12,LCP_13,LCP_14,LCP_15,LCP_16,LCP_17,LCP_18,LCP_19,LCP_20,LCP_21,LCP_22,LCP_23,LCP_24,LCP_25,LCP_26,LCP_27,LCP_28,LCP_29,LCP_30,LCP_31,LCP_32,LCP_33,LCP_34,LCP_35,LCP_36,LCP_37,LCP_38,LCP_39,LCP_40,LCP_41,LCP_42,LCP_43,LCP_44,LCP_45,LCP_46,LCP_47,LCP_48,LCP_49,LCP_50,LCP_51,LCP_52,LCP_53,LCP_54,LCP_55,LCP_56,LCP_57,LCP_58,LCP_59,LCP_60,LCP_61,LCP_62,LCP_63,LCP_64,LCP_65,LCP_66,LCP_67,LCP_68,LCP_69,LCP_70,LCP_71,LCP_72,LCP_73,LCP_74,LCP_75,LCP_76,LCP_77,LCP_78,LCP_79,LCP_80,LCP_81,class
Medial Tibia of Normal_28.jpg,1.08E+00,4.90E-02,5.05E-01,1.27E-01,6.00E-03,1.27E-01,5.05E-01,4.90E-02,840,1.05E+00,1.54E-02,3.49E-01,1.77E-02,5.14E-02,1.77E-02,3.49E-01,1.54E-02,961,1.04E+00,3.54E-02,1.12E-01,8.29E-02,2.57E-02,8.29E-02,1.12E-01,3.54E-02,663,1.02E+00,2.11E-02,1.71E-01,4.83E-02,2.36E-02,4.83E-02,1.71E-01,2.11E-02,591,1.00E+00,3.34E-02,3.06E-01,5.29E-02,1.73E-01,5.29E-02,3.06E-01,3.34E-02,745,9.84E-01,3.61E-02,1.60E-01,4.92E-02,6.72E-02,4.92E-02,1.60E-01,3.61E-02,659,9.66E-01,4.65E-02,1.26E-01,6.44E-02,5.69E-02,6.44E-02,1.26E-01,4.65E-02,757,9.52E-01,1.45E-02,2.97E-01,2.21E-02,1.24E-02,2.21E-02,2.97E-01,1.45E-02,978,9.27E-01,8.91E-02,5.34E-01,7.55E-02,2.17E-01,7.55E-02,5.34E-01,8.91E-02,950,Nor
Medial Tibia of Normal_29.jpg,1.08E+00,8.87E-02,5.08E-01,1.81E-01,3.69E-01,1.81E-01,5.08E-01,8.87E-02,796,1.06E+00,4.43E-02,2.87E-01,9.46E-02,1.13E-01,9.46E-02,2.87E-01,4.43E-02,947,1.04E+00,1.76E-02,1.67E-01,1.03E-01,2.37E-02,1.03E-01,1.67E-01,1.76E-02,632,1.02E+00,1.44E-02,1.05E-01,8.69E-02,7.13E-02,8.69E-02,1.05E-01,1.44E-02,613,1.00E+00,2.07E-02,3.76E-01,2.02E-02,3.50E-01,2.02E-02,3.76E-01,2.07E-02,946,9.82E-01,3.32E-02,2.30E-01,9.20E-02,1.79E-01,9.20E-02,2.30E-01,3.32E-02,683,9.63E-01,3.82E-02,1.67E-01,7.91E-02,1.58E-01,7.91E-02,1.67E-01,3.82E-02,784,9.49E-01,9.58E-03,4.12E-01,1.13E-01,4.94E-03,1.13E-01,4.12E-01,9.58E-03,967,9.24E-01,8.01E-02,5.36E-01,5.11E-02,9.30E-02,5.11E-02,5.36E-01,8.01E-02,917,Nor
Medial Tibia of Normal_3.jpg,1.08E+00,3.49E-02,1.67E-01,8.42E-02,2.07E-01,8.42E-02,1.67E-01,3.49E-02,906,1.05E+00,2.18E-02,1.56E-01,1.17E-01,1.93E-01,1.17E-01,1.56E-01,2.18E-02,965,1.04E+00,1.94E-03,3.62E-02,7.48E-02,9.49E-02,7.48E-02,3.62E-02,1.94E-03,576,1.02E+00,5.86E-02,1.09E-01,8.15E-02,3.94E-02,8.15E-02,1.09E-01,5.86E-02,535,1.00E+00,2.79E-02,1.07E-01,7.75E-02,1.34E-01,7.75E-02,1.07E-01,2.79E-02,519,9.85E-01,3.87E-02,1.28E-01,6.77E-02,4.59E-02,6.77E-02,1.28E-01,3.87E-02,527,9.69E-01,1.66E-02,5.68E-02,1.02E-01,9.01E-02,1.02E-01,5.68E-02,1.66E-02,639,9.50E-01,2.47E-02,9.86E-02,6.12E-02,1.61E-01,6.12E-02,9.86E-02,2.47E-02,1004,9.22E-01,5.55E-02,1.05E-01,1.19E-01,2.05E-01,1.19E-01,1.05E-01,5.55E-02,1105,Nor
Medial Tibia of Normal_30.jpg,1.08E+00,3.91E-02,4.53E-01,1.56E-01,2.79E-01,1.56E-01,4.53E-01,3.91E-02,802,1.05E+00,2.88E-02,2.92E-01,1.41E-01,1.81E-01,1.41E-01,2.92E-01,2.88E-02,892,1.04E+00,2.29E-02,1.44E-01,1.60E-02,7.58E-03,1.60E-02,1.44E-01,2.29E-02,682,1.02E+00,2.78E-02,1.94E-01,7.67E-02,9.39E-03,7.67E-02,1.94E-01,2.78E-02,629,1.00E+00,1.35E-02,3.36E-01,3.41E-02,9.18E-02,3.41E-02,3.36E-01,1.35E-02,880,9.83E-01,2.58E-02,1.41E-01,1.03E-01,2.07E-01,1.03E-01,1.41E-01,2.58E-02,740,9.64E-01,2.30E-02,1.57E-01,8.48E-02,2.18E-02,8.48E-02,1.57E-01,2.30E-02,786,9.49E-01,1.64E-02,3.62E-01,4.25E-02,3.85E-02,4.25E-02,3.62E-01,1.64E-02,937,9.23E-01,7.36E-02,5.23E-01,1.20E-01,1.52E-03,1.20E-01,5.23E-01,7.36E-02,903,Nor
Medial Tibia of Normal_31.jpg,1.06E+00,1.65E-02,4.24E-01,1.50E-01,2.26E-01,1.50E-01,4.24E-01,1.65E-02,780,1.04E+00,5.67E-02,2.99E-01,1.85E-02,1.69E-02,1.85E-02,2.99E-01,5.67E-02,931,1.03E+00,4.74E-02,8.86E-02,9.64E-03,1.19E-01,9.64E-03,8.86E-02,4.74E-02,650,1.02E+00,2.57E-02,1.77E-01,5.36E-02,9.12E-03,5.36E-02,1.77E-01,2.57E-02,623,1.00E+00,1.22E-02,3.04E-01,5.10E-02,3.20E-02,5.10E-02,3.04E-01,1.22E-02,764,9.88E-01,1.24E-02,1.45E-01,4.87E-02,5.67E-03,4.87E-02,1.45E-01,1.24E-02,718,9.73E-01,7.96E-03,1.26E-01,7.06E-02,2.55E-01,7.06E-02,1.26E-01,7.96E-03,823,9.61E-01,1.82E-02,3.24E-01,3.63E-02,1.00E-02,3.63E-02,3.24E-01,1.82E-02,973,9.42E-01,6.25E-02,5.30E-01,1.31E-01,3.54E-02,1.31E-01,5.30E-01,6.25E-02,925,Nor
Medial Tibia of Normal_32.jpg,1.04E+00,1.36E-01,2.76E-01,1.12E-01,9.48E-02,1.12E-01,2.76E-01,1.36E-01,767,1.03E+00,4.04E-02,1.77E-01,1.19E-01,2.08E-01,1.19E-01,1.77E-01,4.04E-02,845,1.02E+00,2.17E-02,1.26E-01,3.77E-02,2.47E-02,3.77E-02,1.26E-01,2.17E-02,676,1.01E+00,1.64E-02,8.56E-02,9.83E-02,1.61E-02,9.83E-02,8.56E-02,1.64E-02,713,1.00E+00,2.06E-02,1.92E-01,3.26E-02,2.63E-01,3.26E-02,1.92E-01,2.06E-02,768,9.92E-01,1.71E-02,1.22E-01,4.99E-02,1.70E-01,4.99E-02,1.22E-01,1.71E-02,778,9.81E-01,3.47E-02,1.24E-01,1.14E-01,1.34E-03,1.14E-01,1.24E-01,3.47E-02,842,9.72E-01,3.54E-02,2.59E-01,6.61E-02,1.11E-01,6.61E-02,2.59E-01,3.54E-02,927,9.58E-01,2.48E-02,3.19E-01,1.48E-01,1.24E-01,1.48E-01,3.19E-01,2.48E-02,942,Nor
Medial Tibia of Normal_33.jpg,1.06E+00,1.09E-01,5.28E-01,6.97E-02,3.80E-02,6.97E-02,5.28E-01,1.09E-01,733,1.04E+00,2.58E-02,2.95E-01,7.04E-02,1.40E-02,7.04E-02,2.95E-01,2.58E-02,904,1.03E+00,2.64E-02,1.90E-01,7.13E-02,2.11E-01,7.13E-02,1.90E-01,2.64E-02,689,1.02E+00,3.85E-02,1.11E-01,1.08E-01,6.69E-02,1.08E-01,1.11E-01,3.85E-02,683,1.00E+00,1.07E-02,3.41E-01,7.02E-02,1.30E-01,7.02E-02,3.41E-01,1.07E-02,923,9.87E-01,7.67E-03,1.94E-01,4.07E-02,8.50E-02,4.07E-02,1.94E-01,7.67E-03,777,9.73E-01,2.11E-02,2.03E-01,4.69E-02,6.54E-02,4.69E-02,2.03E-01,2.11E-02,790,9.63E-01,2.49E-02,3.03E-01,1.33E-02,1.77E-02,1.33E-02,3.03E-01,2.49E-02,929,9.45E-01,4.12E-02,5.97E-01,1.83E-01,8.12E-02,1.83E-01,5.97E-01,4.12E-02,887,Nor
Medial Tibia of Normal_34.jpg,1.05E+00,8.15E-02,5.43E-01,1.14E-01,2.31E-01,1.14E-01,5.43E-01,8.15E-02,832,1.04E+00,5.17E-02,3.60E-01,3.36E-02,2.49E-01,3.36E-02,3.60E-01,5.17E-02,965,1.03E+00,2.51E-02,1.27E-01,9.39E-03,3.74E-01,9.39E-03,1.27E-01,2.51E-02,673,1.01E+00,1.85E-02,2.18E-01,1.02E-01,3.21E-02,1.02E-01,2.18E-01,1.85E-02,576,1.00E+00,1.33E-02,3.73E-01,7.25E-02,6.48E-02,7.25E-02,3.73E-01,1.33E-02,714,9.89E-01,1.49E-02,2.00E-01,4.16E-02,1.20E-01,4.16E-02,2.00E-01,1.49E-02,624,9.76E-01,1.85E-02,1.75E-01,1.83E-01,6.82E-02,1.83E-01,1.75E-01,1.85E-02,739,9.65E-01,3.30E-02,3.56E-01,1.14E-01,6.92E-02,1.14E-01,3.56E-01,3.30E-02,1024,9.48E-01,1.18E-01,5.28E-01,1.15E-01,3.38E-01,1.15E-01,5.28E-01,1.18E-01,987,Nor
Medial Tibia of Normal_35.jpg,1.09E+00,5.80E-02,3.05E-01,9.31E-02,3.54E-01,9.31E-02,3.05E-01,5.80E-02,887,1.06E+00,5.72E-02,1.03E-01,4.25E-02,1.43E-01,4.25E-02,1.03E-01,5.72E-02,919,1.04E+00,2.44E-02,7.20E-02,1.10E-01,1.44E-01,1.10E-01,7.20E-02,2.44E-02,629,1.02E+00,2.79E-02,8.87E-02,1.16E-01,1.43E-01,1.16E-01,8.87E-02,2.79E-02,568,1.00E+00,1.52E-02,2.54E-01,1.70E-02,2.88E-01,1.70E-02,2.54E-01,1.52E-02,696,9.82E-01,2.45E-02,8.28E-02,8.71E-02,1.22E-01,8.71E-02,8.28E-02,2.45E-02,584,9.62E-01,1.15E-02,5.79E-02,7.31E-02,1.80E-01,7.31E-02,5.79E-02,1.15E-02,738,9.44E-01,2.08E-02,2.01E-01,2.98E-02,8.66E-02,2.98E-02,2.01E-01,2.08E-02,987,9.14E-01,5.27E-02,3.49E-01,7.07E-02,3.24E-01,7.07E-02,3.49E-01,5.27E-02,1025,Nor
Medial Tibia of Normal_36.jpg,1.08E+00,5.94E-02,5.11E-01,9.76E-02,1.21E-01,9.76E-02,5.11E-01,5.94E-02,779,1.05E+00,8.85E-03,4.49E-01,7.53E-02,5.14E-02,7.53E-02,4.49E-01,8.85E-03,940,1.04E+00,2.77E-02,1.84E-01,4.51E-02,4.15E-02,4.51E-02,1.84E-01,2.77E-02,691,1.02E+00,2.17E-02,2.17E-01,8.68E-02,3.38E-01,8.68E-02,2.17E-01,2.17E-02,663,1.00E+00,2.26E-02,5.13E-01,9.49E-02,7.10E-02,9.49E-02,5.13E-01,2.26E-02,943,9.80E-01,2.64E-02,1.82E-01,1.74E-01,1.52E-01,1.74E-01,1.82E-01,2.64E-02,698,9.61E-01,2.85E-02,1.69E-01,1.53E-01,2.26E-01,1.53E-01,1.69E-01,2.85E-02,744,9.46E-01,4.68E-02,4.02E-01,2.09E-02,9.03E-02,2.09E-02,4.02E-01,4.68E-02,895,9.18E-01,5.87E-02,6.02E-01,6.48E-02,1.41E-01,6.48E-02,6.02E-01,5.87E-02,926,Nor
Medial Tibia of Normal_37.jpg,1.07E+00,5.60E-02,4.27E-01,3.71E-02,1.41E-01,3.71E-02,4.27E-01,5.60E-02,836,1.05E+00,1.38E-02,3.58E-01,4.95E-02,1.53E-01,4.95E-02,3.58E-01,1.38E-02,963,1.03E+00,5.57E-02,1.26E-01,1.21E-01,8.51E-02,1.21E-01,1.26E-01,5.57E-02,593,1.02E+00,1.13E-02,1.18E-01,5.75E-02,1.19E-01,5.75E-02,1.18E-01,1.13E-02,544,1.00E+00,1.23E-02,3.47E-01,3.12E-02,5.72E-02,3.12E-02,3.47E-01,1.23E-02,702,9.83E-01,2.97E-02,1.91E-01,1.28E-01,8.26E-02,1.28E-01,1.91E-01,2.97E-02,601,9.71E-01,7.98E-03,1.26E-01,1.05E-01,7.65E-02,1.05E-01,1.26E-01,7.98E-03,682,9.58E-01,5.14E-02,3.71E-01,1.12E-01,9.68E-02,1.12E-01,3.71E-01,5.14E-02,1042,9.38E-01,9.16E-02,5.50E-01,8.65E-02,1.58E-01,8.65E-02,5.50E-01,9.16E-02,1003,Nor
Medial Tibia of Normal_38.jpg,1.08E+00,9.75E-02,3.81E-01,6.25E-02,4.60E-01,6.25E-02,3.81E-01,9.75E-02,686,1.05E+00,8.71E-03,3.16E-01,8.33E-02,2.24E-01,8.33E-02,3.16E-01,8.71E-03,842,1.04E+00,2.72E-02,1.46E-01,3.70E-02,1.21E-02,3.70E-02,1.46E-01,2.72E-02,787,1.02E+00,1.32E-02,2.23E-01,9.27E-02,3.45E-02,9.27E-02,2.23E-01,1.32E-02,738,1.00E+00,3.92E-02,4.36E-01,7.92E-02,2.78E-01,7.92E-02,4.36E-01,3.92E-02,965,9.80E-01,5.10E-02,2.38E-01,1.10E-01,7.88E-02,1.10E-01,2.38E-01,5.10E-02,869,9.62E-01,2.88E-02,1.54E-01,3.72E-02,3.58E-02,3.72E-02,1.54E-01,2.88E-02,818,9.48E-01,3.70E-02,3.52E-01,5.08E-02,1.31E-01,5.08E-02,3.52E-01,3.70E-02,893,9.25E-01,4.62E-02,5.56E-01,1.83E-01,3.52E-01,1.83E-01,5.56E-01,4.62E-02,836,Nor
Medial Tibia of Normal_39.jpg,1.05E+00,7.20E-02,3.70E-01,1.03E-01,9.03E-02,1.03E-01,3.70E-01,7.20E-02,742,1.04E+00,3.25E-02,2.14E-01,5.92E-02,5.99E-02,5.92E-02,2.14E-01,3.25E-02,863,1.03E+00,6.78E-03,1.07E-01,1.01E-01,1.85E-01,1.01E-01,1.07E-01,6.78E-03,677,1.01E+00,1.16E-02,1.43E-01,9.26E-02,5.94E-02,9.26E-02,1.43E-01,1.16E-02,712,1.00E+00,1.45E-02,2.92E-01,2.17E-02,1.84E-01,2.17E-02,2.92E-01,1.45E-02,816,9.88E-01,2.31E-02,2.03E-01,6.09E-02,9.36E-02,6.09E-02,2.03E-01,2.31E-02,822,9.77E-01,1.54E-02,9.39E-02,6.42E-02,8.50E-02,6.42E-02,9.39E-02,1.54E-02,831,9.67E-01,7.20E-02,2.52E-01,2.44E-02,1.73E-01,2.44E-02,2.52E-01,7.20E-02,880,9.48E-01,2.50E-02,3.12E-01,1.01E-01,2.01E-01,1.01E-01,3.12E-01,2.50E-02,936,Nor
Medial Tibia of Normal_4.jpg,1.03E+00,3.65E-02,3.25E-01,1.12E-01,3.71E-01,1.12E-01,3.25E-01,3.65E-02,703,1.02E+00,4.75E-02,1.95E-01,1.40E-01,2.53E-01,1.40E-01,1.95E-01,4.75E-02,828,1.02E+00,3.97E-02,7.27E-02,4.63E-02,9.57E-02,4.63E-02,7.27E-02,3.97E-02,633,1.01E+00,1.50E-02,1.69E-01,3.45E-02,7.16E-03,3.45E-02,1.69E-01,1.50E-02,731,1.00E+00,1.06E-02,4.27E-01,6.67E-02,4.22E-02,6.67E-02,4.27E-01,1.06E-02,915,9.94E-01,1.69E-02,2.36E-01,1.20E-01,4.85E-02,1.20E-01,2.36E-01,1.69E-02,856,9.87E-01,4.03E-02,1.22E-01,4.99E-02,1.92E-01,4.99E-02,1.22E-01,4.03E-02,823,9.80E-01,1.01E-01,1.93E-01,1.13E-01,3.03E-02,1.13E-01,1.93E-01,1.01E-01,893,9.69E-01,2.76E-02,2.52E-01,6.18E-02,2.24E-02,6.18E-02,2.52E-01,2.76E-02,920,Nor
Medial Tibia of Normal_40.jpg,1.06E+00,4.97E-02,3.74E-01,2.25E-01,3.40E-02,2.25E-01,3.74E-01,4.97E-02,827,1.04E+00,2.72E-02,2.25E-01,2.90E-02,1.46E-02,2.90E-02,2.25E-01,2.72E-02,882,1.03E+00,4.40E-02,1.13E-01,4.08E-02,8.05E-02,4.08E-02,1.13E-01,4.40E-02,722,1.02E+00,4.49E-02,1.46E-01,4.58E-02,1.74E-01,4.58E-02,1.46E-01,4.49E-02,635,1.00E+00,9.00E-03,3.14E-01,6.67E-03,1.11E-01,6.67E-03,3.14E-01,9.00E-03,752,9.87E-01,3.73E-02,2.34E-01,8.15E-03,1.11E-01,8.15E-03,2.34E-01,3.73E-02,721,9.74E-01,1.65E-02,1.33E-01,1.03E-01,1.72E-01,1.03E-01,1.33E-01,1.65E-02,836,9.62E-01,4.42E-02,2.75E-01,4.11E-02,1.81E-01,4.11E-02,2.75E-01,4.42E-02,911,9.44E-01,2.98E-02,4.17E-01,4.44E-02,1.89E-01,4.44E-02,4.17E-01,2.98E-02,970,Nor
Medial Tibia of Normal_41.jpg,1.07E+00,1.05E-01,4.11E-01,4.90E-02,3.14E-01,4.90E-02,4.11E-01,1.05E-01,857,1.05E+00,7.87E-02,2.11E-01,4.39E-02,1.03E-01,4.39E-02,2.11E-01,7.87E-02,888,1.04E+00,3.42E-02,7.87E-02,2.97E-02,1.91E-01,2.97E-02,7.87E-02,3.42E-02,637,1.02E+00,1.23E-02,1.58E-01,1.27E-01,2.75E-01,1.27E-01,1.58E-01,1.23E-02,627,1.00E+00,1.89E-02,2.88E-01,7.03E-02,1.66E-01,7.03E-02,2.88E-01,1.89E-02,760,9.85E-01,1.09E-02,1.31E-01,5.41E-02,1.30E-01,5.41E-02,1.31E-01,1.09E-02,719,9.66E-01,2.66E-02,1.43E-01,2.65E-02,4.03E-02,2.65E-02,1.43E-01,2.66E-02,746,9.52E-01,4.76E-02,2.75E-01,3.78E-02,3.36E-02,3.78E-02,2.75E-01,4.76E-02,957,9.25E-01,2.59E-03,4.45E-01,1.17E-01,1.46E-01,1.17E-01,4.45E-01,2.59E-03,930,Nor
Medial Tibia of Normal_42.jpg,1.09E+00,6.22E-02,2.46E-01,8.03E-02,1.02E-01,8.03E-02,2.46E-01,6.22E-02,752,1.07E+00,1.85E-02,1.47E-01,4.79E-02,6.36E-02,4.79E-02,1.47E-01,1.85E-02,784,1.05E+00,4.37E-02,8.62E-02,5.03E-02,2.19E-01,5.03E-02,8.62E-02,4.37E-02,794,1.02E+00,2.46E-02,3.82E-02,5.87E-02,1.27E-01,5.87E-02,3.82E-02,2.46E-02,738,1.00E+00,1.52E-02,2.11E-01,5.94E-02,1.27E-02,5.94E-02,2.11E-01,1.52E-02,866,9.78E-01,8.53E-03,4.08E-02,1.12E-01,5.42E-02,1.12E-01,4.08E-02,8.53E-03,826,9.57E-01,3.32E-02,9.73E-02,3.93E-02,5.69E-02,3.93E-02,9.73E-02,3.32E-02,854,9.39E-01,8.32E-02,1.94E-01,6.15E-02,9.45E-02,6.15E-02,1.94E-01,8.32E-02,846,9.07E-01,4.06E-02,2.60E-01,4.36E-02,1.83E-01,4.36E-02,2.60E-01,4.06E-02,905,Nor
Medial Tibia of Normal_43.jpg,1.08E+00,1.00E-01,5.93E-01,1.24E-01,1.21E-01,1.24E-01,5.93E-01,1.00E-01,815,1.06E+00,3.08E-02,3.50E-01,1.74E-02,1.48E-01,1.74E-02,3.50E-01,3.08E-02,939,1.04E+00,2.18E-02,1.27E-01,8.90E-02,1.42E-01,8.90E-02,1.27E-01,2.18E-02,719,1.02E+00,1.02E-02,1.79E-01,3.33E-02,8.73E-02,3.33E-02,1.79E-01,1.02E-02,604,1.00E+00,1.98E-02,3.40E-01,3.33E-02,9.82E-02,3.33E-02,3.40E-01,1.98E-02,791,9.82E-01,2.66E-02,2.29E-01,1.27E-01,8.04E-02,1.27E-01,2.29E-01,2.66E-02,656,9.62E-01,4.19E-02,1.56E-01,1.09E-01,1.29E-01,1.09E-01,1.56E-01,4.19E-02,760,9.49E-01,1.24E-02,4.06E-01,2.12E-02,9.92E-02,2.12E-02,4.06E-01,1.24E-02,953,9.22E-01,2.22E-02,6.33E-01,1.58E-01,1.09E-01,1.58E-01,6.33E-01,2.22E-02,961,Nor
Medial Tibia of Normal_44.jpg,1.06E+00,1.05E-01,4.98E-01,1.75E-01,3.03E-01,1.75E-01,4.98E-01,1.05E-01,801,1.04E+00,5.40E-02,3.74E-01,6.75E-02,5.00E-02,6.75E-02,3.74E-01,5.40E-02,971,1.03E+00,4.27E-02,1.74E-01,1.18E-01,2.27E-01,1.18E-01,1.74E-01,4.27E-02,629,1.02E+00,2.53E-02,2.62E-01,8.64E-02,6.71E-02,8.64E-02,2.62E-01,2.53E-02,622,1.00E+00,5.98E-02,4.71E-01,3.14E-02,4.77E-02,3.14E-02,4.71E-01,5.98E-02,826,9.84E-01,5.75E-03,2.16E-01,4.89E-02,7.21E-02,4.89E-02,2.16E-01,5.75E-03,685,9.71E-01,3.29E-02,1.89E-01,9.50E-02,2.10E-03,9.50E-02,1.89E-01,3.29E-02,734,9.63E-01,4.29E-02,4.11E-01,6.15E-02,1.72E-01,6.15E-02,4.11E-01,4.29E-02,968,9.43E-01,7.94E-03,5.51E-01,1.94E-01,3.38E-02,1.94E-01,5.51E-01,7.94E-03,945,Nor
Medial Tibia of Normal_45.jpg,1.05E+00,6.42E-02,6.03E-01,1.38E-01,9.40E-02,1.38E-01,6.03E-01,6.42E-02,742,1.04E+00,8.98E-03,3.92E-01,4.05E-02,9.91E-02,4.05E-02,3.92E-01,8.98E-03,925,1.03E+00,2.34E-02,1.31E-01,1.08E-01,8.04E-02,1.08E-01,1.31E-01,2.34E-02,649,1.01E+00,8.51E-03,2.50E-01,7.13E-02,3.15E-02,7.13E-02,2.50E-01,8.51E-03,644,1.00E+00,1.05E-02,4.93E-01,6.83E-02,6.51E-03,6.83E-02,4.93E-01,1.05E-02,924,9.88E-01,4.24E-03,2.41E-01,1.27E-01,1.49E-02,1.27E-01,2.41E-01,4.24E-03,773,9.76E-01,2.62E-02,1.32E-01,5.88E-02,1.41E-01,5.88E-02,1.32E-01,2.62E-02,768,9.68E-01,1.61E-02,4.36E-01,3.04E-02,5.60E-02,3.04E-02,4.36E-01,1.61E-02,929,9.52E-01,2.65E-02,6.66E-01,3.43E-02,1.24E-01,3.43E-02,6.66E-01,2.65E-02,933,Nor
Medial Tibia of Normal_46.jpg,1.07E+00,6.47E-02,5.85E-01,5.64E-02,4.55E-01,5.64E-02,5.85E-01,6.47E-02,815,1.05E+00,5.61E-02,3.75E-01,8.88E-02,3.61E-01,8.88E-02,3.75E-01,5.61E-02,900,1.04E+00,1.91E-02,1.56E-01,1.20E-01,7.53E-03,1.20E-01,1.56E-01,1.91E-02,650,1.02E+00,1.58E-02,1.67E-01,2.19E-01,2.67E-01,2.19E-01,1.67E-01,1.58E-02,666,1.00E+00,1.66E-02,3.59E-01,6.74E-02,6.53E-02,6.74E-02,3.59E-01,1.66E-02,784,9.82E-01,1.97E-02,1.61E-01,2.30E-02,1.86E-01,2.30E-02,1.61E-01,1.97E-02,726,9.65E-01,5.00E-02,1.37E-01,7.06E-02,1.22E-01,7.06E-02,1.37E-01,5.00E-02,787,9.52E-01,1.89E-02,3.82E-01,5.85E-02,1.82E-01,5.85E-02,3.82E-01,1.89E-02,933,9.29E-01,1.66E-02,6.17E-01,1.05E-01,5.35E-02,1.05E-01,6.17E-01,1.66E-02,958,Nor
Medial Tibia of Normal_47.jpg,1.06E+00,4.66E-02,4.97E-01,4.95E-02,4.55E-02,4.95E-02,4.97E-01,4.66E-02,857,1.04E+00,8.66E-02,2.54E-01,5.03E-02,1.98E-01,5.03E-02,2.54E-01,8.66E-02,920,1.03E+00,2.90E-02,7.92E-02,4.97E-02,6.51E-02,4.97E-02,7.92E-02,2.90E-02,651,1.02E+00,1.74E-02,8.53E-02,5.53E-02,9.00E-02,5.53E-02,8.53E-02,1.74E-02,647,1.00E+00,1.38E-02,3.58E-01,8.32E-02,3.26E-02,8.32E-02,3.58E-01,1.38E-02,684,9.85E-01,1.38E-02,1.86E-01,2.80E-02,1.13E-01,2.80E-02,1.86E-01,1.38E-02,695,9.72E-01,1.66E-02,1.62E-01,1.56E-01,6.74E-02,1.56E-01,1.62E-01,1.66E-02,744,9.61E-01,5.88E-02,3.07E-01,8.49E-02,4.48E-02,8.49E-02,3.07E-01,5.88E-02,986,9.38E-01,1.02E-02,4.73E-01,1.31E-01,2.48E-01,1.31E-01,4.73E-01,1.02E-02,989,Nor
Medial Tibia of Normal_48.jpg,1.06E+00,5.37E-02,6.79E-01,2.57E-02,8.66E-02,2.57E-02,6.79E-01,5.37E-02,754,1.04E+00,7.57E-03,5.05E-01,6.66E-02,1.92E-02,6.66E-02,5.05E-01,7.57E-03,956,1.04E+00,1.60E-02,2.00E-01,1.41E-02,4.27E-02,1.41E-02,2.00E-01,1.60E-02,661,1.02E+00,2.51E-02,2.35E-01,1.34E-02,9.10E-02,1.34E-02,2.35E-01,2.51E-02,703,1.00E+00,1.67E-02,4.57E-01,2.59E-02,3.26E-02,2.59E-02,4.57E-01,1.67E-02,841,9.83E-01,5.13E-02,2.32E-01,1.10E-01,2.73E-03,1.10E-01,2.32E-01,5.13E-02,735,9.67E-01,1.03E-02,1.94E-01,7.47E-02,4.73E-02,7.47E-02,1.94E-01,1.03E-02,744,9.57E-01,4.50E-02,4.33E-01,5.20E-02,8.84E-02,5.20E-02,4.33E-01,4.50E-02,954,9.39E-01,2.27E-02,7.11E-01,1.09E-01,1.40E-01,1.09E-01,7.11E-01,2.27E-02,937,Nor
Medial Tibia of Normal_49.jpg,1.08E+00,3.97E-02,4.81E-01,1.25E-01,3.27E-02,1.25E-01,4.81E-01,3.97E-02,821,1.05E+00,4.28E-02,3.60E-01,3.74E-02,1.43E-01,3.74E-02,3.60E-01,4.28E-02,887,1.04E+00,3.47E-02,1.19E-01,1.63E-02,1.23E-01,1.63E-02,1.19E-01,3.47E-02,690,1.02E+00,1.73E-02,2.33E-01,8.40E-02,1.10E-02,8.40E-02,2.33E-01,1.73E-02,685,1.00E+00,1.23E-02,4.68E-01,2.75E-02,5.03E-02,2.75E-02,4.68E-01,1.23E-02,847,9.81E-01,2.36E-02,2.76E-01,6.73E-02,1.30E-01,6.73E-02,2.76E-01,2.36E-02,724,9.61E-01,3.05E-02,1.24E-01,3.30E-02,1.49E-01,3.30E-02,1.24E-01,3.05E-02,742,9.51E-01,4.26E-02,4.12E-01,1.36E-01,6.47E-02,1.36E-01,4.12E-01,4.26E-02,981,9.26E-01,6.68E-02,6.45E-01,7.97E-02,2.42E-02,7.97E-02,6.45E-01,6.68E-02,897,Nor
