File,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17,LBP_18,LBP_19,LBP_20,LBP_21,LBP_22,LBP_23,LBP_24,LBP_25,LBP_26,LBP_27,LBP_28,LBP_29,LBP_30,LBP_31,LBP_32,LBP_33,LBP_34,LBP_35,LBP_36,LBP_37,LBP_38,LBP_39,LBP_40,LBP_41,LBP_42,LBP_43,LBP_44,LBP_45,LBP_46,LBP_47,LBP_48,LBP_49,LBP_50,LBP_51,LBP_52,LBP_53,LBP_54,LBP_55,LBP_56,LBP_57,LBP_58,LBP_59,LBP_60,LBP_61,LBP_62,LBP_63,LBP_64,LBP_65,LBP_66,LBP_67,LBP_68,LBP_69,LBP_70,LBP_71,LBP_72,LBP_73,LBP_74,LBP_75,LBP_76,LBP_77,LBP_78,LBP_79,LBP_80,LBP_81,LBP_82,LBP_83,LBP_84,LBP_85,LBP_86,LBP_87,LBP_88,LBP_89,LBP_90,LBP_91,LBP_92,LBP_93,LBP_94,LBP_95,LBP_96,LBP_97,LBP_98,LBP_99,LBP_100,LBP_101,LBP_102,LBP_103,LBP_104,LBP_105,LBP_106,LBP_107,LBP_108,LBP_109,LBP_110,LBP_111,LBP_112,LBP_113,LBP_114,LBP_115,LBP_116,LBP_117,LBP_118,LBP_119,LBP_120,LBP_121,LBP_122,LBP_123,LBP_124,LBP_125,LBP_126,LBP_127,LBP_128,LBP_129,LBP_130,LBP_131,LBP_132,LBP_133,LBP_134,LBP_135,LBP_136,LBP_137,LBP_138,LBP_139,LBP_140,LBP_141,LBP_142,LBP_143,LBP_144,LBP_145,LBP_146,LBP_147,LBP_148,LBP_149,LBP_150,LBP_151,LBP_152,LBP_153,LBP_154,LBP_155,LBP_156,LBP_157,LBP_158,LBP_159,LBP_160,LBP_161,LBP_162,LBP_163,LBP_164,LBP_165,LBP_166,LBP_167,LBP_168,LBP_169,LBP_170,LBP_171,LBP_172,LBP_173,LBP_174,LBP_175,LBP_176,LBP_177,LBP_178,LBP_179,LBP_180,LBP_181,LBP_182,LBP_183,LBP_184,LBP_185,LBP_186,LBP_187,LBP_188,LBP_189,LBP_190,LBP_191,LBP_192,LBP_193,LBP_194,LBP_195,LBP_196,LBP_197,LBP_198,LBP_199,LBP_200,LBP_201,LBP_202,LBP_203,LBP_204,LBP_205,LBP_206,LBP_207,LBP_208,LBP_209,LBP_210,LBP_211,LBP_212,LBP_213,LBP_214,LBP_215,LBP_216,LBP_217,LBP_218,LBP_219,LBP_220,LBP_221,LBP_222,LBP_223,LBP_224,LBP_225,LBP_226,LBP_227,LBP_228,LBP_229,LBP_230,LBP_231,LBP_232,LBP_233,LBP_234,LBP_235,LBP_236,LBP_237,LBP_238,LBP_239,LBP_240,LBP_241,LBP_242,LBP_243,LBP_244,LBP_245,LBP_246,LBP_247,LBP_248,LBP_249,LBP_250,LBP_251,LBP_252,LBP_253,LBP_254,LBP_255,LBP_256,class
Medial Tibia of G2_11.jpg,637,118,15,56,459,23,96,140,13,4,0,1,90,3,64,66,90,19,4,8,21,1,3,7,61,12,2,13,189,13,77,86,18,2,0,2,22,1,5,5,2,1,0,2,4,0,2,3,73,9,2,10,14,0,9,8,105,17,4,23,226,8,126,130,449,12,12,23,149,3,25,18,13,0,1,0,34,1,16,7,15,3,1,0,0,0,0,0,18,0,1,3,13,1,6,8,100,5,2,10,22,0,8,10,2,1,0,1,11,0,9,4,142,4,5,6,20,0,7,3,159,7,10,21,159,2,95,36,14,69,1,95,16,18,3,175,3,6,0,8,5,9,5,104,1,9,2,12,0,1,0,6,3,7,0,28,7,10,9,117,2,3,0,6,5,1,1,22,1,1,0,0,1,0,0,7,2,8,1,16,5,3,1,11,7,18,1,76,8,20,8,394,84,158,3,192,24,18,11,166,4,7,1,11,7,7,10,87,4,4,0,9,1,0,0,1,3,17,2,16,7,4,5,36,52,74,6,137,14,12,8,105,3,1,0,13,4,4,5,84,72,112,1,102,3,7,0,49,111,113,6,401,88,32,82,912,Grade 2
Medial Tibia of G2_12.jpg,337,126,7,60,253,18,92,267,11,1,0,0,94,8,70,139,113,14,2,11,15,0,6,12,61,14,2,5,220,11,127,160,7,2,0,1,5,1,3,2,0,0,0,0,2,0,2,4,54,13,0,4,9,0,2,8,118,11,2,7,267,2,160,129,225,15,4,9,79,2,17,20,7,0,0,0,25,0,9,5,21,1,0,0,2,0,1,0,21,0,0,0,23,0,7,2,80,8,0,3,16,0,3,3,1,0,0,0,10,0,5,5,257,5,5,13,12,0,4,3,423,8,5,13,314,3,114,45,11,79,0,121,7,17,0,397,0,1,0,6,2,6,1,184,3,11,0,14,0,0,0,10,0,3,0,11,3,7,1,160,0,3,0,3,1,0,0,7,0,0,0,0,0,0,1,2,1,5,0,10,0,0,0,15,3,11,0,28,4,8,4,204,97,193,0,204,27,14,14,304,3,2,0,2,8,6,5,100,10,8,0,6,0,1,0,2,7,10,0,7,5,4,7,30,76,112,1,143,13,3,8,116,0,1,0,2,2,4,9,72,154,156,4,152,11,4,5,36,210,141,3,188,86,35,83,705,Grade 2
Medial Tibia of G2_13.jpg,342,91,9,63,279,16,103,190,5,1,0,0,94,0,70,81,89,14,2,6,16,2,5,7,74,5,0,3,243,11,136,122,10,3,1,1,7,2,2,3,0,0,0,0,3,0,1,3,67,5,1,7,16,0,6,6,174,11,3,8,507,4,191,143,239,23,7,19,56,0,23,17,2,1,0,1,11,0,9,3,19,0,0,2,1,0,0,1,3,0,0,3,9,0,2,1,110,3,1,6,23,0,8,7,2,0,0,0,9,0,5,2,230,8,2,8,17,0,3,1,276,8,2,7,313,2,81,35,5,57,0,155,1,12,1,276,1,4,0,1,1,5,1,153,1,4,0,15,0,0,0,7,2,15,0,5,5,9,3,151,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,6,0,9,1,0,0,7,3,13,0,26,10,14,7,218,82,270,3,442,27,15,10,309,1,1,0,7,4,4,4,89,3,6,0,4,0,0,0,0,4,7,0,10,3,6,2,34,70,152,1,206,13,0,9,101,2,6,0,6,5,2,6,62,108,138,7,128,4,2,2,24,173,158,4,197,102,39,59,572,Grade 2
Medial Tibia of G2_14.jpg,377,83,6,70,305,17,105,238,7,0,0,0,109,6,61,116,84,23,3,13,6,2,1,4,72,8,3,3,196,6,96,125,8,1,0,3,4,0,1,1,0,0,0,0,1,0,0,3,53,6,3,5,9,0,7,8,139,15,3,16,273,9,156,129,306,18,1,7,82,1,18,16,5,1,1,0,27,0,7,3,20,0,0,0,3,0,1,0,15,2,0,0,12,0,3,1,92,6,2,7,12,0,6,8,1,0,0,0,10,0,1,2,218,4,3,7,10,0,4,3,445,4,10,13,313,3,109,43,13,61,0,148,7,15,5,437,0,3,0,1,4,5,0,193,0,7,0,18,0,0,0,6,4,9,0,11,4,6,2,127,1,3,0,2,0,1,0,9,0,0,0,0,0,0,0,3,1,8,0,23,0,0,0,11,5,10,0,34,3,4,4,272,107,209,1,287,33,17,9,304,2,2,0,3,12,5,8,96,2,4,0,3,0,1,0,2,4,2,0,12,6,2,3,24,52,85,2,146,9,5,4,98,1,5,0,4,6,4,4,71,110,114,1,150,3,4,2,36,177,146,2,242,92,16,65,621,Grade 2
Medial Tibia of G2_15.jpg,365,117,9,65,235,27,82,245,14,2,0,1,93,7,62,122,102,19,1,13,11,0,6,8,63,11,0,3,198,8,111,139,2,1,1,2,2,0,1,2,1,0,0,0,1,0,4,1,73,12,4,9,10,0,2,6,150,11,1,10,298,7,174,146,210,10,1,7,71,3,10,10,4,0,0,0,22,0,11,4,31,1,0,0,0,1,0,0,21,0,1,0,24,0,3,1,72,6,0,6,18,0,9,9,7,1,0,0,7,0,3,3,264,6,5,6,17,0,5,4,442,9,9,15,341,4,124,42,6,63,0,133,6,16,3,452,0,2,0,1,5,7,2,226,2,6,0,13,0,1,0,8,0,5,0,4,6,8,3,124,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,5,0,9,0,0,0,16,0,12,0,29,1,9,2,201,99,176,0,290,16,14,8,307,3,3,0,1,12,6,7,97,10,9,0,5,0,0,1,1,6,6,0,3,5,3,4,33,67,87,1,136,11,2,3,125,2,1,0,3,8,4,8,85,133,126,0,132,1,4,0,54,212,122,6,172,112,33,66,612,Grade 2
Medial Tibia of G2_16.jpg,395,123,7,66,229,18,94,254,5,2,0,1,100,14,73,125,120,20,2,11,14,1,2,12,83,9,0,7,211,7,90,134,4,0,0,0,0,1,2,5,0,0,0,0,1,0,2,3,72,16,1,12,10,0,4,10,150,12,2,10,260,4,158,160,242,17,4,5,70,1,14,11,9,0,0,0,20,0,8,6,22,0,0,0,0,0,0,0,13,1,0,0,22,0,4,0,88,7,3,2,23,0,9,7,2,0,0,0,12,0,7,2,226,11,12,9,7,0,6,8,421,7,13,12,291,1,119,48,14,82,0,144,8,23,3,428,0,3,0,2,6,9,2,215,0,7,0,13,0,1,0,9,0,4,0,12,1,7,5,119,1,2,0,5,0,0,0,6,0,0,0,1,0,0,0,5,1,6,0,15,0,0,0,10,4,11,0,19,6,4,2,219,88,181,0,238,25,16,15,285,6,3,0,1,16,8,7,110,6,10,0,5,0,0,1,1,4,4,0,7,7,3,4,35,59,107,0,147,13,3,6,112,3,0,0,4,6,1,5,81,115,120,3,123,5,2,0,33,188,124,8,201,101,20,90,651,Grade 2
Medial Tibia of G2_17.jpg,349,87,7,72,262,17,76,243,9,1,0,1,69,5,64,112,100,19,0,15,12,0,3,5,73,3,0,2,181,9,105,141,4,3,1,0,5,0,1,2,0,0,0,0,3,0,2,2,68,8,0,12,8,0,8,7,158,16,1,11,287,2,158,136,260,12,2,12,79,3,21,9,7,0,0,0,25,0,9,4,20,3,0,0,1,0,0,0,15,0,0,0,22,0,4,2,88,15,0,2,17,0,5,3,0,0,0,0,4,0,8,3,247,9,7,4,14,0,5,5,527,6,5,10,316,2,88,28,11,69,0,148,8,14,4,520,0,2,0,4,2,6,1,194,2,10,0,10,0,0,0,4,5,4,0,11,2,6,1,108,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,9,0,3,0,15,0,1,0,10,3,11,0,34,1,6,1,197,115,171,3,276,20,15,11,294,1,1,0,5,14,6,5,119,5,3,0,4,0,0,0,6,5,1,0,7,4,1,2,32,71,88,1,160,6,2,4,113,6,2,0,1,9,2,7,66,135,128,1,157,2,1,7,44,215,125,3,224,99,22,61,588,Grade 2
Medial Tibia of G2_18.jpg,363,68,9,53,275,16,71,212,11,4,0,0,91,0,64,96,80,15,2,7,11,0,3,8,62,5,0,2,183,4,78,100,7,3,1,0,2,0,3,6,0,0,0,0,0,0,0,2,65,2,2,3,8,1,7,4,187,13,1,12,345,7,149,122,291,11,1,7,107,0,19,22,9,0,0,0,20,0,8,2,18,1,0,0,0,0,0,0,13,0,0,0,11,0,1,0,89,5,2,0,29,0,4,1,2,0,0,0,8,0,4,5,240,10,2,7,18,0,3,2,488,10,7,9,383,1,104,38,4,56,0,178,4,13,0,451,0,0,0,3,3,7,2,166,2,11,0,16,0,0,0,5,1,5,1,13,4,8,1,134,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,7,0,12,0,0,0,10,3,7,0,37,5,4,2,260,100,208,1,375,29,18,8,374,2,4,0,3,7,9,3,88,2,9,0,13,0,0,0,1,7,5,0,6,5,1,1,22,50,72,0,151,5,7,5,93,0,4,0,4,1,2,5,53,115,107,3,125,3,2,4,26,178,155,7,260,85,20,58,597,Grade 2
Medial Tibia of G2_19.jpg,399,96,10,65,283,16,117,221,5,1,0,0,89,4,71,94,98,17,3,3,19,0,6,4,62,14,0,2,257,16,114,123,19,4,0,0,6,0,7,5,0,0,0,0,4,0,4,4,73,6,1,8,22,0,5,1,153,12,1,10,517,5,213,126,263,20,4,27,57,3,30,30,3,0,0,0,22,0,7,4,8,0,1,0,2,0,0,0,9,1,0,0,14,0,1,3,120,6,4,7,27,0,10,8,2,0,0,0,4,0,7,2,156,4,7,6,19,0,8,2,205,2,5,4,272,6,105,17,3,63,0,173,4,10,0,230,0,4,0,5,3,7,1,143,3,11,0,11,0,0,0,8,5,14,0,17,5,7,2,163,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,4,0,7,0,11,0,0,0,7,10,15,0,31,16,20,10,227,77,248,5,431,17,7,5,249,5,5,0,13,6,5,4,90,5,16,0,8,0,0,0,3,2,16,0,15,5,5,3,43,73,108,2,229,10,6,12,108,1,2,0,7,3,2,5,80,75,113,4,105,3,0,5,25,115,159,4,217,101,43,61,639,Grade 2
Medial Tibia of G2_2.jpg,385,88,11,76,297,19,109,190,14,0,0,3,98,8,54,92,90,13,2,4,19,1,6,5,49,8,1,8,226,9,100,113,11,3,1,1,8,2,7,5,0,0,0,0,3,0,2,3,78,8,4,10,21,0,7,9,148,13,2,8,530,9,194,161,270,21,6,16,61,1,26,25,4,0,0,0,16,0,3,3,13,1,0,0,0,0,1,0,10,1,0,1,13,0,3,1,105,8,0,5,15,0,7,6,1,0,0,0,12,0,9,4,158,7,5,3,23,1,7,4,241,3,4,3,293,2,95,24,7,69,1,161,0,7,1,257,0,2,0,5,5,4,2,168,2,8,0,16,0,0,0,6,3,12,0,15,4,13,4,132,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,3,1,11,0,11,0,1,1,5,2,12,0,24,8,12,8,229,86,228,4,473,20,14,10,276,2,4,0,4,4,8,12,102,3,12,0,12,0,0,0,0,7,11,0,12,3,4,2,45,63,111,1,206,11,6,5,95,3,2,0,5,9,2,5,92,96,145,2,145,2,0,3,31,132,143,3,217,94,32,72,586,Grade 2
Medial Tibia of G2_20.jpg,427,98,13,79,231,9,99,170,10,1,1,1,79,6,99,141,113,18,2,10,21,0,8,9,78,19,0,12,253,12,163,132,13,0,0,1,14,0,9,3,1,0,0,0,3,0,1,1,79,12,4,3,16,2,5,4,173,15,2,13,380,11,197,135,261,27,13,9,67,1,32,20,3,2,0,0,17,1,13,4,13,2,0,0,1,0,0,0,11,2,0,0,8,0,4,3,100,3,5,3,30,1,12,7,2,0,0,0,9,0,11,3,193,12,2,3,23,0,8,1,264,3,3,2,274,4,102,35,13,52,2,154,5,7,1,212,0,2,0,7,2,4,4,148,2,10,0,10,0,1,0,2,4,7,0,18,4,12,1,138,0,1,0,6,0,0,0,7,0,0,0,0,0,1,0,2,0,5,0,11,0,1,0,1,7,20,0,24,9,11,5,234,93,216,3,399,13,3,4,246,2,8,0,12,9,5,6,110,9,8,0,10,1,0,0,0,4,7,0,10,7,2,1,46,69,110,4,193,11,7,7,93,3,0,0,7,5,1,5,84,105,130,3,111,4,1,3,29,152,143,3,222,102,31,105,617,Grade 2
Medial Tibia of G2_21.jpg,312,106,8,48,252,13,101,186,2,3,0,2,71,10,46,72,69,10,2,7,28,1,8,8,62,16,1,1,251,10,103,119,11,1,0,0,10,0,1,6,0,0,0,0,2,0,2,4,72,6,1,3,26,0,9,2,140,10,3,4,587,8,200,128,273,19,6,12,65,0,24,16,4,0,0,0,14,0,13,3,10,0,0,0,1,0,0,0,4,0,1,0,13,0,4,0,116,5,4,6,23,0,9,8,1,0,0,0,7,0,5,6,185,6,6,7,23,0,7,3,284,4,0,3,380,2,90,31,5,80,0,120,2,6,2,298,0,1,0,7,0,2,1,118,1,10,0,6,0,0,0,4,1,6,0,7,4,7,2,136,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,11,0,10,0,0,0,7,1,15,0,13,10,9,6,227,74,269,1,567,14,17,11,355,2,7,0,9,3,2,2,84,3,11,1,12,0,0,0,5,8,6,0,8,7,5,2,48,55,116,0,214,8,2,7,118,1,0,0,1,5,3,4,60,91,110,1,110,2,3,3,29,121,153,2,227,103,52,70,587,Grade 2
Medial Tibia of G2_3.jpg,340,65,4,47,337,20,80,235,6,1,0,1,117,5,50,87,74,12,1,5,8,0,2,8,53,4,0,10,188,5,66,93,5,2,0,4,6,0,1,3,0,0,0,0,2,0,1,2,58,8,1,10,7,0,0,4,193,17,5,16,391,7,148,146,342,14,2,10,93,0,23,15,5,0,1,1,33,0,9,2,21,0,0,0,0,0,0,1,13,0,0,1,21,0,2,1,76,6,1,3,20,1,8,3,0,0,0,0,10,0,3,1,209,2,2,6,9,0,3,2,493,9,4,11,390,4,82,32,7,53,0,190,5,16,4,484,0,1,0,4,1,3,0,169,4,11,0,7,0,0,0,17,2,6,0,13,1,2,1,130,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,16,0,0,0,11,4,17,1,45,10,4,3,289,88,176,3,329,41,7,11,315,2,2,0,4,9,4,2,81,6,8,0,7,0,0,1,1,4,5,0,6,5,1,2,22,50,90,0,152,4,5,5,86,1,0,0,3,5,2,6,53,88,105,1,121,1,1,3,39,137,150,4,274,82,34,73,577,Grade 2
Medial Tibia of G2_4.jpg,203,56,4,46,153,19,77,246,3,0,1,0,69,4,82,115,62,13,0,2,9,0,3,6,60,5,0,4,236,6,152,153,4,0,0,1,5,0,2,2,0,0,0,0,2,0,1,0,44,5,2,2,11,0,1,1,186,9,1,8,583,14,188,130,185,13,2,7,60,0,19,17,0,0,0,0,7,0,7,2,9,0,0,0,1,0,0,0,6,0,0,1,6,0,3,2,92,5,1,3,27,0,18,3,1,0,0,0,4,0,5,2,235,2,2,4,18,0,4,4,410,4,1,4,448,4,91,26,1,65,0,179,3,3,1,401,0,1,0,0,2,1,0,166,1,7,0,13,0,0,0,2,0,5,1,13,2,5,1,135,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,5,0,6,0,0,0,0,2,8,0,15,9,6,0,153,90,261,0,673,11,16,11,467,0,2,0,2,3,5,1,91,9,12,0,8,0,0,0,3,0,4,0,8,7,3,2,36,64,153,2,217,6,2,6,103,1,0,0,1,1,1,3,44,105,146,1,121,2,2,3,29,173,147,2,153,86,28,51,448,Grade 2
Medial Tibia of G2_5.jpg,233,107,1,68,189,14,88,214,4,6,0,0,69,6,76,139,104,19,1,11,25,1,6,8,60,14,0,4,302,13,222,199,4,2,0,0,1,0,1,4,0,0,0,0,2,0,2,1,66,5,0,8,22,0,6,5,110,10,1,3,435,6,228,131,172,25,4,18,27,2,16,17,1,1,0,0,13,0,7,7,16,0,0,0,0,0,0,0,6,0,0,0,11,0,11,3,86,5,2,7,14,0,10,11,1,0,0,0,5,0,3,8,216,10,4,3,30,0,10,6,244,4,1,1,344,3,115,38,2,64,0,112,3,5,0,255,1,0,0,3,1,2,1,147,4,11,1,14,0,0,0,5,2,8,0,6,5,8,3,144,1,0,0,3,0,0,0,2,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,7,2,4,0,7,4,8,2,126,60,302,5,530,11,9,6,347,1,8,0,2,7,10,1,126,5,13,0,10,0,0,0,4,8,9,0,3,8,5,4,52,60,226,0,229,11,2,3,125,0,0,0,3,5,4,4,82,146,181,4,122,3,5,5,37,141,136,1,134,113,40,72,586,Grade 2
Medial Tibia of G2_6.jpg,373,114,9,56,242,15,85,210,5,5,0,1,88,7,49,99,96,26,2,7,29,0,2,5,88,12,0,5,274,17,93,130,5,2,1,2,8,0,6,1,0,0,0,0,3,0,2,6,71,8,3,4,15,0,9,7,161,14,1,5,525,6,192,127,205,22,7,13,48,2,22,14,5,0,0,0,6,0,8,3,15,2,0,0,0,0,2,0,11,0,0,0,11,1,2,1,85,2,4,12,30,0,15,10,3,0,0,0,9,0,6,4,204,9,3,2,18,0,7,3,290,6,0,6,360,1,126,35,2,64,0,142,5,11,2,264,0,4,0,3,0,6,1,135,1,13,0,16,1,1,0,4,4,11,0,10,5,6,1,136,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,9,0,9,0,0,0,4,3,15,0,24,5,7,4,196,76,250,1,435,16,19,13,309,5,4,0,5,4,3,5,98,6,10,0,10,0,0,0,2,3,10,0,13,5,8,0,40,57,109,1,179,5,4,10,131,2,3,0,5,3,2,11,82,87,135,2,121,4,2,2,36,133,137,1,197,120,47,105,609,Grade 2
Medial Tibia of G2_7.jpg,391,189,16,76,134,9,78,174,7,2,0,2,61,5,101,133,196,39,3,10,22,0,9,6,131,17,0,6,269,16,260,157,8,5,0,2,4,0,6,8,0,0,0,0,4,0,2,1,100,9,2,2,10,0,8,4,190,14,3,4,391,7,254,99,151,23,5,14,23,0,22,10,1,0,0,0,7,0,10,5,8,1,0,0,1,0,1,0,6,0,0,1,7,0,5,4,86,6,5,7,22,0,11,9,0,0,0,0,11,2,20,5,171,10,2,3,7,1,12,2,175,1,0,2,260,0,171,19,6,100,2,155,2,8,0,161,0,7,0,3,1,4,2,129,4,20,0,11,0,0,0,4,3,14,0,12,5,7,4,113,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,2,2,11,0,7,0,0,1,2,3,13,0,5,12,5,6,132,55,283,4,409,9,6,12,236,3,6,0,7,2,1,9,128,12,9,0,6,2,0,0,2,8,5,0,8,5,5,4,42,100,195,4,252,12,3,10,131,1,8,0,8,8,2,13,160,121,150,5,99,6,0,6,17,133,120,3,117,139,35,163,537,Grade 2
Medial Tibia of G2_8.jpg,583,85,14,64,480,18,107,168,19,5,0,2,88,4,55,57,97,15,3,10,22,3,4,6,62,10,4,8,127,4,49,77,11,2,1,5,12,1,6,5,0,0,0,0,3,0,0,2,56,7,1,5,15,1,7,9,113,10,8,20,220,8,113,125,439,16,11,21,134,1,33,10,13,0,0,2,27,0,10,5,20,4,2,1,2,0,1,0,22,1,0,1,21,0,4,5,114,3,4,2,28,0,5,3,4,1,0,0,14,0,2,5,163,14,4,14,11,0,6,2,285,12,14,22,204,4,93,33,19,51,0,106,15,18,5,335,0,5,0,8,7,4,2,115,3,5,0,25,0,0,0,9,3,4,0,26,7,6,1,145,0,0,0,2,1,2,0,13,0,0,0,0,3,0,0,10,1,10,0,21,0,2,1,30,7,18,1,67,16,16,4,433,91,139,4,235,37,15,21,211,8,4,1,12,14,5,4,80,7,6,0,6,0,1,1,4,6,5,0,17,8,5,5,31,32,58,3,89,15,2,6,74,2,2,0,4,4,4,6,63,49,68,1,107,7,1,6,33,105,131,8,418,86,31,59,874,Grade 2
Medial Tibia of G2_9.jpg,504,124,8,60,337,22,81,180,10,5,0,0,78,7,55,77,132,20,2,26,26,2,3,11,68,8,3,12,194,12,107,129,8,3,0,3,6,1,0,8,1,0,0,0,5,0,2,3,70,14,4,6,20,2,5,17,112,17,2,17,219,12,170,128,332,33,5,10,117,0,26,15,4,0,0,2,14,1,17,3,25,0,0,2,1,0,0,0,8,0,2,3,16,0,5,3,96,5,4,10,20,1,6,7,1,0,1,0,7,0,7,6,186,15,7,7,27,0,5,6,206,13,8,5,260,1,104,37,9,58,2,129,13,19,1,244,1,2,0,3,6,5,1,133,0,8,0,18,0,1,0,5,5,14,1,18,3,6,6,118,0,3,0,2,0,0,0,7,0,0,0,0,0,0,0,5,2,11,0,18,1,0,0,12,6,15,1,42,6,18,1,281,94,205,3,271,30,15,13,240,3,7,1,6,12,10,2,90,4,8,1,9,1,1,0,2,6,11,1,13,12,6,8,42,47,100,1,130,7,8,9,108,2,7,0,9,5,7,10,96,84,94,2,140,4,3,2,37,139,123,3,306,94,43,121,813,Grade 2
Medial Tibia of G3_1.jpg,297,84,8,77,249,8,98,202,3,3,0,1,79,2,61,89,100,15,1,4,31,1,5,8,67,8,0,2,256,19,144,119,2,3,0,0,6,0,0,3,0,0,0,0,1,0,1,1,64,9,1,7,15,1,1,6,162,19,0,7,515,9,188,132,244,15,9,18,101,1,23,28,8,0,0,0,11,1,9,1,12,0,0,0,3,0,1,0,8,0,0,0,11,0,3,1,69,11,1,9,25,0,4,3,1,1,0,0,6,1,5,2,206,5,4,5,25,0,3,2,254,3,3,4,393,4,104,31,7,52,0,149,4,9,1,273,1,1,0,3,1,4,0,132,3,9,1,20,0,0,0,3,2,6,0,18,2,12,4,137,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,4,1,4,0,6,0,0,0,6,5,10,0,24,7,10,4,214,91,241,0,498,14,11,11,367,0,3,0,4,3,3,4,89,4,6,0,11,1,0,1,6,2,11,0,11,6,4,2,40,66,111,0,190,10,2,7,103,0,2,1,4,1,2,7,69,83,129,1,133,2,1,5,26,124,147,1,221,99,49,73,647,Grade 3
Medial Tibia of G3_10.jpg,476,114,10,101,211,16,106,159,13,2,0,0,118,7,70,103,107,15,5,6,22,1,7,9,88,12,1,6,206,8,118,113,18,6,2,3,14,1,5,6,0,0,0,0,1,0,5,6,82,5,0,6,17,0,6,5,157,16,2,11,451,8,213,113,251,19,8,16,50,2,30,13,4,0,0,0,17,0,6,6,13,0,0,0,2,0,0,0,10,0,0,0,8,0,4,1,127,9,2,6,23,0,17,6,3,0,0,1,8,0,8,3,194,9,5,8,18,0,5,1,219,4,3,5,272,0,107,17,13,87,1,164,3,8,0,197,1,6,0,9,2,4,2,128,1,10,0,13,0,0,0,4,2,16,1,13,6,4,8,133,1,3,0,2,0,0,1,3,0,0,0,0,0,0,1,3,2,7,0,11,0,0,0,5,11,23,0,30,10,17,11,227,88,237,6,407,18,11,10,264,4,8,0,9,3,6,3,104,6,8,0,15,1,0,0,2,6,11,0,10,7,1,3,38,77,131,5,212,4,2,7,93,1,2,0,8,6,7,6,99,117,111,6,118,4,2,2,30,145,123,4,215,100,47,95,603,Grade 3
Medial Tibia of G3_11.jpg,264,99,5,85,163,14,78,233,5,4,0,1,50,5,91,130,109,15,2,9,14,3,5,5,59,13,2,6,248,11,192,181,7,0,0,0,8,0,4,2,0,0,0,0,1,0,0,1,65,9,2,4,17,0,8,2,149,9,3,4,496,7,200,131,171,15,5,15,43,1,15,23,0,0,0,0,11,0,7,1,11,0,0,0,0,0,0,0,10,0,0,0,8,0,3,1,95,10,1,6,22,0,13,4,0,1,0,0,5,0,5,3,210,3,2,9,12,0,3,5,273,6,2,5,294,1,98,24,3,70,0,150,1,5,0,284,1,0,0,5,3,5,2,184,3,8,0,11,1,0,0,3,5,10,0,6,3,5,1,117,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,6,0,0,0,7,3,9,0,8,9,3,4,140,90,318,0,588,7,11,6,340,1,2,0,5,9,7,4,137,2,10,0,11,1,0,0,1,8,2,0,7,4,6,2,41,78,214,2,268,3,6,6,114,0,4,0,2,2,3,2,73,177,181,2,127,2,3,5,24,167,110,1,122,124,36,86,471,Grade 3
Medial Tibia of G3_12.jpg,401,73,10,59,290,6,111,193,8,1,2,1,92,4,63,78,82,12,1,6,23,0,9,6,56,9,0,2,276,9,97,115,19,1,0,2,8,1,6,5,0,0,0,0,2,1,1,2,66,9,2,9,25,0,8,3,158,12,5,6,545,10,178,128,279,28,5,29,70,1,34,25,5,0,0,0,16,0,7,9,10,0,0,0,1,0,0,0,6,0,1,0,22,0,4,1,105,5,8,5,27,1,7,9,3,0,0,0,9,0,7,4,151,5,4,7,25,0,3,0,244,6,5,2,335,0,84,26,7,61,1,149,2,7,1,250,0,1,0,4,2,7,2,123,2,8,0,11,0,0,0,4,1,8,0,16,6,11,4,141,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,5,0,6,1,10,1,0,0,6,3,23,0,27,13,14,6,258,89,258,1,499,12,13,9,306,3,5,0,11,7,7,2,114,3,2,0,9,0,0,0,1,3,9,0,20,5,2,2,57,49,119,1,195,8,3,8,81,0,2,0,6,3,1,1,82,73,105,0,141,6,0,3,20,130,143,2,220,79,34,70,610,Grade 3
