File,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,LBP_10,LBP_11,LBP_12,LBP_13,LBP_14,LBP_15,LBP_16,LBP_17,LBP_18,LBP_19,LBP_20,LBP_21,LBP_22,LBP_23,LBP_24,LBP_25,LBP_26,LBP_27,LBP_28,LBP_29,LBP_30,LBP_31,LBP_32,LBP_33,LBP_34,LBP_35,LBP_36,LBP_37,LBP_38,LBP_39,LBP_40,LBP_41,LBP_42,LBP_43,LBP_44,LBP_45,LBP_46,LBP_47,LBP_48,LBP_49,LBP_50,LBP_51,LBP_52,LBP_53,LBP_54,LBP_55,LBP_56,LBP_57,LBP_58,LBP_59,LBP_60,LBP_61,LBP_62,LBP_63,LBP_64,LBP_65,LBP_66,LBP_67,LBP_68,LBP_69,LBP_70,LBP_71,LBP_72,LBP_73,LBP_74,LBP_75,LBP_76,LBP_77,LBP_78,LBP_79,LBP_80,LBP_81,LBP_82,LBP_83,LBP_84,LBP_85,LBP_86,LBP_87,LBP_88,LBP_89,LBP_90,LBP_91,LBP_92,LBP_93,LBP_94,LBP_95,LBP_96,LBP_97,LBP_98,LBP_99,LBP_100,LBP_101,LBP_102,LBP_103,LBP_104,LBP_105,LBP_106,LBP_107,LBP_108,LBP_109,LBP_110,LBP_111,LBP_112,LBP_113,LBP_114,LBP_115,LBP_116,LBP_117,LBP_118,LBP_119,LBP_120,LBP_121,LBP_122,LBP_123,LBP_124,LBP_125,LBP_126,LBP_127,LBP_128,LBP_129,LBP_130,LBP_131,LBP_132,LBP_133,LBP_134,LBP_135,LBP_136,LBP_137,LBP_138,LBP_139,LBP_140,LBP_141,LBP_142,LBP_143,LBP_144,LBP_145,LBP_146,LBP_147,LBP_148,LBP_149,LBP_150,LBP_151,LBP_152,LBP_153,LBP_154,LBP_155,LBP_156,LBP_157,LBP_158,LBP_159,LBP_160,LBP_161,LBP_162,LBP_163,LBP_164,LBP_165,LBP_166,LBP_167,LBP_168,LBP_169,LBP_170,LBP_171,LBP_172,LBP_173,LBP_174,LBP_175,LBP_176,LBP_177,LBP_178,LBP_179,LBP_180,LBP_181,LBP_182,LBP_183,LBP_184,LBP_185,LBP_186,LBP_187,LBP_188,LBP_189,LBP_190,LBP_191,LBP_192,LBP_193,LBP_194,LBP_195,LBP_196,LBP_197,LBP_198,LBP_199,LBP_200,LBP_201,LBP_202,LBP_203,LBP_204,LBP_205,LBP_206,LBP_207,LBP_208,LBP_209,LBP_210,LBP_211,LBP_212,LBP_213,LBP_214,LBP_215,LBP_216,LBP_217,LBP_218,LBP_219,LBP_220,LBP_221,LBP_222,LBP_223,LBP_224,LBP_225,LBP_226,LBP_227,LBP_228,LBP_229,LBP_230,LBP_231,LBP_232,LBP_233,LBP_234,LBP_235,LBP_236,LBP_237,LBP_238,LBP_239,LBP_240,LBP_241,LBP_242,LBP_243,LBP_244,LBP_245,LBP_246,LBP_247,LBP_248,LBP_249,LBP_250,LBP_251,LBP_252,LBP_253,LBP_254,LBP_255,LBP_256,class
Medial Tibia of G4_7.jpg,474,82,12,82,303,18,106,168,12,5,0,0,104,8,73,68,65,13,4,5,16,0,6,4,71,9,2,3,208,7,112,93,20,5,1,1,7,0,4,8,0,0,0,0,2,0,3,2,84,8,0,8,8,1,2,7,197,18,6,12,500,6,205,119,264,16,5,26,70,3,23,14,4,0,0,0,25,0,10,0,17,2,0,0,1,0,0,0,15,0,0,1,13,0,4,1,104,6,4,7,26,0,11,8,5,0,0,0,10,0,6,1,167,7,2,11,13,0,4,3,307,13,3,12,287,2,86,30,21,63,0,176,9,8,2,288,1,3,0,5,1,4,2,140,3,11,0,17,0,0,1,9,6,9,1,16,2,5,2,156,0,4,0,3,0,0,0,7,0,0,0,2,0,0,0,8,1,3,0,12,0,1,0,8,4,19,0,33,16,10,5,262,87,198,3,445,12,10,10,269,5,6,0,7,10,2,4,107,8,7,0,7,1,0,1,1,7,1,0,15,3,2,3,29,65,85,1,158,7,1,6,82,1,5,0,6,2,2,5,75,87,86,4,114,3,3,3,27,133,144,5,243,95,33,86,599,Grade 4
Medial Tibia of G4_8.jpg,443,121,13,107,251,16,107,198,10,2,0,2,108,8,90,106,116,25,3,7,18,1,11,17,95,13,1,10,255,6,150,163,4,1,2,3,4,0,5,7,2,0,0,0,2,0,2,5,88,8,3,6,13,0,5,6,123,13,3,11,271,4,218,141,280,15,8,16,65,2,28,15,7,0,0,0,15,1,10,4,11,1,1,0,0,0,0,0,13,0,0,3,14,0,5,2,88,8,3,10,19,0,10,7,0,0,0,0,10,0,7,9,178,10,6,6,21,0,10,4,194,7,5,12,217,1,129,18,14,87,0,118,4,9,5,194,2,4,0,4,4,5,1,170,1,7,0,16,1,1,0,5,3,6,0,18,7,8,5,122,0,0,0,5,1,0,0,2,0,0,0,0,0,0,0,5,2,4,0,13,0,0,0,7,5,12,1,31,3,17,5,238,97,221,2,281,15,17,6,226,1,7,0,9,7,9,9,120,5,20,0,6,0,0,0,3,6,12,0,7,10,3,6,47,64,124,1,196,9,4,9,101,1,1,1,13,8,4,9,110,121,144,1,139,7,2,3,41,125,144,6,215,121,37,96,692,Grade 4
Medial Tibia of Nor_1.jpg,305,108,5,58,251,12,106,232,9,2,0,1,68,8,43,124,128,31,9,12,21,2,3,16,66,9,0,2,233,14,144,125,4,4,1,0,4,0,2,6,0,0,0,0,1,1,0,5,66,7,2,1,18,1,6,8,132,12,2,8,311,10,160,153,268,16,4,14,90,0,18,19,4,2,0,0,25,0,11,6,14,2,0,0,2,0,0,0,19,0,0,0,24,0,7,1,62,4,1,5,16,2,9,8,1,0,0,0,13,0,2,2,237,11,5,15,25,0,4,4,379,11,3,9,346,4,101,42,5,55,0,101,1,14,2,378,0,1,0,1,2,16,1,142,1,9,0,16,0,0,0,10,1,7,0,10,4,8,4,151,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,3,1,3,0,8,0,1,0,10,1,9,0,29,5,9,2,203,70,190,1,293,22,19,10,365,0,3,0,1,5,6,7,100,7,7,0,2,0,0,0,3,7,7,0,7,9,7,6,53,56,92,3,120,13,5,2,102,3,0,0,2,7,2,1,82,128,122,4,126,6,2,1,45,164,144,5,218,107,46,93,724,Normal
Medial Tibia of Nor_10.jpg,404,66,19,77,273,11,106,141,12,0,0,2,74,2,65,105,56,9,1,4,15,0,6,4,74,5,0,2,242,4,111,79,18,0,1,3,12,0,7,2,1,0,0,0,2,0,0,6,90,6,3,8,30,0,4,5,159,10,2,6,674,6,214,109,275,30,20,23,61,1,28,20,4,0,0,0,15,0,4,2,6,0,0,0,0,0,0,0,6,0,0,0,5,0,3,1,119,6,1,6,27,1,10,9,0,0,0,0,7,1,5,3,167,4,4,3,20,0,2,1,244,4,5,3,263,2,65,17,10,61,0,171,4,5,0,238,0,4,0,8,2,10,1,140,1,9,0,15,0,0,0,3,3,14,0,12,2,7,1,133,0,1,0,4,0,0,0,5,0,1,0,0,0,0,1,4,3,7,0,8,0,0,0,6,6,21,0,26,15,10,10,259,81,268,1,602,16,4,9,275,1,6,0,17,0,6,4,89,2,7,0,4,0,0,0,3,5,10,0,13,4,2,3,41,83,130,1,247,1,4,6,70,1,5,0,6,1,2,1,58,103,107,4,121,3,1,4,17,156,138,0,245,109,33,63,517,Normal
Medial Tibia of Nor_11.jpg,417,86,20,102,240,11,99,168,8,1,0,0,96,10,71,107,109,7,2,7,16,2,10,8,74,10,1,7,272,7,139,126,17,4,0,4,19,0,7,4,0,0,0,0,1,0,5,2,101,5,6,3,26,0,7,3,146,5,3,11,544,10,236,110,242,33,7,29,47,2,23,19,2,0,0,1,14,0,4,3,12,1,0,0,0,0,0,0,10,0,0,0,13,0,1,1,112,12,3,7,20,1,19,7,0,0,0,0,13,0,4,2,182,10,3,5,22,0,9,0,176,4,4,7,235,1,84,19,11,45,2,141,3,8,0,184,0,0,0,4,5,5,2,139,2,8,0,11,0,0,0,2,2,9,1,6,1,7,4,145,0,2,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,2,1,9,0,0,0,5,7,11,1,35,16,13,15,217,76,287,3,501,13,6,6,233,3,9,1,15,5,4,4,101,5,10,0,3,0,0,1,1,2,10,0,7,8,2,4,52,72,152,0,212,10,3,10,87,3,2,0,8,1,3,4,71,105,122,1,126,3,3,4,31,143,144,7,212,140,46,66,608,Normal
Medial Tibia of Nor_12.jpg,539,89,18,68,408,14,85,171,12,5,0,3,90,3,61,76,86,13,4,10,21,1,3,7,61,9,2,7,165,11,74,99,14,3,0,1,5,0,2,4,0,0,0,0,7,1,3,1,56,8,1,10,22,0,5,11,96,14,3,17,249,11,131,135,453,20,11,14,127,0,19,17,9,0,0,1,24,1,17,8,14,2,1,2,1,0,0,0,16,2,1,1,17,1,5,4,105,5,2,7,24,0,9,7,4,0,0,1,8,0,6,4,153,9,3,4,15,0,11,3,184,8,14,8,182,1,92,40,13,64,2,112,13,19,4,224,0,3,0,6,3,6,0,121,3,14,0,13,1,0,0,8,4,7,0,16,8,12,4,121,3,4,0,5,2,2,0,5,0,0,0,0,0,0,0,11,4,5,0,18,1,4,1,18,2,20,1,65,12,8,3,366,98,204,3,272,30,23,9,192,3,5,0,10,7,8,4,90,4,15,0,9,0,0,0,2,7,7,0,12,10,1,3,39,71,104,3,146,10,6,4,105,4,2,0,6,10,2,6,95,99,111,4,148,2,2,5,53,95,132,9,397,79,46,64,831,Normal
Medial Tibia of Nor_13.jpg,448,107,7,74,270,10,90,179,5,3,0,0,88,3,66,80,104,15,2,5,21,1,11,3,66,9,1,6,271,5,105,112,12,1,0,2,10,0,5,4,0,0,0,0,4,0,4,3,81,10,2,8,29,2,15,7,137,13,2,3,496,12,247,122,269,36,12,36,58,2,27,21,7,0,0,0,8,1,14,2,18,1,1,1,1,0,0,0,4,0,0,0,15,0,3,0,105,13,5,12,22,0,17,11,2,0,0,0,9,0,7,3,174,8,5,14,18,0,13,0,183,12,1,3,280,4,107,23,3,71,1,122,0,6,2,164,0,1,0,3,4,2,2,108,3,10,0,5,0,0,0,2,3,16,0,23,5,10,4,166,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,1,4,0,9,1,0,0,8,8,22,0,23,16,17,5,243,67,253,3,470,13,12,5,227,3,8,0,11,5,9,0,115,3,9,0,7,0,0,0,1,13,11,0,13,7,3,3,54,67,113,4,198,10,3,9,106,1,5,0,5,3,5,7,97,82,105,0,120,4,1,4,27,126,139,4,205,121,55,92,671,Normal
Medial Tibia of Nor_14.jpg,352,80,9,68,238,32,68,307,3,3,1,1,106,7,73,151,88,9,3,14,17,1,7,3,86,9,1,2,177,11,120,144,8,3,0,1,5,0,1,3,0,0,0,0,0,0,1,1,59,7,1,8,6,0,4,5,164,14,0,10,227,4,146,150,231,14,4,8,66,2,14,12,6,1,0,0,26,0,6,4,18,1,0,0,0,0,1,0,23,0,0,0,22,0,11,1,81,3,2,9,11,0,5,5,1,0,0,0,7,0,4,4,266,5,2,5,10,0,3,3,559,8,11,8,320,2,119,37,9,77,0,129,6,13,2,501,1,3,0,3,4,5,2,216,3,4,0,10,0,0,0,3,1,4,0,4,6,4,0,121,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,4,2,5,0,15,1,0,1,16,1,11,0,21,1,6,0,185,102,195,0,225,24,18,7,275,4,6,0,6,11,11,5,111,6,7,0,6,0,0,1,1,11,5,0,0,2,1,2,30,68,69,2,137,6,5,3,106,1,3,0,3,7,1,3,63,182,143,0,163,1,2,4,40,232,128,8,196,92,22,70,573,Normal
Medial Tibia of Nor_15.jpg,347,113,7,71,275,19,100,210,4,1,0,0,87,3,66,107,90,24,2,10,22,1,8,8,57,9,0,6,224,12,134,127,6,2,0,1,3,0,1,1,0,0,0,0,2,0,1,1,67,10,3,7,13,0,3,5,146,10,5,15,484,8,189,126,230,19,5,11,73,3,29,25,7,0,0,0,8,0,9,2,18,1,0,1,1,0,1,0,12,0,0,0,16,0,1,1,99,6,2,3,22,0,6,9,1,0,0,0,13,0,8,1,196,6,2,6,13,0,8,3,266,3,4,9,319,5,120,29,5,67,0,120,6,11,0,303,1,2,0,3,3,2,1,174,2,8,0,10,0,0,1,7,0,8,0,9,2,15,1,144,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,5,2,3,0,6,0,0,0,8,3,14,0,25,9,12,3,222,89,242,2,440,11,7,11,288,6,3,0,12,9,12,2,119,9,9,0,12,0,1,0,1,4,8,0,11,6,4,6,46,57,97,4,184,5,7,10,107,0,1,0,7,7,1,3,74,92,140,2,148,3,1,1,30,141,145,5,202,106,45,66,627,Normal
Medial Tibia of Nor_16.jpg,331,120,5,73,201,27,71,282,7,2,0,0,86,10,84,179,135,26,2,12,10,1,6,14,68,17,1,4,235,12,159,178,4,1,0,1,6,0,0,3,0,0,0,0,0,0,0,0,54,15,0,9,9,0,5,14,115,10,3,7,229,3,150,145,211,18,5,5,57,2,6,11,8,0,0,0,14,0,9,10,31,0,0,1,0,0,0,0,16,1,0,0,20,0,4,4,67,7,1,6,11,0,7,4,1,0,0,0,8,1,3,0,240,13,5,12,15,0,7,4,367,6,8,13,281,2,129,54,8,69,0,117,6,17,2,419,0,0,0,4,3,5,1,216,0,4,0,15,0,0,0,7,1,9,0,9,6,6,1,133,0,2,0,2,2,0,0,9,0,0,0,0,0,0,0,6,1,4,0,10,0,1,0,11,1,7,1,10,0,3,1,186,79,229,1,222,23,15,8,308,4,10,0,5,5,10,8,121,7,4,0,5,1,0,1,1,8,3,0,4,8,6,10,45,67,174,1,173,6,3,2,125,0,5,0,3,5,5,6,81,163,158,3,132,4,1,4,44,176,118,3,170,112,29,93,623,Normal
Medial Tibia of Nor_17.jpg,385,97,7,66,263,15,98,236,5,2,0,0,86,4,61,96,84,14,0,9,12,0,8,6,60,10,1,7,234,7,110,124,11,0,2,1,8,0,3,4,1,0,0,0,1,0,2,4,76,10,6,10,6,0,6,7,166,13,3,15,329,3,164,138,276,14,5,7,81,3,23,13,7,0,0,0,26,1,12,3,20,1,0,0,0,0,1,0,12,0,0,0,19,0,2,1,114,2,1,7,18,0,5,5,2,1,0,0,6,1,4,4,214,10,2,7,16,0,6,3,412,12,8,11,321,2,99,31,12,66,0,153,8,12,1,399,0,0,0,2,7,7,1,151,1,7,0,10,0,0,0,5,1,9,0,15,1,5,4,138,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,6,2,5,0,18,0,0,0,11,4,16,0,29,3,4,2,240,89,211,1,293,21,23,10,300,1,5,0,6,10,6,4,109,8,5,0,6,0,0,0,1,8,8,0,5,9,1,4,27,68,129,0,153,7,4,3,112,0,0,0,1,3,8,8,74,84,124,3,120,4,6,2,31,147,142,7,251,99,24,67,638,Normal
Medial Tibia of Nor_18.jpg,391,63,14,83,277,6,119,177,4,3,1,1,84,6,71,82,66,9,0,5,21,0,7,1,77,8,1,3,259,9,130,114,10,2,0,3,8,0,1,4,1,0,0,0,4,0,0,1,79,2,5,5,25,0,6,7,169,10,1,9,683,6,263,122,319,31,12,19,52,0,25,20,1,0,0,0,18,0,9,2,8,0,0,1,1,0,0,0,2,0,0,0,11,0,2,2,92,3,2,9,24,0,11,8,0,0,1,0,14,0,4,1,163,6,4,2,17,0,5,1,214,2,5,5,292,3,93,29,5,63,0,162,6,9,2,176,0,8,0,4,2,4,0,127,2,9,1,12,0,0,0,3,3,5,0,23,5,11,1,163,0,2,0,4,0,0,0,3,0,0,0,1,0,0,0,4,1,6,0,7,1,0,0,3,4,16,0,25,18,15,5,226,79,233,3,627,9,5,8,288,4,6,0,18,7,3,3,113,4,6,0,14,1,0,1,0,6,9,0,10,6,3,1,34,63,81,4,205,9,3,5,77,1,2,0,8,4,2,0,65,45,97,6,121,3,0,0,18,149,135,1,257,107,30,49,543,Normal
Medial Tibia of Nor_19.jpg,376,92,8,80,283,18,87,214,7,2,0,0,98,6,58,83,93,18,3,12,14,0,6,11,57,9,3,3,205,8,91,112,7,0,0,0,2,0,3,8,1,0,0,0,2,0,0,2,67,11,5,8,8,0,2,9,144,17,6,18,290,7,157,124,277,15,3,7,82,2,14,12,6,0,0,0,28,1,12,4,30,0,0,1,0,0,1,1,21,0,0,0,29,0,2,0,98,5,2,4,21,0,6,4,1,0,0,0,12,1,3,1,221,8,7,9,13,0,3,2,473,10,4,11,295,4,99,30,11,54,0,166,5,17,3,425,0,1,0,2,1,8,0,173,4,7,0,8,0,0,0,12,3,10,0,18,0,6,2,123,2,0,0,8,0,0,0,5,0,0,0,0,0,0,0,3,2,7,0,18,0,0,0,9,0,11,0,27,4,6,5,238,118,203,2,306,22,27,13,330,3,2,0,3,10,0,3,89,5,6,0,7,1,0,0,2,2,1,0,10,6,3,2,30,63,89,2,140,12,6,4,99,1,1,0,5,9,4,2,67,115,114,3,173,0,1,1,43,180,124,3,249,83,24,81,643,Normal
Medial Tibia of Nor_2.jpg,357,95,8,72,262,21,88,264,10,1,0,0,86,13,69,100,94,21,3,9,16,1,5,9,72,3,1,2,222,9,119,129,9,0,0,3,2,1,1,3,1,0,0,0,1,0,0,1,68,7,1,7,8,0,4,9,150,12,4,15,329,4,176,179,259,21,2,10,54,1,14,16,6,0,0,0,23,1,5,6,19,0,0,0,0,0,0,0,12,0,0,0,22,0,4,1,79,7,4,3,25,0,4,6,1,0,0,0,4,0,4,2,212,8,4,10,9,0,3,4,409,4,5,9,325,2,107,38,9,58,0,155,3,15,2,399,0,4,0,4,5,4,2,203,4,9,0,16,0,0,0,9,2,10,0,17,5,4,1,146,0,1,0,4,0,0,0,6,0,0,0,0,0,0,0,3,1,8,0,13,0,0,0,6,0,9,0,23,4,2,1,214,92,194,1,339,19,18,9,345,4,4,0,6,5,9,5,95,11,5,0,6,0,0,0,3,6,4,0,5,8,3,3,48,50,93,1,125,10,3,3,109,2,2,0,3,5,2,8,90,109,109,6,160,4,1,2,38,199,112,5,190,98,25,67,622,Normal
Medial Tibia of Nor_20.jpg,392,120,7,68,209,14,113,195,10,1,1,2,71,10,81,147,108,18,1,7,26,0,2,11,85,15,1,5,279,16,157,177,10,2,0,1,5,0,6,1,0,0,0,0,1,0,1,3,83,4,1,9,20,0,4,6,151,15,2,6,421,5,225,126,186,23,7,16,50,0,31,18,4,0,0,0,10,0,9,6,12,1,1,1,0,0,0,0,7,0,0,0,12,0,1,0,92,5,3,10,30,1,11,9,1,0,0,0,5,0,7,4,196,9,4,5,21,1,5,5,225,3,2,3,271,9,123,31,6,72,0,169,0,4,1,202,0,3,0,1,1,8,1,179,3,9,1,16,0,0,0,2,5,11,0,14,2,9,3,141,1,0,1,5,0,0,0,6,0,0,0,0,0,0,0,2,0,8,0,13,0,1,0,5,5,16,0,15,9,8,12,164,83,270,1,447,10,7,12,297,0,8,0,6,4,5,4,115,4,9,2,8,0,0,0,2,5,12,0,13,2,5,3,30,69,143,2,225,13,5,10,87,1,4,0,6,8,8,6,90,116,119,3,124,5,0,5,27,160,139,3,169,124,20,80,589,Normal
Medial Tibia of Nor_21.jpg,355,135,10,87,158,22,99,237,5,7,0,1,81,11,101,174,126,26,3,7,21,1,4,6,98,14,2,6,284,9,237,182,9,4,0,2,3,0,4,3,0,0,0,0,0,0,2,2,71,15,4,6,6,0,2,4,162,9,2,6,352,5,259,109,167,26,3,10,38,0,16,16,6,0,0,0,15,1,10,4,14,2,0,0,0,0,0,0,8,0,0,0,8,0,4,1,69,3,4,8,22,1,16,6,0,1,0,1,4,0,10,6,227,7,8,6,16,0,12,5,201,2,4,2,254,4,133,27,7,93,0,139,3,4,1,232,0,3,0,4,0,7,3,186,6,11,0,12,1,0,0,4,4,12,0,10,5,8,2,132,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,7,1,7,0,0,0,3,3,8,0,12,6,10,10,138,87,246,0,313,10,11,10,278,3,5,0,6,5,3,7,121,10,15,0,4,1,1,0,0,5,6,1,4,8,1,3,36,114,166,3,206,9,5,12,109,1,2,0,5,5,4,12,126,168,182,6,122,7,1,2,24,149,130,1,138,120,31,114,564,Normal
Medial Tibia of Nor_22.jpg,328,92,8,62,262,10,87,204,7,1,0,0,97,1,59,87,80,12,0,11,26,0,8,6,46,5,2,9,267,8,112,107,6,1,0,2,7,0,1,4,0,0,0,0,1,0,1,3,74,6,4,4,15,0,5,6,147,21,1,10,519,12,194,143,248,22,7,19,94,2,23,19,5,0,0,0,18,1,3,2,19,2,0,0,0,0,0,0,9,0,0,1,12,0,5,0,96,8,4,7,16,0,12,5,1,0,0,0,9,0,5,4,183,7,3,4,17,0,5,1,288,4,4,6,369,4,91,27,5,65,1,152,5,9,0,294,0,2,0,2,0,7,4,149,0,4,0,24,0,0,0,7,1,7,0,15,2,10,4,164,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,3,1,6,0,13,0,1,0,5,8,17,0,19,5,7,2,216,72,244,2,528,21,15,8,375,4,5,0,5,6,2,4,90,4,11,0,8,0,0,1,1,4,9,0,7,2,8,0,40,50,122,2,203,7,4,3,94,0,2,0,3,4,4,1,74,70,107,2,132,1,1,2,26,135,147,1,206,113,37,69,578,Normal
Medial Tibia of Nor_23.jpg,291,116,6,70,232,26,83,256,7,3,0,1,79,12,47,121,104,24,4,11,16,0,8,12,57,11,0,2,229,10,131,138,4,3,0,3,4,0,3,5,1,0,0,0,1,0,2,1,70,11,1,2,11,1,2,9,122,16,5,7,337,5,147,150,262,12,4,6,68,0,13,16,2,0,1,0,28,0,13,11,25,1,1,0,2,0,0,0,10,1,0,0,25,0,4,2,83,4,3,3,27,0,6,12,1,0,0,0,13,0,1,4,242,9,7,9,20,0,8,3,398,8,5,11,365,3,115,45,9,63,0,122,5,12,1,365,0,1,0,2,4,4,0,177,4,11,0,6,0,0,1,7,1,4,1,11,5,7,2,138,0,1,0,2,0,0,0,3,0,0,0,1,0,0,0,2,0,1,0,13,0,2,0,10,3,12,0,14,5,8,0,213,62,212,2,324,17,21,2,341,2,6,0,5,11,13,3,117,8,10,0,9,0,0,0,2,8,10,0,5,9,2,7,41,37,107,0,121,4,1,3,87,1,2,0,2,5,7,5,84,106,138,4,128,8,2,6,45,150,123,1,200,111,43,87,739,Normal
Medial Tibia of Nor_24.jpg,383,74,9,71,283,10,114,205,7,0,0,1,113,5,65,97,75,11,4,10,18,1,7,6,57,13,1,5,228,9,118,136,5,3,1,0,3,0,0,1,0,1,0,0,3,0,3,1,63,13,2,4,17,0,4,4,164,13,2,12,459,6,205,132,274,18,10,18,74,1,29,12,1,0,0,0,14,1,10,1,8,0,1,0,2,0,0,0,8,0,0,0,10,0,4,1,91,10,2,6,29,0,3,6,2,0,0,0,6,0,7,3,174,6,3,2,15,0,4,1,321,4,2,9,305,2,90,26,4,68,0,189,6,10,1,334,0,2,0,1,1,5,1,166,2,13,0,13,1,0,0,2,2,8,0,23,3,5,5,161,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,8,1,8,0,18,0,2,0,6,5,11,0,28,8,9,6,239,82,242,5,462,24,10,16,306,1,5,0,8,1,4,1,89,6,7,0,6,0,0,0,2,5,8,0,8,4,3,2,31,57,98,4,193,14,0,8,90,1,3,0,5,5,3,6,87,80,112,4,124,2,1,0,22,140,134,5,221,76,31,65,604,Normal
Medial Tibia of Nor_25.jpg,378,75,5,47,258,26,69,295,12,0,0,0,118,4,71,122,64,6,2,8,13,1,4,5,64,8,3,4,200,7,83,112,7,3,1,2,4,0,1,3,0,0,0,0,3,0,3,1,58,9,2,7,8,1,4,15,169,12,4,15,291,5,150,153,234,8,5,9,54,1,8,10,7,0,0,0,27,0,8,2,16,1,0,0,2,0,1,0,27,0,0,0,19,0,5,1,90,10,1,2,9,0,6,2,1,0,0,0,6,0,2,1,260,7,3,12,14,0,3,4,539,6,14,16,309,0,102,36,12,77,0,145,11,31,1,601,1,3,0,2,9,8,1,212,1,6,0,12,0,1,0,4,3,3,0,11,2,2,1,131,0,2,0,8,0,0,0,16,0,0,0,0,0,0,0,4,2,1,0,7,0,0,0,11,4,6,0,29,4,6,3,217,97,181,1,222,24,20,7,238,7,4,0,3,11,5,4,82,6,8,0,6,0,0,0,1,9,7,0,2,5,2,2,21,66,89,2,137,6,5,3,116,3,5,0,1,2,3,7,74,144,145,1,176,1,3,0,47,223,137,2,195,85,27,56,559,Normal
Medial Tibia of Nor_26.jpg,407,120,17,72,206,11,107,220,10,5,0,0,67,6,107,148,114,9,1,6,31,0,6,7,58,9,1,10,313,7,177,147,14,4,0,5,10,0,7,3,0,0,0,0,6,0,4,0,99,4,2,6,26,0,10,8,122,9,4,2,431,9,257,105,205,28,9,29,44,0,24,13,4,0,1,1,13,0,9,8,8,1,0,1,0,0,0,0,4,0,2,0,6,0,1,2,108,13,9,6,22,0,20,18,1,0,0,0,7,0,9,8,179,10,5,8,12,0,5,2,161,6,3,2,207,3,99,37,9,71,0,143,4,11,0,187,3,2,0,7,2,7,1,153,3,4,0,7,0,0,1,4,3,18,0,11,9,11,7,150,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,4,0,4,0,0,0,4,2,7,1,13,12,15,7,212,80,268,2,444,8,11,8,216,2,6,0,14,2,8,3,115,11,19,0,6,0,0,0,0,5,17,0,15,8,6,2,50,78,165,2,246,5,5,6,104,1,1,0,9,4,4,3,88,114,157,3,104,5,2,8,26,138,153,0,150,120,47,100,591,Normal
Medial Tibia of Nor_27.jpg,486,122,8,65,339,14,84,212,7,3,0,2,96,9,60,101,117,25,6,11,21,2,10,15,71,14,4,8,209,12,117,131,13,6,0,3,7,0,6,7,0,0,0,1,1,0,2,1,62,15,3,6,16,1,6,9,137,12,1,10,220,10,163,121,365,22,8,16,107,3,23,14,12,1,2,0,15,0,16,9,13,1,1,0,4,0,0,1,10,0,0,1,16,0,3,1,72,5,3,4,30,1,8,5,2,0,0,0,9,0,7,2,167,11,9,7,12,0,6,5,199,7,12,13,218,1,128,40,15,64,0,118,6,14,1,206,1,3,0,3,2,6,1,140,2,11,0,17,0,1,0,8,4,11,0,10,4,11,2,146,1,1,0,4,1,0,0,9,0,1,0,0,1,0,0,3,2,8,0,19,1,2,0,14,8,11,0,38,10,13,5,274,81,211,7,275,26,14,11,230,4,10,0,11,3,3,6,121,9,10,0,9,0,0,1,4,4,16,0,18,8,5,1,37,58,99,1,162,16,6,6,104,0,3,1,5,9,2,10,93,95,118,2,120,4,3,4,34,113,112,6,331,88,39,88,834,Normal
Medial Tibia of Nor_28.jpg,395,163,11,94,181,15,82,186,9,1,0,2,71,11,62,130,196,41,7,17,19,1,8,18,89,15,2,3,241,16,158,152,6,3,0,2,6,0,3,2,0,0,0,0,0,0,1,5,115,14,1,4,12,0,4,5,172,21,5,12,288,9,189,95,162,13,5,7,55,1,17,13,4,0,0,0,13,0,8,3,16,0,0,0,4,0,0,0,12,2,0,0,8,0,4,1,81,8,1,4,20,0,9,4,5,0,0,0,11,0,10,7,221,14,3,5,16,0,9,2,254,8,5,7,300,3,125,30,6,100,0,142,5,10,2,196,0,6,0,1,2,2,0,152,7,17,0,19,1,0,1,4,0,9,1,13,2,7,4,110,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,3,1,10,0,13,0,0,0,6,2,15,0,12,4,8,10,145,70,219,2,256,15,7,13,259,1,2,0,6,4,5,9,131,8,12,0,6,0,0,0,5,7,3,0,7,6,1,8,32,108,173,5,179,14,3,5,132,3,4,0,5,14,4,16,161,166,182,0,105,7,2,2,36,172,126,3,126,161,31,143,686,Normal
