@relation 'LCP Medial Tibia ROI '

@attribute File {'Medial Tibia of G1_1.jpg','Medial Tibia of G1_10.jpg','Medial Tibia of G1_11.jpg','Medial Tibia of G1_12.jpg','Medial Tibia of G1_13.jpg','Medial Tibia of G1_14.jpg','Medial Tibia of G1_15.jpg','Medial Tibia of G1_16.jpg','Medial Tibia of G1_17.jpg','Medial Tibia of G1_18.jpg','Medial Tibia of G1_2.jpg','Medial Tibia of G1_3.jpg','Medial Tibia of G1_4.jpg','Medial Tibia of G1_5.jpg','Medial Tibia of G1_6.jpg','Medial Tibia of G1_7.jpg','Medial Tibia of G1_8.jpg','Medial Tibia of G1_9.jpg','Medial Tibia of G2_1.jpg','Medial Tibia of G2_10.jpg','Medial Tibia of G2_11.jpg','Medial Tibia of G2_12.jpg','Medial Tibia of G2_13.jpg','Medial Tibia of G2_14.jpg','Medial Tibia of G2_15.jpg','Medial Tibia of G2_16.jpg','Medial Tibia of G2_17.jpg','Medial Tibia of G2_18.jpg','Medial Tibia of G2_19.jpg','Medial Tibia of G2_2.jpg','Medial Tibia of G2_20.jpg','Medial Tibia of G2_21.jpg','Medial Tibia of G2_3.jpg','Medial Tibia of G2_4.jpg','Medial Tibia of G2_5.jpg','Medial Tibia of G2_6.jpg','Medial Tibia of G2_7.jpg','Medial Tibia of G2_8.jpg','Medial Tibia of G2_9.jpg','Medial Tibia of G3_1.jpg','Medial Tibia of G3_10.jpg','Medial Tibia of G3_11.jpg','Medial Tibia of G3_12.jpg','Medial Tibia of G3_13.jpg','Medial Tibia of G3_14.jpg','Medial Tibia of G3_15.jpg','Medial Tibia of G3_16.jpg','Medial Tibia of G3_17.jpg','Medial Tibia of G3_18.jpg','Medial Tibia of G3_19.jpg','Medial Tibia of G3_2.jpg','Medial Tibia of G3_20.jpg','Medial Tibia of G3_21.jpg','Medial Tibia of G3_22.jpg','Medial Tibia of G3_23.jpg','Medial Tibia of G3_24.jpg','Medial Tibia of G3_25.jpg','Medial Tibia of G3_26.jpg','Medial Tibia of G3_27.jpg','Medial Tibia of G3_28.jpg','Medial Tibia of G3_29.jpg','Medial Tibia of G3_3.jpg','Medial Tibia of G3_30.jpg','Medial Tibia of G3_31.jpg','Medial Tibia of G3_32.jpg','Medial Tibia of G3_33.jpg','Medial Tibia of G3_34.jpg','Medial Tibia of G3_35.jpg','Medial Tibia of G3_36.jpg','Medial Tibia of G3_37.jpg','Medial Tibia of G3_38.jpg','Medial Tibia of G3_39.jpg','Medial Tibia of G3_4.jpg','Medial Tibia of G3_40.jpg','Medial Tibia of G3_41.jpg','Medial Tibia of G3_42.jpg','Medial Tibia of G3_43.jpg','Medial Tibia of G3_44.jpg','Medial Tibia of G3_5.jpg','Medial Tibia of G3_6.jpg','Medial Tibia of G3_7.jpg','Medial Tibia of G3_8.jpg','Medial Tibia of G3_9.jpg','Medial Tibia of G4_1.jpg','Medial Tibia of G4_2.jpg','Medial Tibia of G4_3.jpg','Medial Tibia of G4_4.jpg','Medial Tibia of G4_5.jpg','Medial Tibia of G4_6.jpg','Medial Tibia of G4_7.jpg','Medial Tibia of G4_8.jpg','Medial Tibia of Nor_1.jpg','Medial Tibia of Nor_10.jpg','Medial Tibia of Nor_11.jpg','Medial Tibia of Nor_12.jpg','Medial Tibia of Nor_13.jpg','Medial Tibia of Nor_14.jpg','Medial Tibia of Nor_15.jpg','Medial Tibia of Nor_16.jpg','Medial Tibia of Nor_17.jpg','Medial Tibia of Nor_18.jpg','Medial Tibia of Nor_19.jpg','Medial Tibia of Nor_2.jpg','Medial Tibia of Nor_20.jpg','Medial Tibia of Nor_21.jpg','Medial Tibia of Nor_22.jpg','Medial Tibia of Nor_23.jpg','Medial Tibia of Nor_24.jpg','Medial Tibia of Nor_25.jpg','Medial Tibia of Nor_26.jpg','Medial Tibia of Nor_27.jpg','Medial Tibia of Nor_28.jpg','Medial Tibia of Nor_29.jpg','Medial Tibia of Nor_3.jpg','Medial Tibia of Nor_30.jpg','Medial Tibia of Nor_31.jpg','Medial Tibia of Nor_32.jpg','Medial Tibia of Nor_33.jpg','Medial Tibia of Nor_34.jpg','Medial Tibia of Nor_35.jpg','Medial Tibia of Nor_36.jpg','Medial Tibia of Nor_37.jpg','Medial Tibia of Nor_38.jpg','Medial Tibia of Nor_39.jpg','Medial Tibia of Nor_4.jpg','Medial Tibia of Nor_5.jpg','Medial Tibia of Nor_6.jpg','Medial Tibia of Nor_7.jpg','Medial Tibia of Nor_8.jpg','Medial Tibia of Nor_9.jpg'}
@attribute LCP_1 numeric
@attribute LCP_2 numeric
@attribute LCP_3 numeric
@attribute LCP_4 numeric
@attribute LCP_5 numeric
@attribute LCP_6 numeric
@attribute LCP_7 numeric
@attribute LCP_8 numeric
@attribute LCP_9 numeric
@attribute LCP_10 numeric
@attribute LCP_11 numeric
@attribute LCP_12 numeric
@attribute LCP_13 numeric
@attribute LCP_14 numeric
@attribute LCP_15 numeric
@attribute LCP_16 numeric
@attribute LCP_17 numeric
@attribute LCP_18 numeric
@attribute LCP_19 numeric
@attribute LCP_20 numeric
@attribute LCP_21 numeric
@attribute LCP_22 numeric
@attribute LCP_23 numeric
@attribute LCP_24 numeric
@attribute LCP_25 numeric
@attribute LCP_26 numeric
@attribute LCP_27 numeric
@attribute LCP_28 numeric
@attribute LCP_29 numeric
@attribute LCP_30 numeric
@attribute LCP_31 numeric
@attribute LCP_32 numeric
@attribute LCP_33 numeric
@attribute LCP_34 numeric
@attribute LCP_35 numeric
@attribute LCP_36 numeric
@attribute LCP_37 numeric
@attribute LCP_38 numeric
@attribute LCP_39 numeric
@attribute LCP_40 numeric
@attribute LCP_41 numeric
@attribute LCP_42 numeric
@attribute LCP_43 numeric
@attribute LCP_44 numeric
@attribute LCP_45 numeric
@attribute LCP_46 numeric
@attribute LCP_47 numeric
@attribute LCP_48 numeric
@attribute LCP_49 numeric
@attribute LCP_50 numeric
@attribute LCP_51 numeric
@attribute LCP_52 numeric
@attribute LCP_53 numeric
@attribute LCP_54 numeric
@attribute LCP_55 numeric
@attribute LCP_56 numeric
@attribute LCP_57 numeric
@attribute LCP_58 numeric
@attribute LCP_59 numeric
@attribute LCP_60 numeric
@attribute LCP_61 numeric
@attribute LCP_62 numeric
@attribute LCP_63 numeric
@attribute LCP_64 numeric
@attribute LCP_65 numeric
@attribute LCP_66 numeric
@attribute LCP_67 numeric
@attribute LCP_68 numeric
@attribute LCP_69 numeric
@attribute LCP_70 numeric
@attribute LCP_71 numeric
@attribute LCP_72 numeric
@attribute LCP_73 numeric
@attribute LCP_74 numeric
@attribute LCP_75 numeric
@attribute LCP_76 numeric
@attribute LCP_77 numeric
@attribute LCP_78 numeric
@attribute LCP_79 numeric
@attribute LCP_80 numeric
@attribute LCP_81 numeric
@attribute class {'Grade 1','Grade 2','Grade 3','Grade 4',Normal}

@data
'Medial Tibia of G1_2.jpg',1.05,0.0857,0.544,0.0456,0.0551,0.0456,0.544,0.0857,730,1.04,0.0217,0.397,0.0691,0.199,0.0691,0.397,0.0217,910,1.03,0.0687,0.151,0.114,0.0371,0.114,0.151,0.0687,690,1.02,0.0232,0.166,0.0788,0.082,0.0788,0.166,0.0232,624,1,0.0123,0.409,0.0434,0.0712,0.0434,0.409,0.0123,907,0.988,0.0169,0.195,0.111,0.172,0.111,0.195,0.0169,787,0.975,0.0261,0.188,0.119,0.17,0.119,0.188,0.0261,834,0.964,0.0396,0.347,0.0463,0.142,0.0463,0.347,0.0396,956,0.946,0.0976,0.576,0.13,0.128,0.13,0.576,0.0976,879,'Grade 1'
'Medial Tibia of G1_3.jpg',1.08,0.0264,0.282,0.058,0.446,0.058,0.282,0.0264,895,1.06,0.0456,0.183,0.0569,0.177,0.0569,0.183,0.0456,884,1.04,0.0222,0.0613,0.0548,0.316,0.0548,0.0613,0.0222,669,1.02,0.0443,0.0902,0.131,0.276,0.131,0.0902,0.0443,557,1,0.00232,0.248,0.067,0.196,0.067,0.248,0.00232,668,0.983,0.021,0.096,0.0475,0.209,0.0475,0.096,0.021,662,0.963,0.00258,0.0531,0.0424,0.286,0.0424,0.0531,0.00258,758,0.946,0.017,0.171,0.00816,0.0767,0.00816,0.171,0.017,924,0.918,0.041,0.327,0.0601,0.44,0.0601,0.327,0.041,1048,'Grade 1'
'Medial Tibia of G1_4.jpg',1.08,0.125,0.416,0.195,0.436,0.195,0.416,0.125,721,1.05,0.0645,0.364,0.0225,0.337,0.0225,0.364,0.0645,911,1.04,0.0106,0.157,0.0707,0.197,0.0707,0.157,0.0106,689,1.02,0.00677,0.207,0.0764,0.132,0.0764,0.207,0.00677,745,1,0.0461,0.408,0.0436,0.213,0.0436,0.408,0.0461,934,0.98,0.03,0.23,0.0564,0.143,0.0564,0.23,0.03,825,0.963,0.037,0.143,0.0862,0.135,0.0862,0.143,0.037,796,0.951,0.0415,0.429,0.0737,0.263,0.0737,0.429,0.0415,878,0.929,0.0898,0.628,0.27,0.377,0.27,0.628,0.0898,863,'Grade 1'
'Medial Tibia of G1_5.jpg',1.06,0.104,0.265,0.0365,0.249,0.0365,0.265,0.104,821,1.04,0.00436,0.216,0.033,0.0111,0.033,0.216,0.00436,882,1.03,0.0461,0.113,0.0354,0.0477,0.0354,0.113,0.0461,674,1.02,0.0168,0.131,0.0133,0.0289,0.0133,0.131,0.0168,673,1,0.00408,0.282,0.0493,0.0349,0.0493,0.282,0.00408,725,0.988,0.0441,0.126,0.076,0.0864,0.076,0.126,0.0441,682,0.973,0.0142,0.106,0.0277,0.111,0.0277,0.106,0.0142,825,0.961,0.0267,0.214,0.0454,0.227,0.0454,0.214,0.0267,946,0.941,0.0355,0.345,0.0819,0.144,0.0819,0.345,0.0355,939,'Grade 1'
'Medial Tibia of G1_6.jpg',1.08,0.0437,0.523,0.182,0.0141,0.182,0.523,0.0437,848,1.05,0.0635,0.327,0.105,0.0311,0.105,0.327,0.0635,940,1.04,0.0582,0.0814,0.144,0.0697,0.144,0.0814,0.0582,702,1.02,0.0189,0.113,0.0468,0.121,0.0468,0.113,0.0189,612,1,0.0252,0.28,0.0546,0.0796,0.0546,0.28,0.0252,718,0.981,0.0252,0.166,0.0939,0.0333,0.0939,0.166,0.0252,661,0.965,0.00907,0.119,0.0111,0.126,0.0111,0.119,0.00907,770,0.95,0.0249,0.337,0.0668,0.0915,0.0668,0.337,0.0249,970,0.925,0.0134,0.583,0.0678,0.022,0.0678,0.583,0.0134,1003,'Grade 1'
'Medial Tibia of G1_7.jpg',1.06,0.0348,0.509,0.0867,0.158,0.0867,0.509,0.0348,808,1.04,0.038,0.35,0.101,0.0705,0.101,0.35,0.038,911,1.03,0.00693,0.103,0.0276,0.121,0.0276,0.103,0.00693,632,1.02,0.0454,0.25,0.0464,0.0585,0.0464,0.25,0.0454,643,1,0.031,0.32,0.0458,0.063,0.0458,0.32,0.031,812,0.985,0.0103,0.231,0.0623,0.0377,0.0623,0.231,0.0103,702,0.971,0.0114,0.16,0.0353,0.00869,0.0353,0.16,0.0114,732,0.96,0.0639,0.43,0.00787,0.0401,0.00787,0.43,0.0639,929,0.94,0.0202,0.644,0.0674,0.00319,0.0674,0.644,0.0202,944,'Grade 1'
'Medial Tibia of G1_8.jpg',1.05,0.0857,0.209,0.0827,0.24,0.0827,0.209,0.0857,853,1.04,0.0369,0.113,0.023,0.174,0.023,0.113,0.0369,890,1.02,0.00438,0.0335,0.143,0.221,0.143,0.0335,0.00438,678,1.01,0.0345,0.149,0.0629,0.0339,0.0629,0.149,0.0345,656,1,0.0333,0.0886,0.0723,0.0539,0.0723,0.0886,0.0333,675,0.989,0.0133,0.115,0.138,0.242,0.138,0.115,0.0133,647,0.977,0.0218,0.102,0.0548,0.17,0.0548,0.102,0.0218,827,0.967,0.0208,0.0857,0.089,0.127,0.089,0.0857,0.0208,928,0.95,0.0345,0.241,0.064,0.0473,0.064,0.241,0.0345,974,'Grade 1'
'Medial Tibia of G1_9.jpg',1.12,0.033,0.51,0.16,0.601,0.16,0.51,0.033,503,1.08,0.0362,0.328,0.101,0.362,0.101,0.328,0.0362,965,1.06,0.0358,0.209,0.146,0.124,0.146,0.209,0.0358,464,1.04,0.0149,0.172,0.09,0.238,0.09,0.172,0.0149,805,1,0.0124,0.268,0.0257,0.297,0.0257,0.268,0.0124,691,0.966,0.0424,0.206,0.172,0.345,0.172,0.206,0.0424,855,0.939,0.0342,0.154,0.0298,0.317,0.0298,0.154,0.0342,463,0.922,0.105,0.333,0.0176,0.562,0.0176,0.333,0.105,1061,0.886,0.148,0.55,0.183,0.666,0.183,0.55,0.148,624,'Grade 1'
'Medial Tibia of G2_1.jpg',1.06,0.0608,0.333,0.16,0.0659,0.16,0.333,0.0608,717,1.04,0.0293,0.197,0.057,0.232,0.057,0.197,0.0293,891,1.03,0.0489,0.123,0.136,0.0172,0.136,0.123,0.0489,678,1.02,0.0244,0.0886,0.0506,0.0717,0.0506,0.0886,0.0244,677,1,0.0166,0.327,0.0387,0.00706,0.0387,0.327,0.0166,897,0.988,0.0219,0.104,0.0795,0.092,0.0795,0.104,0.0219,781,0.975,0.0373,0.15,0.132,0.0499,0.132,0.15,0.0373,859,0.964,0.00919,0.229,0.16,0.058,0.16,0.229,0.00919,857,0.946,0.094,0.385,0.0895,0.0706,0.0895,0.385,0.094,957,'Grade 2'
'Medial Tibia of G2_10.jpg',1.09,0.0786,0.114,0.107,0.22,0.107,0.114,0.0786,975,1.05,0.0734,0.119,0.0655,0.0948,0.0655,0.119,0.0734,1012,1.04,0.0228,0.0753,0.0144,0.316,0.0144,0.0753,0.0228,513,1.02,0.0207,0.103,0.0562,0.134,0.0562,0.103,0.0207,483,1,0.0172,0.249,0.0847,0.0207,0.0847,0.249,0.0172,540,0.983,0.0124,0.126,0.0422,0.118,0.0422,0.126,0.0124,539,0.964,0.0345,0.0279,0.0416,0.256,0.0416,0.0279,0.0345,570,0.946,0.0183,0.105,0.0372,0.0701,0.0372,0.105,0.0183,1103,0.915,0.0306,0.177,0.0522,0.0131,0.0522,0.177,0.0306,1032,'Grade 2'
'Medial Tibia of G2_11.jpg',1.09,0.119,0.21,0.0641,0.129,0.0641,0.21,0.119,952,1.06,0.0217,0.11,0.0584,0.182,0.0584,0.11,0.0217,1041,1.04,0.0724,0.0538,0.019,0.0794,0.019,0.0538,0.0724,449,1.02,0.0145,0.101,0.114,0.0194,0.114,0.101,0.0145,467,1,0.0597,0.19,0.0927,0.22,0.0927,0.19,0.0597,479,0.983,0.037,0.0832,0.076,0.00396,0.076,0.0832,0.037,446,0.967,0.023,0.0115,0.03,0.221,0.03,0.0115,0.023,545,0.948,0.027,0.095,0.0199,0.0207,0.0199,0.095,0.027,1076,0.917,0.114,0.187,0.0976,0.233,0.0976,0.187,0.114,1146,'Grade 2'
'Medial Tibia of G2_12.jpg',1.05,0.077,0.331,0.173,0.112,0.173,0.331,0.077,843,1.03,0.0543,0.257,0.0874,0.121,0.0874,0.257,0.0543,923,1.02,0.0299,0.138,0.0735,0.128,0.0735,0.138,0.0299,634,1.01,0.00626,0.118,0.02,0.127,0.02,0.118,0.00626,567,1,0.013,0.315,0.0322,0.214,0.0322,0.315,0.013,701,0.99,0.0389,0.088,0.0733,0.0133,0.0733,0.088,0.0389,673,0.979,0.00519,0.134,0.0395,0.0911,0.0395,0.134,0.00519,780,0.969,0.0231,0.352,0.137,0.0143,0.137,0.352,0.0231,993,0.952,0.0271,0.478,0.186,0.227,0.186,0.478,0.0271,1053,'Grade 2'
'Medial Tibia of G2_13.jpg',1.08,0.0989,0.459,0.199,0.193,0.199,0.459,0.0989,777,1.05,0.0498,0.361,0.0608,0.0479,0.0608,0.361,0.0498,892,1.04,0.0526,0.186,0.0223,0.282,0.0223,0.186,0.0526,724,1.02,0.00428,0.215,0.0544,0.0222,0.0544,0.215,0.00428,672,1,0.00633,0.428,0.064,0.0646,0.064,0.428,0.00633,885,0.982,0.0169,0.214,0.155,0.0355,0.155,0.214,0.0169,793,0.966,0.0254,0.191,0.0763,0.0874,0.0763,0.191,0.0254,802,0.953,0.032,0.459,0.116,0.0481,0.116,0.459,0.032,938,0.932,0.0394,0.736,0.051,0.271,0.051,0.736,0.0394,876,'Grade 2'
'Medial Tibia of G2_14.jpg',1.07,0.0658,0.411,0.0953,0.367,0.0953,0.411,0.0658,841,1.05,0.0331,0.338,0.0681,0.344,0.0681,0.338,0.0331,1037,1.03,0.0167,0.182,0.12,0.0187,0.12,0.182,0.0167,595,1.02,0.0205,0.187,0.0431,0.158,0.0431,0.187,0.0205,550,1,0.0187,0.326,0.0383,0.141,0.0383,0.326,0.0187,654,0.985,0.0209,0.0835,0.0996,0.0963,0.0996,0.0835,0.0209,651,0.968,0.0279,0.105,0.126,0.0112,0.126,0.105,0.0279,755,0.955,0.0757,0.368,0.133,0.235,0.133,0.368,0.0757,1006,0.931,0.11,0.51,0.0631,0.512,0.0631,0.51,0.11,986,'Grade 2'
'Medial Tibia of G2_15.jpg',1.05,0.0299,0.442,0.236,0.0201,0.236,0.442,0.0299,790,1.04,0.0297,0.243,0.0942,0.0467,0.0942,0.243,0.0297,876,1.03,0.044,0.0921,0.0383,0.255,0.0383,0.0921,0.044,680,1.01,0.0113,0.133,0.0618,0.0825,0.0618,0.133,0.0113,614,1,0.00809,0.399,0.0291,0.128,0.0291,0.399,0.00809,852,0.987,0.00829,0.123,0.0175,0.209,0.0175,0.123,0.00829,680,0.975,0.029,0.128,0.0915,0.125,0.0915,0.128,0.029,802,0.966,0.0426,0.359,0.161,0.0141,0.161,0.359,0.0426,951,0.949,0.0147,0.506,0.096,0.0373,0.096,0.506,0.0147,938,'Grade 2'
'Medial Tibia of G2_16.jpg',1.07,0.0609,0.402,0.218,0.176,0.218,0.402,0.0609,875,1.04,0.0216,0.286,0.116,0.0752,0.116,0.286,0.0216,925,1.03,0.0683,0.205,0.112,0.083,0.112,0.205,0.0683,643,1.02,0.0118,0.139,0.0925,0.189,0.0925,0.139,0.0118,583,1,0.0204,0.329,0.0561,0.00363,0.0561,0.329,0.0204,700,0.987,0.0378,0.0935,0.129,0.151,0.129,0.0935,0.0378,630,0.971,0.0557,0.14,0.0584,0.212,0.0584,0.14,0.0557,762,0.959,0.0265,0.328,0.028,0.0817,0.028,0.328,0.0265,961,0.938,0.105,0.473,0.08,0.113,0.08,0.473,0.105,1014,'Grade 2'
'Medial Tibia of G2_17.jpg',1.07,0.0122,0.624,0.143,0.684,0.143,0.624,0.0122,784,1.05,0.042,0.432,0.0603,0.492,0.0603,0.432,0.042,901,1.04,0.0202,0.112,0.0471,0.108,0.0471,0.112,0.0202,690,1.02,0.0425,0.196,0.111,0.0111,0.111,0.196,0.0425,671,1,0.0226,0.414,0.107,0.27,0.107,0.414,0.0226,867,0.983,0.0244,0.255,0.0579,0.000447,0.0579,0.255,0.0244,782,0.968,0.0443,0.213,0.11,0.219,0.11,0.213,0.0443,797,0.956,0.0337,0.45,0.11,0.173,0.11,0.45,0.0337,916,0.934,0.0478,0.675,0.0282,0.238,0.0282,0.675,0.0478,909,'Grade 2'
'Medial Tibia of G2_18.jpg',1.06,0.0435,0.577,0.131,0.131,0.131,0.577,0.0435,807,1.04,0.0254,0.44,0.103,0.224,0.103,0.44,0.0254,980,1.03,0.0141,0.17,0.0257,0.216,0.0257,0.17,0.0141,605,1.02,0.0357,0.284,0.0817,0.207,0.0817,0.284,0.0357,648,1,0.00677,0.469,0.0571,0.155,0.0571,0.469,0.00677,798,0.983,0.0105,0.322,0.0558,0.185,0.0558,0.322,0.0105,662,0.971,0.0285,0.177,0.0268,0.167,0.0268,0.177,0.0285,699,0.962,0.0146,0.427,0.0636,0.0681,0.0636,0.427,0.0146,1042,0.944,0.0614,0.627,0.0334,0.249,0.0334,0.627,0.0614,936,'Grade 2'
'Medial Tibia of G2_19.jpg',1.1,0.0836,0.489,0.108,0.179,0.108,0.489,0.0836,908,1.06,0.0721,0.267,0.0901,0.118,0.0901,0.267,0.0721,969,1.05,0.0305,0.138,0.0639,0.159,0.0639,0.138,0.0305,645,1.03,0.00909,0.122,0.1,0.00568,0.1,0.122,0.00909,545,1,0.0119,0.372,0.0626,0.134,0.0626,0.372,0.0119,681,0.979,0.0096,0.146,0.0403,0.0138,0.0403,0.146,0.0096,578,0.958,0.0189,0.115,0.0261,0.0544,0.0261,0.115,0.0189,679,0.939,0.0423,0.304,0.0526,0.00814,0.0526,0.304,0.0423,1043,0.907,0.0412,0.496,0.136,0.191,0.136,0.496,0.0412,1044,'Grade 2'
'Medial Tibia of G2_2.jpg',1.06,0.0192,0.477,0.0315,0.0687,0.0315,0.477,0.0192,795,1.04,0.0424,0.348,0.0742,0.0154,0.0742,0.348,0.0424,995,1.03,0.0273,0.159,0.0661,0.366,0.0661,0.159,0.0273,654,1.02,0.0185,0.216,0.0213,0.164,0.0213,0.216,0.0185,615,1,0.0257,0.438,0.0669,0.223,0.0669,0.438,0.0257,796,0.987,0.0375,0.124,0.0751,0.0104,0.0751,0.124,0.0375,695,0.972,0.0282,0.171,0.0879,0.109,0.0879,0.171,0.0282,709,0.962,0.0226,0.327,0.096,0.0701,0.096,0.327,0.0226,933,0.942,0.11,0.541,0.084,0.0638,0.084,0.541,0.11,991,'Grade 2'
'Medial Tibia of G2_20.jpg',1.13,0.0758,0.361,0.0918,0.32,0.0918,0.361,0.0758,823,1.09,0.0575,0.308,0.0704,0.0542,0.0704,0.308,0.0575,931,1.06,0.0428,0.088,0.143,0.177,0.143,0.088,0.0428,662,1.03,0.0101,0.0992,0.0128,0.0868,0.0128,0.0992,0.0101,599,0.999,0.0427,0.128,0.0481,0.0463,0.0481,0.128,0.0427,664,0.972,0.0339,0.111,0.0617,0.0236,0.0617,0.111,0.0339,643,0.942,0.0542,0.0809,0.0845,0.0553,0.0845,0.0809,0.0542,729,0.915,0.0403,0.214,0.0363,0.158,0.0363,0.214,0.0403,980,0.869,0.0796,0.305,0.121,0.00688,0.121,0.305,0.0796,1023,'Grade 2'
'Medial Tibia of G2_21.jpg',1.07,0.0778,0.519,0.0424,0.216,0.0424,0.519,0.0778,815,1.05,0.0331,0.345,0.00413,0.0953,0.00413,0.345,0.0331,849,1.03,0.00383,0.141,0.0402,0.0116,0.0402,0.141,0.00383,612,1.02,0.00507,0.193,0.0867,0.0986,0.0867,0.193,0.00507,598,1,0.02,0.457,0.0849,0.167,0.0849,0.457,0.02,1005,0.984,0.0315,0.252,0.148,0.0586,0.148,0.252,0.0315,757,0.969,0.0301,0.226,0.13,0.0163,0.13,0.226,0.0301,733,0.956,0.0345,0.327,0.0822,0.16,0.0822,0.327,0.0345,994,0.936,0.0515,0.567,0.101,0.339,0.101,0.567,0.0515,901,'Grade 2'
'Medial Tibia of G2_3.jpg',1.07,0.0571,0.578,0.0298,0.354,0.0298,0.578,0.0571,777,1.05,0.0439,0.437,0.0337,0.354,0.0337,0.437,0.0439,982,1.04,0.0382,0.207,0.108,0.0537,0.108,0.207,0.0382,605,1.02,0.013,0.257,0.0958,0.259,0.0958,0.257,0.013,626,1,0.00609,0.453,0.0659,0.288,0.0659,0.453,0.00609,825,0.983,0.0056,0.209,0.106,0.297,0.106,0.209,0.0056,723,0.967,0.00674,0.136,0.0792,0.292,0.0792,0.136,0.00674,719,0.956,0.0446,0.457,0.0388,0.297,0.0388,0.457,0.0446,1038,0.931,0.0553,0.609,0.104,0.268,0.104,0.609,0.0553,877,'Grade 2'
'Medial Tibia of G2_4.jpg',1.1,0.0576,0.541,0.184,0.98,0.184,0.541,0.0576,501,1.07,0.04,0.409,0.0666,0.437,0.0666,0.409,0.04,730,1.06,0.0207,0.12,0.117,0.444,0.117,0.12,0.0207,762,1.03,0.0242,0.284,0.144,0.386,0.144,0.284,0.0242,1019,1,0.0285,0.522,0.0283,0.182,0.0283,0.522,0.0285,1419,0.969,0.00685,0.318,0.0778,0.337,0.0778,0.318,0.00685,1136,0.95,0.00952,0.194,0.133,0.172,0.133,0.194,0.00952,833,0.939,0.0483,0.466,0.0116,0.175,0.0116,0.466,0.0483,717,0.911,0.0905,0.549,0.164,0.737,0.164,0.549,0.0905,729,'Grade 2'
'Medial Tibia of G2_5.jpg',1.08,0.0162,0.435,0.0981,0.251,0.0981,0.435,0.0162,611,1.06,0.0424,0.253,0.094,0.0699,0.094,0.253,0.0424,745,1.04,0.00847,0.167,0.0221,0.166,0.0221,0.167,0.00847,796,1.03,0.00689,0.138,0.0218,0.1,0.0218,0.138,0.00689,924,1,0.00278,0.336,0.0379,0.0506,0.0379,0.336,0.00278,1077,0.981,0.0261,0.149,0.104,0.0703,0.104,0.149,0.0261,936,0.96,0.0227,0.13,0.024,0.0127,0.024,0.13,0.0227,888,0.945,0.041,0.312,0.0718,0.1,0.0718,0.312,0.041,842,0.919,0.0802,0.494,0.134,0.237,0.134,0.494,0.0802,804,'Grade 2'
'Medial Tibia of G2_6.jpg',1.07,0.113,0.528,0.189,0.247,0.189,0.528,0.113,835,1.05,0.0301,0.354,0.0735,0.114,0.0735,0.354,0.0301,897,1.03,0.0395,0.157,0.193,0.178,0.193,0.157,0.0395,650,1.02,0.0327,0.21,0.0692,0.0533,0.0692,0.21,0.0327,598,1,0.0285,0.43,0.017,0.137,0.017,0.43,0.0285,838,0.984,0.0191,0.174,0.0519,0.00158,0.0519,0.174,0.0191,692,0.97,0.0276,0.157,0.174,0.0404,0.174,0.157,0.0276,753,0.957,0.058,0.293,0.0365,0.02,0.0365,0.293,0.058,1008,0.934,0.0662,0.502,0.0391,0.312,0.0391,0.502,0.0662,964,'Grade 2'
'Medial Tibia of G2_7.jpg',1.1,0.022,0.292,0.0824,0.137,0.0824,0.292,0.022,728,1.07,0.0501,0.124,0.149,0.056,0.149,0.124,0.0501,823,1.05,0.0158,0.0944,0.0897,0.0874,0.0897,0.0944,0.0158,775,1.03,0.0226,0.127,0.0577,0.0413,0.0577,0.127,0.0226,837,1,0.0043,0.345,0.0762,0.0867,0.0762,0.345,0.0043,907,0.974,0.0203,0.163,0.121,0.0882,0.121,0.163,0.0203,839,0.952,0.017,0.144,0.0612,0.0797,0.0612,0.144,0.017,768,0.931,0.0302,0.212,0.119,0.0481,0.119,0.212,0.0302,887,0.901,0.0555,0.346,0.0764,0.119,0.0764,0.346,0.0555,846,'Grade 2'
'Medial Tibia of G2_8.jpg',1.1,0.0642,0.324,0.143,0.0229,0.143,0.324,0.0642,875,1.07,0.0532,0.173,0.105,0.119,0.105,0.173,0.0532,1005,1.04,0.00137,0.0661,0.00121,0.15,0.00121,0.0661,0.00137,508,1.03,0.0132,0.138,0.103,0.0496,0.103,0.138,0.0132,500,1,0.0094,0.309,0.0414,0.00858,0.0414,0.309,0.0094,621,0.977,0.011,0.166,0.0747,0.213,0.0747,0.166,0.011,562,0.958,0.0217,0.0867,0.0749,0.0397,0.0749,0.0867,0.0217,544,0.937,0.0573,0.162,0.0237,0.163,0.0237,0.162,0.0573,1087,0.901,0.077,0.309,0.111,0.0124,0.111,0.309,0.077,1008,'Grade 2'
'Medial Tibia of G2_9.jpg',1.04,0.0618,0.193,0.117,0.0601,0.117,0.193,0.0618,887,1.03,0.00935,0.132,0.0417,0.11,0.0417,0.132,0.00935,1022,1.02,0.0402,0.0601,0.102,0.156,0.102,0.0601,0.0402,588,1.01,0.0127,0.129,0.0838,0.0536,0.0838,0.129,0.0127,486,1,0.00618,0.163,0.0549,0.284,0.0549,0.163,0.00618,503,0.992,0.0267,0.134,0.0622,0.0345,0.0622,0.134,0.0267,593,0.982,0.0268,0.0611,0.102,0.379,0.102,0.0611,0.0268,590,0.973,0.0526,0.0703,0.105,0.136,0.105,0.0703,0.0526,1075,0.957,0.0575,0.3,0.139,0.0626,0.139,0.3,0.0575,1088,'Grade 2'
